,song_city,song_state,song_artist,song_name
2535,Texas,Alabama,Dizzee Rascal,Everything Must Go
2536,Texas,Alabama,Sharon Jones,This Land Is Your Land
2537,Texas,Alabama,Terry Allen,Whatever Happened to Jesus (And Maybellene) ?
2538,Texas,Alabama,Cheryl Wheeler,Alice
2539,Texas,Alabama,Craig Morgan,Cowboy and Clown
2540,Texas,Alabama,Molly Hatchet,Kinda Like Love
2541,Texas,Alabama,Pam Tillis,How Gone Is Goodbye
2542,Texas,Alabama,UGK,Cocaine in the Back of the Ride
2543,Texas,Alabama,UGK,I'm So Bad
2544,Texas,Alabama,Lil' Boosie,I Got That
2545,Texas,Alabama,Rob Zombie,Death of It All
2546,Texas,Alabama,Lil' Boosie,Thuggin'
2547,Texas,Alabama,Lil' Boosie,Thuggin'
2548,Texas,Alabama,Lil' Boosie,Top Notch
2549,Texas,Alabama,Bad Meets Evil,A Kiss
2550,Texas,Alabama,Asking Alexandria,Killing You
2551,Texas,Alabama,Megan Thee Stallion,Hot Girl
2552,Texas,Alabama,BROCKHAMPTON,Gummy
2553,Texas,Alabama,Big Boi,Overthunk
2554,Texas,Alabama,Megan Thee Stallion,Cocky Af
2555,Texas,Alabama,Connie Smith,If It Ain't Strong Enough
2556,Texas,Alabama,Nanci Griffith,Last Train Home
2557,Texas,Alabama,Stonewall Jackson,Mother the Queen of My Heart
2558,Texas,Alabama,Jungle Brothers,Because I Got It Like That
2559,Texas,Alabama,Melissa Etheridge,You Can Sleep When I Drive
2560,Texas,Alabama,Dave Dudley,Truck Driving Man
2561,Texas,Alabama,Jungle Brothers,Because I Got It Like That
2562,Texas,Alabama,Neal McCoy,Head South
2563,Texas,Alabama,Guy Clark,Diamond Joe
2564,Texas,Alabama,Jungle Brothers,Because I Got It Like That
2565,Texas,Alabama,Johnny Hallyday,Cadillac Man
2566,Texas,Alabama,Lil Jon & the East Side Boyz,Get Crunk
2567,Texas,Alabama,"Portishead, Ill Poetic, Joe Budden",Thou Shall Not Fall
2568,Texas,Alabama,Charles Esten,Like New
2569,Texas,Alabama,Khalid,9.13
2570,Texas,Alabama,Talib Kweli,Time Flies
2571,Texas,Alabama,Fabolous,Cap
2572,Texas,Alabama,Lil Baby,Monday to Sunday
2573,Texas,Alabama,Pierce the Veil,Caraphernelia
2574,Texas,Alabama,"Casey Veggies, Tyler, The Creator",DTA
2575,Texas,Alabama,YoungBoy Never Broke Again,Not Wrong Now
2576,Texas,Alabama,Lil Peep,big city blues
2577,Texas,Alabama,Trouble,Kesha Dem [Remix]
2578,Texas,Alabama,YoungBoy Never Broke Again,Homicide
2579,Texas,Alabama,UGK,Live Wires Connect
2580,Texas,Alabama,The Three Degrees,Love Epidemic
2581,Texas,Alabama,JV,Boy
2582,Texas,Alabama,Boxcar Willie,Divorce Me C.O.D.
2583,Texas,Alabama,Riders in the Sky,The Ballad of Bullseye
2584,Texas,Alabama,Nazareth,Shanghai'd in Shanghai [US Version]
2585,Texas,Alabama,Pat Green,Goin' Down in Style
2586,Texas,Alabama,Molly Hatchet,Angel in Dixie
2587,Texas,Alabama,Phil Vassar,Houston
2588,Texas,Alabama,Cowboy Junkies,Townes Blues
2589,Texas,Alabama,Clay Aiken,God Bless the U.S.A. (Proud to Be an American) [Bonus Track]
2590,Texas,Alabama,Daniel O'Donnell,Is This the Way to Amarillo
2591,Texas,Alabama,Russ Lee,Better Than I Can Tell Ya
2592,Texas,Alabama,Richie Rich,Better Than I Can Tell Ya
2593,Texas,Alabama,Yoko Ono,New York Woman
2594,Texas,Alabama,Art Garfunkel,Wooden Planes
2595,Texas,Alabama,Bushwick Bill,Little Big Man
2596,Texas,Alabama,Bushwick Bill,Skitso
2597,Texas,Alabama,The Jordanaires,God Bless the U.S.A.
2598,Texas,Alabama,Cowboy Junkies,Townes' Blues
2599,Texas,Alabama,NOFX,Leaving Jesusland
2600,Texas,Alabama,Lil' Boosie,Jealousy
2601,Texas,Alabama,Baby Bash,Numero Uno
2602,Texas,Alabama,Kevin Costner,5 Minutes from America
2603,Texas,Alabama,Ronnie Dunn,Singer in a Cowboy Band
2604,Texas,Alabama,Matt Nathanson,Drop to Hold You
2605,Texas,Alabama,Cake,Cool Blue Reason
2606,Texas,Alabama,"UGK, Cash Money Millionaires",Family Affair
2607,Texas,Alabama,Nick Carter,Girls in the USA
2608,Texas,Alabama,Phil Vassar,Why Don't Ya
2609,Texas,Alabama,Ray J,She Freaky
2610,Texas,Alabama,Michelle Shocked,(Making the Run To) Gladewater
2611,Texas,Alabama,David Houston,My Elusive Dreams
2612,Texas,Alabama,Johnny Burnette,Midnight Train
2613,Texas,Alabama,Red Simpson,I'm a Truck
2614,Texas,Alabama,Son Volt,Too Early
2615,Texas,Alabama,Steve Hackett,Big Dallas Sky
2616,Texas,Alabama,Nazareth,Lady Luck
2617,Texas,Alabama,Nazareth,Trouble
2618,Texas,Alabama,Slim Thug,I Run
2619,Texas,Alabama,Chief Keef,Funny
2620,Texas,Alabama,"Short Dawg, Ab-Soul",Addiction
2621,Texas,Alabama,Styles P,Don't Fade 'Em (Freestyle)
2622,Texas,Alabama,Nazareth,Trouble
2623,Texas,Alabama,Slim Thug,I Run
2624,Texas,Alabama,Blue October,The Worry List
2625,Texas,Alabama,UGK,3 In The Mornin'
2626,Texas,Alabama,Nipsey Hussle,Ocean Views
2627,Texas,Alabama,Stormzy,Standard
2628,Texas,Alabama,Boosie Badazz,I'm on My Way
2629,Texas,Alabama,"6LACK, A2",Southern Comfort
2630,Texas,Alabama,"Rich The Kid, Jay Critch",For The Fame
2631,Texas,Alabama,Rich The Kid,Soak It Up
2632,Texas,Alabama,Boosie Badazz,This Christmas
2633,Texas,Alabama,"Soulja Boy, A$AP Ferg, Asian Doll",In My Pocket
2634,Texas,Alabama,"MoneyBagg Yo, Cuban Doll",Subs
2635,Texas,Alabama,"Chromeo, MAX",Checklist
2636,Texas,Alabama,Animaniacs,Wakko's America
2637,Texas,Alabama,Debbie Harry,I Want That Man
2638,Texas,Alabama,The Tractors,I Wouldn't Tell You No Lie
2639,Texas,Alabama,SONiA,Red Heaven
2640,Texas,Alabama,Kinky Friedman,They Ain't Makin' Jews Like Jesus Anymore
2641,Texas,Alabama,Kinky Friedman,Ol' Ben Lucas
2642,Texas,Alabama,Kinky Friedman,The Ballad of Charles Whitman
2643,Texas,Alabama,Kinky Friedman,Silver Eagle Express
2644,Texas,Alabama,Bill Hayes,The Ballad of Davy Crockett
2645,Texas,Alabama,Eightball & MJG,Daylight
2646,Texas,Alabama,Eightball & MJG,Get It Crunk
2647,Texas,Alabama,Rappin' 4-Tay,Playaz Club
2648,Texas,Alabama,Doug Supernaw,Red and Rio Grande
2649,Texas,Alabama,John Raitt,There Once Was a Man
2650,Texas,Alabama,John Raitt,There Once Was a Man [Previously Unreleased Track; Bonus Track]
2651,Texas,Alabama,Keith Murray,Full Cooperation
2652,Texas,Alabama,Guadalcanal Diary,Watusi Rodeo
2653,Texas,Alabama,Rappin' 4-Tay,Untitled Track
2654,Texas,Alabama,John Raitt,There Once Was a Man
2655,Texas,Alabama,Dan the Automator,Don't Understand
2656,Texas,Alabama,Ben Kweller,Lizzy
2657,Texas,Alabama,Ben Kweller,Debbie Don't Worry Doll
2658,Texas,Alabama,The Gun Club,Bad Indian
2659,Texas,Alabama,Chris LeDoux,Amarillo by Morning
2660,Texas,Alabama,Chris LeDoux,All Around Cowboy
2661,Texas,Alabama,Blackfoot,Fox Chase
2662,Texas,Alabama,Pato Banton,Go Pato
2663,Texas,Alabama,Chris Wall,Something to Shoot
2664,Texas,Alabama,Johnny Burnette,Midnight Train
2665,Texas,Alabama,The Trammps,Love Epidemic
2666,Texas,Alabama,Japan,Fall in Love with Me
2667,Texas,Alabama,Chris LeDoux,Rodeo Trails
2668,Texas,Alabama,Chris LeDoux,The Passenger
2669,Texas,Alabama,Chris LeDoux,Scene We All Ain't Saw
2670,Texas,Alabama,Chris LeDoux,Strawberry Roan
2671,Texas,Alabama,The Dead Milkmen,Big Time Operator
2672,Texas,Alabama,The Dead Milkmen,Tacoland
2673,Texas,Alabama,Washboard Sam,Flying Crow Blues
2674,Texas,Alabama,Chris LeDoux,(I Used to Want to Be A) Cowboy
2675,Texas,Alabama,Texas Tornados,Soy de San Luis
2676,Texas,Alabama,Texas Tornados,She Never Spoke Spanish to Me
2677,Texas,Alabama,Rhett Akins,Every Cowboy's Dream
2678,Texas,Alabama,The Tractors,The Tulsa Shuffle
2679,Texas,Alabama,The Reverend Horton Heat,Jimbo Song
2680,Texas,Alabama,Old 97's,Streets of Where I'm From
2681,Texas,Alabama,Kinky Friedman,Dear Abbie
2682,Texas,Alabama,Chris LeDoux,Daydream Cowboy
2683,Texas,Alabama,Louie Rankin,Ghetto Soldier
2684,Texas,Alabama,Little Brother,Dreams
2685,Texas,Alabama,Eliza Gilkyson,Wildewood Spring
2686,Texas,Alabama,Ed Bruce,The Last Cowboy Song
2687,Texas,Alabama,J.D. Souther,The Secret Handshake of Fate
2688,Texas,Alabama,Bobby Troup,Do-Re-Mi
2689,Texas,Alabama,Chris LeDoux,This Cowboy's Hat
2690,Texas,Alabama,The Trammps,Love Epidemic
2691,Texas,Alabama,John Raitt,There Once Was a Man [Previously Unreleased Track; Bonus Track]
2692,Texas,Alabama,The Proclaimers,Better Days
2693,Texas,Alabama,Ian Tyson,Alberta's Child
2694,Texas,Alabama,Alex Chilton,Just to See You
2695,Texas,Alabama,Denzel Curry,SPEEDBOAT
2696,Texas,Alabama,Billy Walker,Waiting for a Train
2697,Texas,Alabama,Bloodhound Gang,The Bad Touch
2698,Texas,Alabama,Debbie Harry,I Want That Man
2699,Texas,Alabama,The Click,Mr. Flamboyant
2700,Texas,Alabama,Jack Ingram,Beat Up Ford
2701,Texas,Alabama,Jack Ingram,Beyond My Means
2702,Texas,Alabama,Frank Black,King & Queen of Siam
2703,Texas,Alabama,Fountains of Wayne,Denise
2704,Texas,Alabama,All,Long Distance
2705,Texas,Alabama,B.G.,Cash Money Roll
2706,Texas,Alabama,The Hot Boys,I Feel
2707,Texas,Alabama,The Rainmakers,Snakedance
2708,Texas,Alabama,B.G.,Uptown Thang (Wait'n on Your Picture)
2709,Texas,Alabama,The Reverend Horton Heat,It Hurts Your Daddy Bad
2710,Texas,Alabama,Dr. Hook,Let Me Be Your Lover
2711,Texas,Alabama,Black Rob,Whoa!
2712,Texas,Alabama,South Park Mexican,Illegal Amigos
2713,Texas,Alabama,Lil' Keke,Southside
2714,Texas,Alabama,Debbie Harry,I Want That Man [Original Version]
2715,Texas,Alabama,Ray Wylie Hubbard,Joyride
2716,Texas,Alabama,Ray Wylie Hubbard,After All These Years
2717,Texas,Alabama,Confederate Railroad,Thick as Thieves
2718,Texas,Alabama,Masta Ace,Don't Understand
2719,Texas,Alabama,Cledus T. Judd,Gone Funky
2720,Texas,Alabama,Lil' Keke,Mr. D.J.
2721,Texas,Alabama,Lil' Keke,Bad Man
2722,Texas,Alabama,D12,American Psycho
2723,Texas,Alabama,Big Pokey,Purple Stuff [Remix]
2724,Texas,Alabama,Hayes Carll,Highway 87
2725,Texas,Alabama,Hayes Carll,Arkansas Blues
2726,Texas,Alabama,Paul Wall & Chamillionaire,My Money Gets Jealous
2727,Texas,Alabama,Paul Wall & Chamillionaire,Go Grind
2728,Texas,Alabama,"Frank Black, Frank Black and the Catholics","San Antonio, TX"
2729,Texas,Alabama,Cross Canadian Ragweed,Brooklyn Kid
2730,Texas,Alabama,C-BO,Can We All Ball
2731,Texas,Alabama,C-BO,Professional Ballers
2732,Texas,Alabama,David Houston,Little Pedro
2733,Texas,Alabama,Kool G Rap,It's Nothin'
2734,Texas,Alabama,Eightball & MJG,Just Like Candy
2735,Texas,Alabama,Saliva,Your Disease [UK Enhanced Video; Bonus Track]
2736,Texas,Alabama,Nappy Roots,Roun' the Globe [Collipark Remix]
2737,Texas,Alabama,Atmosphere,In My Continental
2738,Texas,Alabama,Unlinked Artist,Jennifer Love Hewitt
2739,Texas,Alabama,Fat Pat,25 Lighters [Live; Previously Unreleased Track; Bonus Track]
2740,Texas,Alabama,Smog,I'm New Here
2741,Texas,Alabama,Beanie Sigel,Purple Rain
2742,Texas,Alabama,Chris LeDoux,Billy the Kid
2743,Texas,Alabama,Prism,American Music
2744,Texas,Alabama,Fess Parker,The Ballad of Davy Crockett
2745,Texas,Alabama,Archie Bell & the Drells,"Tighten Up, Pt. 1"
2746,Texas,Alabama,Ozark Mountain Daredevils,Southern Cross
2747,Texas,Alabama,Warrant,Love in Stereo
2748,Texas,Alabama,The Dream Syndicate,Blind Willie McTell
2749,Texas,Alabama,Dave Alvin,Haley's Comet
2750,Texas,Alabama,Tru,There Dey Go
2751,Texas,Alabama,Tru,Fedz
2752,Texas,Alabama,Tru,1nce Upon a Time
2753,Texas,Alabama,Tru,They Can't Stop Us!
2754,Texas,Alabama,Anita Cochran,One of Those Days
2755,Texas,Alabama,Lords of Acid,Don't Kill for Love
2756,Texas,Alabama,Ray Wylie Hubbard,Dust of the Chase
2757,Texas,Alabama,Keith Murray,Manifique (Original Rules)
2758,Texas,Alabama,Keith Murray,World Be Free
2759,Texas,Alabama,Claire Lynch,Out Among the Stars
2760,Texas,Alabama,Mr. Serv-On,Throw Ya City Up
2761,Texas,Alabama,Fish,Brother 52
2762,Texas,Alabama,Jiggie Gee,Raise the Roof
2763,Texas,Alabama,Chris LeDoux,Love Needs a Fool
2764,Texas,Alabama,Val Young,Choppin up That Paper
2765,Texas,Alabama,Master P,Show Me Luv
2766,Texas,Alabama,The Luniz,In My Nature
2767,Texas,Alabama,69 Boyz,Woof Woof
2768,Texas,Alabama,Chris LeDoux,Runaway Love
2769,Texas,Alabama,Chris LeDoux,The Borderline
2770,Texas,Alabama,Ras Kass,Ice Age
2771,Texas,Alabama,Z-Ro,I'm a Soldier
2772,Texas,Alabama,Slim Thug,Boyz N Blue
2773,Texas,Alabama,Bun B,The Story
2774,Texas,Alabama,Bun B,Retaliation Is a Must
2775,Texas,Alabama,Wayne Hancock,Juke Joint Jumping
2776,Texas,Alabama,Shooter Jennings,Electric Rodeo
2777,Texas,Alabama,Radney Foster,New Zip Code
2778,Texas,Alabama,Red Steagall,One Empty Cot in the Bunkhouse
2779,Texas,Alabama,Beanie Sigel,Purple Rain
2780,Texas,Alabama,Lil' Flip,From the South
2781,Texas,Alabama,Sunny Sweeney,Here Lately
2782,Texas,Alabama,Xzibit,Scandalous Bitches
2783,Texas,Alabama,50/50 Twin,Ballin' Is a Habit
2784,Texas,Alabama,Nappy Roots,Roun' the Globe
2785,Texas,Alabama,Nappy Roots,Lac Dogs & Hogs
2786,Texas,Alabama,Tom Morello,Gone Like Rain
2787,Texas,Alabama,...And You Will Know Us by the Trail of Dead,Bells of Creation
2788,Texas,Alabama,Jazze Pha,Incredible Feelin' [A Cappella; Acappella]
2789,Texas,Alabama,Say Anything,Hate Everyone
2790,Texas,Alabama,Fish,Brother 52
2791,Texas,Alabama,Cross Canadian Ragweed,Long Way Home
2792,Texas,Alabama,North Mississippi Allstars,Stuck Inside of Mobile with the Memphis Blues Again
2793,Texas,Alabama,Bun B,The Story
2794,Texas,Alabama,Brian Cadd,Ginger Man
2795,Texas,Alabama,Tenacious D,Classical Teacher
2796,Texas,Alabama,Kurupt,Ho's a Housewife
2797,Texas,Alabama,Black Rob,Whoa
2798,Texas,Alabama,"Jazze Pha, Slim Thug, O.G. Ron C.",Incredible Feelin'
2799,Texas,Alabama,Bon Jovi,August 7
2800,Texas,Alabama,Brotha Lynch Hung,Meat Cleaver
2801,Texas,Alabama,Brotha Lynch Hung,Can I Have a Napkin?
2802,Texas,Alabama,South Park Mexican,Runaway
2803,Texas,Alabama,Superchunk,Trees of Barcelona
2804,Texas,Alabama,The Hold Steady,The Only Thing
2805,Texas,Alabama,Paul Wall,How To Be the Man [Houston Remix; Bonus Track]
2806,Texas,Alabama,RiFF RAFF,Tip Toe Wing In My Jawwdinz
2807,Texas,Alabama,"MED, Madlib, Phonte, Likewise, Blu",Finer Things
2808,Texas,Alabama,The Reverend Horton Heat,Hardscrabble Woman
2809,Texas,Alabama,Lil B,Witness
2810,Texas,Alabama,Tony Christie,(Is This the Way To) Amarillo
2811,Texas,Alabama,"Jean Grae, Quelle Chris",Breakfast of Champions
2812,Texas,Alabama,Josh Ritter,"Oh Lord, Pt.3"
2813,Texas,Alabama,PRhyme,Era
2814,Texas,Alabama,Tony Christie,(Is This the Way To) Amarillo
2815,Texas,Alabama,L.A. Guns,Girl You Turn Me On
2816,Texas,Alabama,Saliva,Your Disease
2817,Texas,Alabama,Ian Hunter,Still Love Rock and Roll
2818,Texas,Alabama,Black Rob,Any Questions
2819,Texas,Alabama,B.G.,Hottest of the Hot
2820,Texas,Alabama,Damien Jurado,Texas to Ohio
2821,Texas,Alabama,Eagles of Death Metal,San Berdoo Sunburn
2822,Texas,Alabama,Tony Yayo,Ain't No Click
2823,Texas,Alabama,B.G.,My Life
2824,Texas,Alabama,Masta Ace,H.O.O.D.
2825,Texas,Alabama,Bowling for Soup,Almost
2826,Texas,Alabama,Shooter Jennings,Solid Country Gold
2827,Texas,Alabama,UFO,All Over You
2828,Texas,Alabama,Willie D,Is It Real (My Mind Still Playin' Tricks on Me)
2829,Texas,Alabama,Willie D,Play Witcha Mama
2830,Texas,Alabama,Concrete Blonde,Close to Home
2831,Texas,Alabama,The Groovie Ghoulies,Ghoulies Are Go!
2832,Texas,Alabama,Billy Squier,Rip This Joint
2833,Texas,Alabama,B.G.,Trill
2834,Texas,Alabama,Paul Wall,Sip-N-Get High
2835,Texas,Alabama,Pastor Troy,Southern Takeover
2836,Texas,Alabama,Black Stone Cherry,When the Weight Comes Down
2837,Texas,Alabama,Slim Thug,U Don't See Me
2838,Texas,Alabama,Paul Wall,"I'm Real, What Are You?"
2839,Texas,Alabama,Paul Wall,I Ain't Hard to Find
2840,Texas,Alabama,Paul Wall,Gimme That
2841,Texas,Alabama,Paul Wall,"I'm Real, What Are You?"
2842,Texas,Alabama,Paul Wall,I Ain't Hard to Find
2843,Texas,Alabama,DevilDriver,Not All Who Wander Are Lost
2844,Texas,Alabama,Shadow,Menage a Trois
2845,Texas,Alabama,Josh Gracin,Favorite State of Mind
2846,Texas,Alabama,Ryan Bingham,Southside of Heaven
2847,Texas,Alabama,Pimp C,Underground Thang
2848,Texas,Alabama,Pimp C,Underground Thang
2849,Texas,Alabama,Pimp C,Woodwheel
2850,Texas,Alabama,The Dandy Warhols,The Legend of the Last of the Outlaw Truckers aka the Ballad of Sherif Shor
2851,Texas,Alabama,Bowling for Soup,Almost
2852,Texas,Alabama,Jorma Kaukonen,Operator
2853,Texas,Alabama,Paul Wall,Top Drop
2854,Texas,Alabama,Ryan Bingham,Roadhouse Blues
2855,Texas,Alabama,The Dead Weather,60 Feet Tall
2856,Texas,Alabama,Bloodhound Gang,The Bad Touch
2857,Texas,Alabama,Paul Wall,Top Drop
2858,Texas,Alabama,Sage Francis,Little Houdini
2859,Texas,Alabama,Pimp C,Trill
2860,Texas,Alabama,Curren$y,Highed Up
2861,Texas,Alabama,Z-Ro,Gangsta
2862,Texas,Alabama,Slim Thug,Tha Thug Show
2863,Texas,Alabama,Rick Trevino,Separate Ways
2864,Texas,Alabama,Jim Lauderdale,Doin' It on My Own
2865,Texas,Alabama,Jack's Mannequin,Amelia Jean
2866,Texas,Alabama,Tom Morello,Blind Willie McTell
2867,Texas,Alabama,Bloodhound Gang,The Bad Touch
2868,Texas,Alabama,Pimp C,Welcome to the South
2869,Texas,Alabama,Chamillionaire,You Must Be Crazy
2870,Texas,Alabama,Bun B,Pimp Mode
2871,Texas,Alabama,Pocos Pero Locos,I Must Be High
2872,Texas,Alabama,Pastor Troy,Southern Takeover
2873,Texas,Alabama,Chamillionaire,The Sound of Revenge (Intro)
2874,Texas,Alabama,Scarface,Picture Perfect
2875,Texas,Alabama,Slightly Stoopid,Ska Diddy
2876,Texas,Alabama,Chamillionaire,Grind Time
2877,Texas,Alabama,Z-Ro,Rollin
2878,Texas,Alabama,Bun B,Dippin' & Swervin'
2879,Texas,Alabama,Big Pokey,Top Drop
2880,Texas,Alabama,G-Wiz,"Bitches, Dope, and Dollars"
2881,Texas,Alabama,Better Than Ezra,Dollar $ign
2882,Texas,Alabama,Joshua Radin,Old Friend
2883,Texas,Alabama,Berner,Home
2884,Texas,Alabama,Bloodhound Gang,The Bad Touch
2885,Texas,Alabama,Okkervil River,Frontman In Heaven
2886,Texas,Alabama,Cody Jinks,She's All Mine
2887,Texas,Alabama,Japandroids,North East South West
2888,Texas,Alabama,Son Volt,Reality Winner
2889,Texas,Alabama,RaeLynn,Praying for Rain
2890,Texas,Alabama,Jaden,Beautiful Disruption
2891,Texas,Alabama,The Wonder Years,The Orange Grove
2892,Texas,Alabama,Carlos y José,Los Dos Contrabandos
2893,Texas,Alabama,Pat Green,John Wayne and Jesus
2894,Texas,Alabama,Los Alegres de Terán,Los Dos Contrabandistas
2895,Texas,Alabama,Charlie Louvin,New Dreams and Sunshine
2896,Texas,Alabama,Nancy Sinatra,Elusive Dreams
2897,Texas,Alabama,Jack Greene,My Elusive Dreams
2898,Texas,Alabama,Lil' Boosie,Goin' Thru Some Thangs
2899,Texas,Alabama,Da Brat,Whoa!
2900,Texas,Alabama,Lil' Boosie,Thuggin'
2901,Texas,Alabama,Lil' Boosie,Thuggin'
2902,Texas,Alabama,Murs,To Protect and Entertain
2903,Texas,Alabama,Ray J,She Freaky
2904,Texas,Alabama,Ray J,She Freaky
2905,Texas,Alabama,Lil' Boosie,I Got That
2906,Texas,Alabama,Yo Gotti,OG Skywalker
2907,Texas,Alabama,I Love Makonnen,Rumor [Acoustic Remix]
2908,Texas,Alabama,Band of Horses,Casual Party
2909,Texas,Alabama,Murs,If This Should End
2910,Texas,Alabama,Rufus Wainwright,You Ain't Big
2911,Texas,Alabama,PnB Rock,Issues
2912,Texas,Alabama,Tee Grizzley,Heroes
2913,Texas,Alabama,Danny Brown,Kool Aid
2914,Texas,Alabama,MoneyBagg Yo,Black Feet
2915,Texas,Alabama,DJ Paul,Country Rich
2916,Texas,Alabama,Megan Thee Stallion,Fkn Around
2917,Texas,Alabama,David Olney,Lilly of the Valley
2918,Texas,Alabama,Better Than Ezra,Coyote
2919,Texas,Alabama,Old 97's,Por Favor
2920,Texas,Alabama,Silkk the Shocker,We Can Dance
2921,Texas,Alabama,Jack Ingram,One Light Town
2922,Texas,Alabama,Tha Dogg Pound,One By One
2923,Texas,Alabama,Sparkle,Turn Away
2924,Texas,Alabama,Unlinked Artist,You Can Sleep While I Drive
2925,Texas,Alabama,Lil' Keke,Bounce and Turn
2926,Texas,Alabama,Pimp C,Get Crunk
2927,Texas,Alabama,Of Montreal,On the Drive Home
2928,Texas,Alabama,Matraca Berg,Tall Drink of Water
2929,Texas,Alabama,Eightball & MJG,"Pimpz, Thugz, Hustlaz & Gangstaz [Featuring Eightball/MJG/Layzie Bone]"
2930,Texas,Alabama,Krayzie Bone,Thug Mentality
2931,Texas,Alabama,Pimp C,Get Crunk
2932,Texas,Alabama,Lil' Keke,When We Ride
2933,Texas,Alabama,DJ Screw,City of Syrup
2934,Texas,Alabama,Big Moe,Payin' Dues
2935,Texas,Alabama,Lil' Keke,Southside
2936,Texas,Alabama,Lil' Keke,It's Goin' Down
2937,Texas,Alabama,Shawn Mullins,Up All Night
2938,Texas,Alabama,Ty England,I Drove Her To Dallas
2939,Texas,Alabama,Ty England,I'd Rather Have Nothing
2940,Texas,Alabama,Cross Canadian Ragweed,Long Way Home
2941,Texas,Alabama,Kam,Wardance
2942,Texas,Alabama,KRS-One,Shutupayouface
2943,Texas,Alabama,The Dickies,It's Huge
2944,Texas,Alabama,"Daz Dillinger, Kurupt, Suge Knight Represents",Roll Wit' Us
2945,Texas,Alabama,Cross Canadian Ragweed,The President Song
2946,Texas,Alabama,Black Rob,Whoa!
2947,Texas,Alabama,Bloodhound Gang,The Bad Touch
2948,Texas,Alabama,Elephant Man,Bun It Down
2949,Texas,Alabama,South Park Mexican,I Must Be High
2950,Texas,Alabama,Joe Dassin,Louisiana
2951,Texas,Alabama,The Reverend Horton Heat,Suicide Doors
2952,Texas,Alabama,Jorma Kaukonen,Waiting for a Train
2953,Texas,Alabama,Lil' Keke,Birds Fly South
2954,Texas,Alabama,Bowling for Soup,Surf Colorado
2955,Texas,Alabama,Lil' Flip,Look at Me Now [Bonus Track]
2956,Texas,Alabama,Lil' Flip,U See It
2957,Texas,Alabama,Lil' Flip,Haters Still Mad
2958,Texas,Alabama,Bizzy Bone,We Ain't Scared
2959,Texas,Alabama,Bizzy Bone,R.I.P. Screw
2960,Texas,Alabama,Rodney Carrington,All the Reasons
2961,Texas,Alabama,Hal Ketchum,The Carpenter's Way
2962,Texas,Alabama,"Camp Lo, Aesop Rock",Limelighters
2963,Texas,Alabama,Nick Cannon,You
2964,Texas,Alabama,Lil' Flip,Throw Up Yo' Hood
2965,Texas,Alabama,BR5-49,No Friend of Mine
2966,Texas,Alabama,Jack Ingram,Living Beyond My Means
2967,Texas,Alabama,Lil' Flip,Y'all Don't Want It
2968,Texas,Alabama,Lil' Flip,Throw Up Yo' Hood
2969,Texas,Alabama,"Bun B, Lil' Flip, Mike Jones, Chamillionaire, Bigg Tyme",Platinum Stars
2970,Texas,Alabama,Del the Funky Homosapien,Town to Town
2971,Texas,Alabama,Chris LeDoux,Wyoming Girl
2972,Texas,Alabama,Rappin' 4-Tay,New Trump
2973,Texas,Alabama,Linda Davis,L.A. to the Moon
2974,Texas,Alabama,Super Cat,Ready Back
2975,Texas,Alabama,Faster Pussycat,Gonna Walk
2976,Texas,Alabama,Jude Cole,First Your Money (Then Your Clothes)
2977,Texas,Alabama,The Beatnuts,World's Famous
2978,Texas,Alabama,Body Count,Momma's Gotta Die Tonight
2979,Texas,Alabama,G.G. Allin,Shove That Warrant Up Your Ass
2980,Texas,Alabama,Bloodhound Gang,Shut Up
2981,Texas,Alabama,Jonny Lang,There's Gotta Be a Change
2982,Texas,Alabama,The Mothers of Invention,Inca Roads
2983,Texas,Alabama,Do or Die,Playa Like Me and You
2984,Texas,Alabama,Sadat X,Petty People
2985,Texas,Alabama,Killarmy,Blood for Blood
2986,Texas,Alabama,Silkk the Shocker,Just Be Straight With Me
2987,Texas,Alabama,Silkk the Shocker,We Can Dance
2988,Texas,Alabama,Do or Die,Can I
2989,Texas,Alabama,8Ball,My Homeboy's Girlfriend
2990,Texas,Alabama,Lari White,Woman of the World
2991,Texas,Alabama,Rodney Carrington,Dancing with a Man
2992,Texas,Alabama,Boy George,Evil Is So Civilised
2993,Texas,Alabama,Kevin Sharp,Scared Like That Again
2994,Texas,Alabama,69 Boyz,Sticky
2995,Texas,Alabama,Def Squad,Full Cooperation
2996,Texas,Alabama,Dilated Peoples,Rapid Transit
2997,Texas,Alabama,Jurassic 5,Red Hot
2998,Texas,Alabama,Lambchop,Cowboy on the Moon
2999,Texas,Alabama,Bowling for Soup,Why Don't I Miss You
3000,Texas,Alabama,Bowling for Soup,99 Biker Friends
3001,Texas,Alabama,A-G-2-A-KE,When We Ride
3002,Texas,Alabama,Eightball & MJG,Whatchu Gonna Do
3003,Texas,Alabama,Jurassic 5,Red Hot
3004,Texas,Alabama,Matthew Dear,Vine to Vine
3005,Texas,Alabama,Blind Melon,Cheetum Street
3006,Texas,Alabama,Chamillionaire,I Mean That There
3007,Texas,Alabama,The Trammps,Love Epidemic [Extended Version]
3008,Texas,Alabama,Paul Wall,Look at Me Now
3009,Texas,Alabama,"New Boyz, D&D",New Girl
3010,Texas,Alabama,Lil' Flip,Candycars
3011,Texas,Alabama,Lil' Flip,Boxers
3012,Texas,Alabama,Lil' Flip,On Point
