,Unnamed: 0,state,city,song,artist,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0, Utah,Manti,The Town that Raised Me,Mary Kaye,error,error,error,,,,,,,,,,,,,,,,,,,
1,1, Utah,Salt Lake City,Salt Lake City,The Beach Boys,spotify:track:50oyXlMbBYWhx6wzQL85yn,24,1965-07-05,,0.536,0.757,3.0,-6.217,1.0,0.0291,0.3,2.04e-05,0.211,0.962,136.64,audio_features,50oyXlMbBYWhx6wzQL85yn,spotify:track:50oyXlMbBYWhx6wzQL85yn,https://api.spotify.com/v1/tracks/50oyXlMbBYWhx6wzQL85yn,https://api.spotify.com/v1/audio-analysis/50oyXlMbBYWhx6wzQL85yn,122227.0,4.0
