,Unnamed: 0,state,city,song,artist,uris,popularity,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0, Kentucky,Louisville,Home Away from Home,Pokey LaFarge,spotify:track:46JSkbQ3UF2Le90y8j89RK,20,2013-06-04,0.749,0.268,0,-7.609,1,0.041,0.888,0.00455,0.129,0.421,122.182,audio_features,46JSkbQ3UF2Le90y8j89RK,spotify:track:46JSkbQ3UF2Le90y8j89RK,https://api.spotify.com/v1/tracks/46JSkbQ3UF2Le90y8j89RK,https://api.spotify.com/v1/audio-analysis/46JSkbQ3UF2Le90y8j89RK,259440,4
1,1, Kentucky,Louisville,Flora,"Peter, Paul and Mary",spotify:track:4gSFMbb5xSKaSh8msgk9xA,22,1963,0.525,0.195,0,-15.53,0,0.029,0.212,0.0,0.105,0.32,76.802,audio_features,4gSFMbb5xSKaSh8msgk9xA,spotify:track:4gSFMbb5xSKaSh8msgk9xA,https://api.spotify.com/v1/tracks/4gSFMbb5xSKaSh8msgk9xA,https://api.spotify.com/v1/audio-analysis/4gSFMbb5xSKaSh8msgk9xA,189667,4
2,2, Kentucky,Louisville,Louisville K-Y,Ella Fitzgerald,spotify:track:7hVrEiyWiC0Ws52VKWDRwq,9,2017-04-14,0.619,0.0741,10,-11.056,1,0.0433,0.868,7.64e-06,0.0954,0.385,90.336,audio_features,7hVrEiyWiC0Ws52VKWDRwq,spotify:track:7hVrEiyWiC0Ws52VKWDRwq,https://api.spotify.com/v1/tracks/7hVrEiyWiC0Ws52VKWDRwq,https://api.spotify.com/v1/audio-analysis/7hVrEiyWiC0Ws52VKWDRwq,188848,4
