,Unnamed: 0,state,city,song,artist,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0, Indiana,Gary,2300 Jackson Street  The Jacksons,,error,error,error,,,,,,,,,,,,,,,,,,,
1,1, Indiana,Gary,"Gary, Indiana",from The Music Man,spotify:track:78tkNWoW2o2mJbTPLofZ9y,0,2015-01-02,,0.627,0.118,8.0,-15.855,1.0,0.0387,0.624,0.786,0.0718,0.65,115.054,audio_features,78tkNWoW2o2mJbTPLofZ9y,spotify:track:78tkNWoW2o2mJbTPLofZ9y,https://api.spotify.com/v1/tracks/78tkNWoW2o2mJbTPLofZ9y,https://api.spotify.com/v1/audio-analysis/78tkNWoW2o2mJbTPLofZ9y,92240.0,3.0
2,2, Indiana,Indianapolis,Indianapolis,Menudo,spotify:track:4pRlsUjy1UnGl0ggBb87jq,10,1998-07-28,,0.473,0.691,0.0,-6.598,1.0,0.0331,0.0216,0.000342,0.424,0.706,176.497,audio_features,4pRlsUjy1UnGl0ggBb87jq,spotify:track:4pRlsUjy1UnGl0ggBb87jq,https://api.spotify.com/v1/tracks/4pRlsUjy1UnGl0ggBb87jq,https://api.spotify.com/v1/audio-analysis/4pRlsUjy1UnGl0ggBb87jq,213560.0,4.0
3,3, Indiana,Indianapolis,Mary Jane's Last Dance,Tom Petty,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,73,2008-05-20,,0.464,0.655,7.0,-9.058,0.0,0.0608,0.0272,1.34e-06,0.328,0.531,169.515,audio_features,3dmqIB2Qxe2XZobw9gXxJ6,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,https://api.spotify.com/v1/tracks/3dmqIB2Qxe2XZobw9gXxJ6,https://api.spotify.com/v1/audio-analysis/3dmqIB2Qxe2XZobw9gXxJ6,273600.0,4.0
4,4, Indiana,Muncie,I Wanna Talk About Me,To Keith,spotify:track:59eq80wpFVDUhJfz2FvWfY,38,2004-01-01,,0.762,0.858,5.0,-6.102,1.0,0.05,0.138,0.0,0.131,0.676,106.059,audio_features,59eq80wpFVDUhJfz2FvWfY,spotify:track:59eq80wpFVDUhJfz2FvWfY,https://api.spotify.com/v1/tracks/59eq80wpFVDUhJfz2FvWfY,https://api.spotify.com/v1/audio-analysis/59eq80wpFVDUhJfz2FvWfY,183360.0,4.0
