,Unnamed: 0,state,city,song,artist,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
12,12, Massachusetts,Boston,Blue Thunder,Galaxie 500,spotify:track:0DXsPlfQtOQBFbL0wAaOn6,43,1989-09-01,,0.33,0.566,7.0,-8.587,1.0,0.0251,0.32,0.681,0.119,0.273,93.157,audio_features,0DXsPlfQtOQBFbL0wAaOn6,spotify:track:0DXsPlfQtOQBFbL0wAaOn6,https://api.spotify.com/v1/tracks/0DXsPlfQtOQBFbL0wAaOn6,https://api.spotify.com/v1/audio-analysis/0DXsPlfQtOQBFbL0wAaOn6,229813.0,4.0
13,13, Massachusetts,Boston,Billy Ruane,Varsity Drag (Ben Deily),spotify:track:2AjpzcmlE0UbRvbH0vHhjw,1,2006-05-22,,0.366,0.726,9.0,-7.718,1.0,0.0322,0.0711,0.000155,0.0962,0.745,81.498,audio_features,2AjpzcmlE0UbRvbH0vHhjw,spotify:track:2AjpzcmlE0UbRvbH0vHhjw,https://api.spotify.com/v1/tracks/2AjpzcmlE0UbRvbH0vHhjw,https://api.spotify.com/v1/audio-analysis/2AjpzcmlE0UbRvbH0vHhjw,195667.0,4.0
14,14, Massachusetts,Boston,Boston,Augustana,spotify:track:2WZyfujzMweFLnozyUJBkW,65,2005,,0.404,0.571,0.0,-5.069,1.0,0.0303,0.182,2.08e-05,0.129,0.29,147.01,audio_features,2WZyfujzMweFLnozyUJBkW,spotify:track:2WZyfujzMweFLnozyUJBkW,https://api.spotify.com/v1/tracks/2WZyfujzMweFLnozyUJBkW,https://api.spotify.com/v1/audio-analysis/2WZyfujzMweFLnozyUJBkW,245933.0,4.0
15,15, Massachusetts,Boston,Boston,Ed OG,spotify:track:215zB0CsvAcVNF9d44yyyd,26,2018-10-05,,0.688,0.816,11.0,-4.896,0.0,0.0718,0.0716,0.862,0.0729,0.565,92.965,audio_features,215zB0CsvAcVNF9d44yyyd,spotify:track:215zB0CsvAcVNF9d44yyyd,https://api.spotify.com/v1/tracks/215zB0CsvAcVNF9d44yyyd,https://api.spotify.com/v1/audio-analysis/215zB0CsvAcVNF9d44yyyd,196440.0,4.0
16,16, Massachusetts,Boston,Boston,The Byrds,spotify:track:2eWDuIWvQ5Rzox2noAb3Jj,8,1969-08-29,,0.372,0.683,9.0,-11.358,1.0,0.0347,0.343,0.0,0.24,0.669,161.22,audio_features,2eWDuIWvQ5Rzox2noAb3Jj,spotify:track:2eWDuIWvQ5Rzox2noAb3Jj,https://api.spotify.com/v1/tracks/2eWDuIWvQ5Rzox2noAb3Jj,https://api.spotify.com/v1/audio-analysis/2eWDuIWvQ5Rzox2noAb3Jj,124178.0,4.0
17,17, Massachusetts,Boston,Boston,The Dresden Dolls,spotify:track:1CvrmNmwld3gbWHmeeUDXt,17,2008-01-01,,0.422,0.168,7.0,-9.6,1.0,0.033,0.696,0.0116,0.105,0.0605,81.018,audio_features,1CvrmNmwld3gbWHmeeUDXt,spotify:track:1CvrmNmwld3gbWHmeeUDXt,https://api.spotify.com/v1/tracks/1CvrmNmwld3gbWHmeeUDXt,https://api.spotify.com/v1/audio-analysis/1CvrmNmwld3gbWHmeeUDXt,440120.0,4.0
18,18, Massachusetts,Boston,Boston,emmet swimming,spotify:track:5NQZHB0o62wieKjMh4rHhF,9,1996-06-25,,0.478,0.925,7.0,-7.247,1.0,0.0784,0.00177,0.0523,0.278,0.611,118.264,audio_features,5NQZHB0o62wieKjMh4rHhF,spotify:track:5NQZHB0o62wieKjMh4rHhF,https://api.spotify.com/v1/tracks/5NQZHB0o62wieKjMh4rHhF,https://api.spotify.com/v1/audio-analysis/5NQZHB0o62wieKjMh4rHhF,159520.0,4.0
19,19, Massachusetts,Boston,Boston,Horror Show,spotify:track:6Z2djyoBki7QAXO4g2XMoq,3,2010-08-17,,0.288,0.932,7.0,-3.946,1.0,0.0676,0.000129,2.7e-05,0.336,0.741,107.214,audio_features,6Z2djyoBki7QAXO4g2XMoq,spotify:track:6Z2djyoBki7QAXO4g2XMoq,https://api.spotify.com/v1/tracks/6Z2djyoBki7QAXO4g2XMoq,https://api.spotify.com/v1/audio-analysis/6Z2djyoBki7QAXO4g2XMoq,64973.0,4.0
20,20, Massachusetts,Boston,Boston,Kenny Chesney,spotify:track:1hoE8b6uifBRZcWJPnlCSU,50,2005-01-25,,0.673,0.54,7.0,-10.972,1.0,0.0455,0.738,9.85e-06,0.0903,0.629,165.831,audio_features,1hoE8b6uifBRZcWJPnlCSU,spotify:track:1hoE8b6uifBRZcWJPnlCSU,https://api.spotify.com/v1/tracks/1hoE8b6uifBRZcWJPnlCSU,https://api.spotify.com/v1/audio-analysis/1hoE8b6uifBRZcWJPnlCSU,256360.0,4.0
21,21, Massachusetts,Boston,Boston,Paulson,error,error,error,,,,,,,,,,,,,,,,,,,
22,22, Massachusetts,Boston,Boston,The Party of Helicopters,spotify:track:0KND5Rfa9IglBPlg97lCHh,1,2003-04-08,,0.195,0.939,7.0,-5.116,1.0,0.097,0.0348,0.00179,0.602,0.2,90.369,audio_features,0KND5Rfa9IglBPlg97lCHh,spotify:track:0KND5Rfa9IglBPlg97lCHh,https://api.spotify.com/v1/tracks/0KND5Rfa9IglBPlg97lCHh,https://api.spotify.com/v1/audio-analysis/0KND5Rfa9IglBPlg97lCHh,174600.0,3.0
23,23, Massachusetts,Boston,Boston,Patty Griffin,spotify:track:1mTZldOlNdW5RdsdWLKST5,10,2012-01-01,,0.405,0.936,8.0,-5.66,0.0,0.0376,0.0137,0.0,0.129,0.497,138.602,audio_features,1mTZldOlNdW5RdsdWLKST5,spotify:track:1mTZldOlNdW5RdsdWLKST5,https://api.spotify.com/v1/tracks/1mTZldOlNdW5RdsdWLKST5,https://api.spotify.com/v1/audio-analysis/1mTZldOlNdW5RdsdWLKST5,240987.0,4.0
24,24, Massachusetts,Boston,Boston (Ladies of Cambridge),Vampire Weekend,error,error,error,,,,,,,,,,,,,,,,,,,
25,25, Massachusetts,Boston,Boston (My Hometown),"Freddy ""Boom Boom"" Cannon",error,error,error,,,,,,,,,,,,,,,,,,,
26,26, Massachusetts,Boston,Boston and St. John's,Great Big Sea,spotify:track:3KFum0tt0F7mo6SGFhWeO8,25,1999,,0.473,0.456,2.0,-9.764,1.0,0.0255,0.572,0.0,0.0975,0.388,87.891,audio_features,3KFum0tt0F7mo6SGFhWeO8,spotify:track:3KFum0tt0F7mo6SGFhWeO8,https://api.spotify.com/v1/tracks/3KFum0tt0F7mo6SGFhWeO8,https://api.spotify.com/v1/audio-analysis/3KFum0tt0F7mo6SGFhWeO8,227293.0,4.0
27,27, Massachusetts,Boston,Boston Asphalt,the Dropkick Murphys,spotify:track:6ykK8QP2HEoz2R2Dz6NqB1,21,1999-03-09,,0.271,0.959,5.0,-4.631,0.0,0.128,0.000131,0.0,0.349,0.553,159.199,audio_features,6ykK8QP2HEoz2R2Dz6NqB1,spotify:track:6ykK8QP2HEoz2R2Dz6NqB1,https://api.spotify.com/v1/tracks/6ykK8QP2HEoz2R2Dz6NqB1,https://api.spotify.com/v1/audio-analysis/6ykK8QP2HEoz2R2Dz6NqB1,99600.0,4.0
28,28, Massachusetts,Boston,Boston Babies,G.B.H.,error,error,error,,,,,,,,,,,,,,,,,,,
29,29, Massachusetts,Boston,Boston Babies,Slaughter & The Dogs,spotify:track:3I4EzWpzaiqBuCJ4TDgEB2,14,2003,,0.189,0.954,9.0,-4.446,0.0,0.0993,6.17e-06,0.0888,0.944,0.231,164.301,audio_features,3I4EzWpzaiqBuCJ4TDgEB2,spotify:track:3I4EzWpzaiqBuCJ4TDgEB2,https://api.spotify.com/v1/tracks/3I4EzWpzaiqBuCJ4TDgEB2,https://api.spotify.com/v1/audio-analysis/3I4EzWpzaiqBuCJ4TDgEB2,217427.0,4.0
30,30, Massachusetts,Boston,Boston Band,Jim's Big Ego,spotify:track:33wIDXwr9MEczWR3Z5n8VW,5,2000,,0.421,0.691,9.0,-7.776,1.0,0.0363,0.0027,5.99e-06,0.253,0.353,95.289,audio_features,33wIDXwr9MEczWR3Z5n8VW,spotify:track:33wIDXwr9MEczWR3Z5n8VW,https://api.spotify.com/v1/tracks/33wIDXwr9MEczWR3Z5n8VW,https://api.spotify.com/v1/audio-analysis/33wIDXwr9MEczWR3Z5n8VW,223493.0,4.0
31,31, Massachusetts,Boston,Boston Belongs To Me,Death Before Dishonor,spotify:track:0b8R0syfGvSrsqZsWgirDP,12,2007-01-01,,0.475,0.975,11.0,-2.003,1.0,0.0497,0.000742,0.0,0.189,0.944,96.509,audio_features,0b8R0syfGvSrsqZsWgirDP,spotify:track:0b8R0syfGvSrsqZsWgirDP,https://api.spotify.com/v1/tracks/0b8R0syfGvSrsqZsWgirDP,https://api.spotify.com/v1/audio-analysis/0b8R0syfGvSrsqZsWgirDP,151667.0,4.0
32,32, Massachusetts,Boston,The Boston Beguine,Sheldon Harnick,error,error,error,,,,,,,,,,,,,,,,,,,
33,33, Massachusetts,Boston,Boston Bound,The Kings of Nuthin',spotify:track:2jnT16sM6Jg0itY1Yxcfef,14,1999,,0.575,0.928,2.0,-5.526,1.0,0.04,0.36,0.000249,0.346,0.962,115.043,audio_features,2jnT16sM6Jg0itY1Yxcfef,spotify:track:2jnT16sM6Jg0itY1Yxcfef,https://api.spotify.com/v1/tracks/2jnT16sM6Jg0itY1Yxcfef,https://api.spotify.com/v1/audio-analysis/2jnT16sM6Jg0itY1Yxcfef,154867.0,4.0
34,34, Massachusetts,Boston,Boston Girl,Didn't Planet,spotify:track:5BCCDDa9LaagwoWOtZxPNM,1,2013-06-25,,0.527,0.947,7.0,-3.783,1.0,0.0599,0.000251,0.0,0.0459,0.553,142.0,audio_features,5BCCDDa9LaagwoWOtZxPNM,spotify:track:5BCCDDa9LaagwoWOtZxPNM,https://api.spotify.com/v1/tracks/5BCCDDa9LaagwoWOtZxPNM,https://api.spotify.com/v1/audio-analysis/5BCCDDa9LaagwoWOtZxPNM,350107.0,4.0
35,35, Massachusetts,Boston,Boston Jail,Porter Wagoner,spotify:track:3nm6Jux9vSukEWJHFbB0Pp,4,1967-07-24,,0.685,0.401,9.0,-14.026,1.0,0.0354,0.729,0.0,0.181,0.696,97.921,audio_features,3nm6Jux9vSukEWJHFbB0Pp,spotify:track:3nm6Jux9vSukEWJHFbB0Pp,https://api.spotify.com/v1/tracks/3nm6Jux9vSukEWJHFbB0Pp,https://api.spotify.com/v1/audio-analysis/3nm6Jux9vSukEWJHFbB0Pp,132373.0,4.0
36,36, Massachusetts,Boston,A Boston Peace,Say Anything,spotify:track:2phvDSTJH3yCGlzjZVyRFZ,16,2013-01-22,,0.42,0.845,3.0,-2.05,1.0,0.183,0.11,0.0,0.0928,0.66,145.427,audio_features,2phvDSTJH3yCGlzjZVyRFZ,spotify:track:2phvDSTJH3yCGlzjZVyRFZ,https://api.spotify.com/v1/tracks/2phvDSTJH3yCGlzjZVyRFZ,https://api.spotify.com/v1/audio-analysis/2phvDSTJH3yCGlzjZVyRFZ,197853.0,4.0
37,37, Massachusetts,Boston,Boston Rag,Steely Dan,spotify:track:1wxA50yfhX9S7mI1MfqFcY,42,1973-01-01,,0.551,0.514,9.0,-11.737,0.0,0.0295,0.0285,5.58e-05,0.0419,0.645,76.347,audio_features,1wxA50yfhX9S7mI1MfqFcY,spotify:track:1wxA50yfhX9S7mI1MfqFcY,https://api.spotify.com/v1/tracks/1wxA50yfhX9S7mI1MfqFcY,https://api.spotify.com/v1/audio-analysis/1wxA50yfhX9S7mI1MfqFcY,340000.0,4.0
38,38, Massachusetts,Boston,Boston Rose,Liam Reilly,spotify:track:0J2lF20WsWG4UKCgqzux3k,5,2016-01-01,,0.536,0.464,7.0,-10.933,1.0,0.0267,0.309,0.0,0.0914,0.644,135.937,audio_features,0J2lF20WsWG4UKCgqzux3k,spotify:track:0J2lF20WsWG4UKCgqzux3k,https://api.spotify.com/v1/tracks/0J2lF20WsWG4UKCgqzux3k,https://api.spotify.com/v1/audio-analysis/0J2lF20WsWG4UKCgqzux3k,326293.0,4.0
39,39, Massachusetts,Boston,Boston Strong,Jeffrey Nottonson,error,error,error,,,,,,,,,,,,,,,,,,,
40,40, Massachusetts,Boston,Boston Subway,The Pubcrawlers,spotify:track:0WpP3itndWcKtwHQ5ZQUTu,0,2020-06-09,,0.371,0.205,1.0,-19.111,1.0,0.0395,0.631,0.565,0.0387,0.114,90.006,audio_features,0WpP3itndWcKtwHQ5ZQUTu,spotify:track:0WpP3itndWcKtwHQ5ZQUTu,https://api.spotify.com/v1/tracks/0WpP3itndWcKtwHQ5ZQUTu,https://api.spotify.com/v1/audio-analysis/0WpP3itndWcKtwHQ5ZQUTu,323500.0,4.0
41,41, Massachusetts,Boston,Boston Tea Party,"Alex Harvey (and, more recently,  Fish)",spotify:track:1h5EE8uDaf9pMrJRtQq0Sw,32,2018-03-09,,0.433,0.576,2.0,-11.767,1.0,0.0404,0.361,0.181,0.466,0.402,86.034,audio_features,1h5EE8uDaf9pMrJRtQq0Sw,spotify:track:1h5EE8uDaf9pMrJRtQq0Sw,https://api.spotify.com/v1/tracks/1h5EE8uDaf9pMrJRtQq0Sw,https://api.spotify.com/v1/audio-analysis/1h5EE8uDaf9pMrJRtQq0Sw,276395.0,4.0
42,42, Massachusetts,Boston,The Boston Tea Party,"Jimmy Dorsey,(Decca, DLA456A)",spotify:track:1rfud8YCNiqBu61bwAZQs7,2,2017-09-10,,0.643,0.391,8.0,-9.188,1.0,0.0365,0.99,0.402,0.265,0.71,163.895,audio_features,1rfud8YCNiqBu61bwAZQs7,spotify:track:1rfud8YCNiqBu61bwAZQs7,https://api.spotify.com/v1/tracks/1rfud8YCNiqBu61bwAZQs7,https://api.spotify.com/v1/audio-analysis/1rfud8YCNiqBu61bwAZQs7,187500.0,4.0
43,43, Massachusetts,Boston,Boston United,The Unseen,spotify:track:07jYkiQcdgqMbTKxg9TCgY,2,2009-01-27,,0.35,0.912,0.0,-4.503,1.0,0.0834,0.00218,1.13e-05,0.294,0.892,76.171,audio_features,07jYkiQcdgqMbTKxg9TCgY,spotify:track:07jYkiQcdgqMbTKxg9TCgY,https://api.spotify.com/v1/tracks/07jYkiQcdgqMbTKxg9TCgY,https://api.spotify.com/v1/audio-analysis/07jYkiQcdgqMbTKxg9TCgY,72027.0,4.0
44,44, Massachusetts,Boston,"Boston, USA",The Ducky Boys,spotify:track:2ojCJvf3zabfhidqcfCUfl,11,2004-11-16,,0.366,0.993,1.0,-1.983,1.0,0.0747,9.82e-05,1.28e-06,0.531,0.825,150.374,audio_features,2ojCJvf3zabfhidqcfCUfl,spotify:track:2ojCJvf3zabfhidqcfCUfl,https://api.spotify.com/v1/tracks/2ojCJvf3zabfhidqcfCUfl,https://api.spotify.com/v1/audio-analysis/2ojCJvf3zabfhidqcfCUfl,96667.0,4.0
45,45, Massachusetts,Boston,Bostons,Have Heart,spotify:track:4oMtIA1GF7rkPmq73yyHCB,32,2008-07-08,,0.355,0.914,4.0,-4.564,1.0,0.0436,0.0143,0.0,0.306,0.379,93.317,audio_features,4oMtIA1GF7rkPmq73yyHCB,spotify:track:4oMtIA1GF7rkPmq73yyHCB,https://api.spotify.com/v1/tracks/4oMtIA1GF7rkPmq73yyHCB,https://api.spotify.com/v1/audio-analysis/4oMtIA1GF7rkPmq73yyHCB,168693.0,4.0
46,46, Massachusetts,Boston,"Bridges, Squares",Ted Leo and the Pharmacists,spotify:track:0koqNHpj3rEXWQHj4Hd7We,14,2003,,0.333,0.925,0.0,-4.861,1.0,0.0843,0.00117,1.93e-05,0.359,0.729,156.171,audio_features,0koqNHpj3rEXWQHj4Hd7We,spotify:track:0koqNHpj3rEXWQHj4Hd7We,https://api.spotify.com/v1/tracks/0koqNHpj3rEXWQHj4Hd7We,https://api.spotify.com/v1/audio-analysis/0koqNHpj3rEXWQHj4Hd7We,286947.0,4.0
47,47, Massachusetts,Boston,Brighton Memories,The Allstonians,spotify:track:4jDsJATrFmOQeDm1TtuvGD,2,1996-01-01,,0.754,0.477,9.0,-14.972,0.0,0.0341,0.0158,0.000304,0.0656,0.92,140.45,audio_features,4jDsJATrFmOQeDm1TtuvGD,spotify:track:4jDsJATrFmOQeDm1TtuvGD,https://api.spotify.com/v1/tracks/4jDsJATrFmOQeDm1TtuvGD,https://api.spotify.com/v1/audio-analysis/4jDsJATrFmOQeDm1TtuvGD,203840.0,4.0
48,48, Massachusetts,Boston,Bunker Hill,Michael Penn,spotify:track:0byQDoBigdlGZLZsUszZMv,7,1992,,0.471,0.535,10.0,-10.007,1.0,0.0302,0.089,1.82e-06,0.149,0.694,177.23,audio_features,0byQDoBigdlGZLZsUszZMv,spotify:track:0byQDoBigdlGZLZsUszZMv,https://api.spotify.com/v1/tracks/0byQDoBigdlGZLZsUszZMv,https://api.spotify.com/v1/audio-analysis/0byQDoBigdlGZLZsUszZMv,279293.0,4.0
49,49, Massachusetts,Boston,Carl Yastrzemski,Jess Cain,error,error,error,,,,,,,,,,,,,,,,,,,
50,50, Massachusetts,Boston,The Chosen Few,the Dropkick Murphys,spotify:track:0MODoGQUSN5726wPnSEDuA,21,2003-07-01,,0.875,0.569,4.0,-6.535,0.0,0.242,0.0788,0.49,0.0705,0.456,95.321,audio_features,0MODoGQUSN5726wPnSEDuA,spotify:track:0MODoGQUSN5726wPnSEDuA,https://api.spotify.com/v1/tracks/0MODoGQUSN5726wPnSEDuA,https://api.spotify.com/v1/audio-analysis/0MODoGQUSN5726wPnSEDuA,216827.0,4.0
51,51, Massachusetts,Boston,Christmas Time,the Dogmatics (takes place in Kenmore Square),spotify:track:2345kZ5rt8eHjO8CFpx3Yi,37,1963,,0.343,0.339,0.0,-9.282,1.0,0.0283,0.867,3.75e-06,0.109,0.404,103.504,audio_features,2345kZ5rt8eHjO8CFpx3Yi,spotify:track:2345kZ5rt8eHjO8CFpx3Yi,https://api.spotify.com/v1/tracks/2345kZ5rt8eHjO8CFpx3Yi,https://api.spotify.com/v1/audio-analysis/2345kZ5rt8eHjO8CFpx3Yi,127333.0,3.0
52,52, Massachusetts,Boston,Crutch,Buffalo Tom,spotify:track:1O3eyYPk7zIRn5kxRvBzoy,11,1992,,0.23,0.592,0.0,-11.082,1.0,0.0367,0.000142,0.00502,0.0685,0.479,107.307,audio_features,1O3eyYPk7zIRn5kxRvBzoy,spotify:track:1O3eyYPk7zIRn5kxRvBzoy,https://api.spotify.com/v1/tracks/1O3eyYPk7zIRn5kxRvBzoy,https://api.spotify.com/v1/audio-analysis/1O3eyYPk7zIRn5kxRvBzoy,244627.0,3.0
53,53, Massachusetts,Boston,The Devil Came Up To Boston,Adam Ezra Group,spotify:track:4K46Otot4wpWs1cqZZUpg8,20,2019-08-24,,0.426,0.852,2.0,-8.058,1.0,0.236,0.0135,1.27e-05,0.682,0.653,151.733,audio_features,4K46Otot4wpWs1cqZZUpg8,spotify:track:4K46Otot4wpWs1cqZZUpg8,https://api.spotify.com/v1/tracks/4K46Otot4wpWs1cqZZUpg8,https://api.spotify.com/v1/audio-analysis/4K46Otot4wpWs1cqZZUpg8,223251.0,4.0
54,54, Massachusetts,Boston,Devils in Boston,Samantha Crain,spotify:track:41ZDITHFTyhWg7JCq3gz2B,6,2009-04-28,,0.369,0.585,7.0,-5.184,0.0,0.0324,0.491,1.24e-05,0.0793,0.452,186.147,audio_features,41ZDITHFTyhWg7JCq3gz2B,spotify:track:41ZDITHFTyhWg7JCq3gz2B,https://api.spotify.com/v1/tracks/41ZDITHFTyhWg7JCq3gz2B,https://api.spotify.com/v1/audio-analysis/41ZDITHFTyhWg7JCq3gz2B,246920.0,4.0
55,55, Massachusetts,Boston,Dirty Water,The Standells,spotify:track:3NINDFPIYnyT26cWWRomOQ,49,1966-05-01,,0.62,0.781,9.0,-5.938,1.0,0.0379,0.181,0.0,0.187,0.864,144.707,audio_features,3NINDFPIYnyT26cWWRomOQ,spotify:track:3NINDFPIYnyT26cWWRomOQ,https://api.spotify.com/v1/tracks/3NINDFPIYnyT26cWWRomOQ,https://api.spotify.com/v1/audio-analysis/3NINDFPIYnyT26cWWRomOQ,167253.0,4.0
56,56, Massachusetts,Boston,Down Around Here,Big D and the Kids Table,spotify:track:2umSpA8kV3ibD9e9CdLU4i,14,2009-07-07,,0.687,0.933,7.0,-5.405,1.0,0.141,0.0989,0.0,0.413,0.849,150.07,audio_features,2umSpA8kV3ibD9e9CdLU4i,spotify:track:2umSpA8kV3ibD9e9CdLU4i,https://api.spotify.com/v1/tracks/2umSpA8kV3ibD9e9CdLU4i,https://api.spotify.com/v1/audio-analysis/2umSpA8kV3ibD9e9CdLU4i,231747.0,4.0
57,57, Massachusetts,Boston,Drivin' in Boston is Drivin' Me to Drink,Howie Newman,spotify:track:5Sf8t7J9eOHs74HmpkTFbs,0,2006-06-08,,0.459,0.533,7.0,-9.126,1.0,0.305,0.581,0.0,0.0794,0.394,201.286,audio_features,5Sf8t7J9eOHs74HmpkTFbs,spotify:track:5Sf8t7J9eOHs74HmpkTFbs,https://api.spotify.com/v1/tracks/5Sf8t7J9eOHs74HmpkTFbs,https://api.spotify.com/v1/audio-analysis/5Sf8t7J9eOHs74HmpkTFbs,204040.0,4.0
58,58, Massachusetts,Boston,The End of Radio,Shellac,spotify:track:3h2FfzDrj3aJNEPnUnVo19,21,2007-06-05,,0.552,0.143,9.0,-17.977,1.0,0.277,0.127,0.000662,0.0857,0.373,143.428,audio_features,3h2FfzDrj3aJNEPnUnVo19,spotify:track:3h2FfzDrj3aJNEPnUnVo19,https://api.spotify.com/v1/tracks/3h2FfzDrj3aJNEPnUnVo19,https://api.spotify.com/v1/audio-analysis/3h2FfzDrj3aJNEPnUnVo19,506489.0,3.0
59,59, Massachusetts,Boston,Etoh,The Avalanches,spotify:track:7mZ6HkP9xEh1c63qPMdCUt,34,2000-01-01,,0.667,0.839,11.0,-7.908,0.0,0.131,0.255,0.000374,0.273,0.298,95.516,audio_features,7mZ6HkP9xEh1c63qPMdCUt,spotify:track:7mZ6HkP9xEh1c63qPMdCUt,https://api.spotify.com/v1/tracks/7mZ6HkP9xEh1c63qPMdCUt,https://api.spotify.com/v1/audio-analysis/7mZ6HkP9xEh1c63qPMdCUt,302947.0,4.0
60,60, Massachusetts,Boston,Fairmount Hill,the Dropkick Murphys,spotify:track:5G8Pf3Pd91r8eYT3b76Cwy,21,2007-09-18,,0.304,0.696,9.0,-3.976,1.0,0.0347,0.00387,0.0,0.118,0.35,160.023,audio_features,5G8Pf3Pd91r8eYT3b76Cwy,spotify:track:5G8Pf3Pd91r8eYT3b76Cwy,https://api.spotify.com/v1/tracks/5G8Pf3Pd91r8eYT3b76Cwy,https://api.spotify.com/v1/audio-analysis/5G8Pf3Pd91r8eYT3b76Cwy,238400.0,3.0
61,61, Massachusetts,Boston,The Fenway,Jonathan Richman (Jonathan Richman and the Modern Lovers),spotify:track:4lSjkZqO5iclNEaqZAcdDo,11,2020-04-03,,0.366,0.374,7.0,-20.481,1.0,0.0407,0.367,0.621,0.134,0.568,167.39,audio_features,4lSjkZqO5iclNEaqZAcdDo,spotify:track:4lSjkZqO5iclNEaqZAcdDo,https://api.spotify.com/v1/tracks/4lSjkZqO5iclNEaqZAcdDo,https://api.spotify.com/v1/audio-analysis/4lSjkZqO5iclNEaqZAcdDo,393138.0,4.0
62,62, Massachusetts,Boston,Fly Into the Mystery,Jonathan Richman (The Modern Lovers),spotify:track:1QbvNHQhNl1HYsy1y7iBiY,16,1977-01-01,,0.56,0.161,2.0,-13.445,1.0,0.0379,0.562,0.0,0.351,0.204,132.577,audio_features,1QbvNHQhNl1HYsy1y7iBiY,spotify:track:1QbvNHQhNl1HYsy1y7iBiY,https://api.spotify.com/v1/tracks/1QbvNHQhNl1HYsy1y7iBiY,https://api.spotify.com/v1/audio-analysis/1QbvNHQhNl1HYsy1y7iBiY,197347.0,4.0
63,63, Massachusetts,Boston,For Boston,"originally  T.J. Hurley (and, more recently,  the Dropkick Murphys)",spotify:track:5qFK6YtPJGVfKVx3op8w2Y,0,2014-01-03,,0.588,0.564,5.0,-9.803,1.0,0.0343,0.000966,0.675,0.0883,0.385,119.994,audio_features,5qFK6YtPJGVfKVx3op8w2Y,spotify:track:5qFK6YtPJGVfKVx3op8w2Y,https://api.spotify.com/v1/tracks/5qFK6YtPJGVfKVx3op8w2Y,https://api.spotify.com/v1/audio-analysis/5qFK6YtPJGVfKVx3op8w2Y,473641.0,4.0
64,64, Massachusetts,Boston,For Boston,The Hold Steady,spotify:track:2Kr8BCP1qftHjTYGdPRt5e,15,2016-12-09,,0.452,0.928,4.0,-3.246,1.0,0.0426,0.06,0.0068,0.313,0.686,132.13,audio_features,2Kr8BCP1qftHjTYGdPRt5e,spotify:track:2Kr8BCP1qftHjTYGdPRt5e,https://api.spotify.com/v1/tracks/2Kr8BCP1qftHjTYGdPRt5e,https://api.spotify.com/v1/audio-analysis/2Kr8BCP1qftHjTYGdPRt5e,189973.0,4.0
65,65, Massachusetts,Boston,Girlfriend,Jonathan Richman (The Modern Lovers),spotify:track:1I3qP84bWnMFrNsN6eruAm,14,2003-11-12,,0.617,0.393,7.0,-8.615,1.0,0.0325,0.471,0.00052,0.112,0.19,84.984,audio_features,1I3qP84bWnMFrNsN6eruAm,spotify:track:1I3qP84bWnMFrNsN6eruAm,https://api.spotify.com/v1/tracks/1I3qP84bWnMFrNsN6eruAm,https://api.spotify.com/v1/audio-analysis/1I3qP84bWnMFrNsN6eruAm,263547.0,4.0
66,66, Massachusetts,Boston,Going Out in Style,the Dropkick Murphys,spotify:track:1pxQq6eupY7iEkGYjNvzWz,34,2011-03-01,,0.375,0.997,7.0,-3.12,1.0,0.129,4.39e-05,0.000541,0.84,0.611,164.028,audio_features,1pxQq6eupY7iEkGYjNvzWz,spotify:track:1pxQq6eupY7iEkGYjNvzWz,https://api.spotify.com/v1/tracks/1pxQq6eupY7iEkGYjNvzWz,https://api.spotify.com/v1/audio-analysis/1pxQq6eupY7iEkGYjNvzWz,219240.0,4.0
67,67, Massachusetts,Boston,Government Center,Jonathan Richman (The Modern Lovers),spotify:track:0BcV4v4CPtQ9JQSuboigyT,0,2001-01-01,,0.583,0.65,9.0,-7.088,1.0,0.17,0.373,0.0,0.157,0.949,139.112,audio_features,0BcV4v4CPtQ9JQSuboigyT,spotify:track:0BcV4v4CPtQ9JQSuboigyT,https://api.spotify.com/v1/tracks/0BcV4v4CPtQ9JQSuboigyT,https://api.spotify.com/v1/audio-analysis/0BcV4v4CPtQ9JQSuboigyT,135427.0,4.0
68,68, Massachusetts,Boston,Homecoming King,Guster,spotify:track:6fuYiaCuB0UlztYrAOiZom,29,2003-06-17,,0.558,0.753,0.0,-6.263,1.0,0.0337,0.000264,0.0,0.121,0.53,130.52,audio_features,6fuYiaCuB0UlztYrAOiZom,spotify:track:6fuYiaCuB0UlztYrAOiZom,https://api.spotify.com/v1/tracks/6fuYiaCuB0UlztYrAOiZom,https://api.spotify.com/v1/audio-analysis/6fuYiaCuB0UlztYrAOiZom,217573.0,4.0
69,70, Massachusetts,Boston,I Want My City Back,The Mighty Mighty Bosstones,spotify:track:1ntyHFz1Jw7hNLXzCZPizG,25,2002-07-02,,0.282,0.97,0.0,-3.995,1.0,0.109,0.0319,0.0,0.357,0.334,177.552,audio_features,1ntyHFz1Jw7hNLXzCZPizG,spotify:track:1ntyHFz1Jw7hNLXzCZPizG,https://api.spotify.com/v1/tracks/1ntyHFz1Jw7hNLXzCZPizG,https://api.spotify.com/v1/audio-analysis/1ntyHFz1Jw7hNLXzCZPizG,196213.0,4.0
