,Unnamed: 0,state,city,song,artist,uris,popularity,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0, North Carolina,Charlotte,Gridiron Fight,(about the Panthers)  Paper Tongues,spotify:track:7fVmvYWkC58ZHP8kEtCffP,5,2011-08-01,0.664,0.961,2,-3.246,1,0.0494,0.0778,0.0,0.197,0.569,99.37,audio_features,7fVmvYWkC58ZHP8kEtCffP,spotify:track:7fVmvYWkC58ZHP8kEtCffP,https://api.spotify.com/v1/tracks/7fVmvYWkC58ZHP8kEtCffP,https://api.spotify.com/v1/audio-analysis/7fVmvYWkC58ZHP8kEtCffP,238734,4
1,1, North Carolina,Charlotte,In Charlotte,Young Dolph,spotify:track:7Kuwf6FXqzrIa8Uhu80kL4,48,2017-04-01,0.79,0.634,1,-7.496,1,0.34,0.0911,0.0,0.123,0.339,154.961,audio_features,7Kuwf6FXqzrIa8Uhu80kL4,spotify:track:7Kuwf6FXqzrIa8Uhu80kL4,https://api.spotify.com/v1/tracks/7Kuwf6FXqzrIa8Uhu80kL4,https://api.spotify.com/v1/audio-analysis/7Kuwf6FXqzrIa8Uhu80kL4,227335,4
2,2, North Carolina,Charlotte,Brick,Ben Folds Five,spotify:track:4jKq1e80xAYixkIwt6YyV1,57,1997-03-18,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,audio_features,4jKq1e80xAYixkIwt6YyV1,spotify:track:4jKq1e80xAYixkIwt6YyV1,https://api.spotify.com/v1/tracks/4jKq1e80xAYixkIwt6YyV1,https://api.spotify.com/v1/audio-analysis/4jKq1e80xAYixkIwt6YyV1,271720,4
3,3, North Carolina,Greensboro,88 Seconds in Greensboro,Orchestral Manoeuvres in the Dark,spotify:track:3h8dVtvsLgJp8PvJcPEpOw,20,1985-06-17,0.589,0.667,11,-7.027,0,0.0309,0.0042,0.0541,0.0908,0.791,124.528,audio_features,3h8dVtvsLgJp8PvJcPEpOw,spotify:track:3h8dVtvsLgJp8PvJcPEpOw,https://api.spotify.com/v1/tracks/3h8dVtvsLgJp8PvJcPEpOw,https://api.spotify.com/v1/audio-analysis/3h8dVtvsLgJp8PvJcPEpOw,255933,4
4,4, North Carolina,Jacksonville,Jacksonville Skyline,Whiskeytown,spotify:track:3OYH2OCLzjGm9kyyTHB2ZX,42,2001-05-22,0.585,0.213,11,-13.667,1,0.0442,0.608,8.89e-06,0.106,0.321,142.627,audio_features,3OYH2OCLzjGm9kyyTHB2ZX,spotify:track:3OYH2OCLzjGm9kyyTHB2ZX,https://api.spotify.com/v1/tracks/3OYH2OCLzjGm9kyyTHB2ZX,https://api.spotify.com/v1/audio-analysis/3OYH2OCLzjGm9kyyTHB2ZX,180960,3
