,Unnamed: 0,state,city,song,artist,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0, New Jersey,Asbury Park,"Fourth of July, Asbury Park (Sandy)  Bruce Springsteen",,error,error,error,,,,,,,,,,,,,,,,,,,
1,1, New Jersey,Asbury Park,My City of Ruins,Bruce Springsteen,spotify:track:5A2wRK7ch9tg6k5iibUsgT,48,2002-07-30,,0.585,0.53,10.0,-8.171,1.0,0.0249,0.33,0.000749,0.114,0.548,148.292,audio_features,5A2wRK7ch9tg6k5iibUsgT,spotify:track:5A2wRK7ch9tg6k5iibUsgT,https://api.spotify.com/v1/tracks/5A2wRK7ch9tg6k5iibUsgT,https://api.spotify.com/v1/audio-analysis/5A2wRK7ch9tg6k5iibUsgT,300000.0,4.0
2,2, New Jersey,Atlantic City,Atlantic City,Bruce Springsteen,spotify:track:1Vp8U39YNsDfd6yVuaUq12,56,1982-09-30,,0.475,0.429,4.0,-10.577,1.0,0.0367,0.311,0.0,0.376,0.34,108.034,audio_features,1Vp8U39YNsDfd6yVuaUq12,spotify:track:1Vp8U39YNsDfd6yVuaUq12,https://api.spotify.com/v1/tracks/1Vp8U39YNsDfd6yVuaUq12,https://api.spotify.com/v1/audio-analysis/1Vp8U39YNsDfd6yVuaUq12,236653.0,4.0
3,3, New Jersey,Hackensack,Hackensack,Fountains of Wayne,spotify:track:11PUdjgVfGEZLG9zs9UeTp,47,2003-01-01,,0.675,0.52,3.0,-9.515,1.0,0.0317,0.543,0.000256,0.0965,0.701,117.008,audio_features,11PUdjgVfGEZLG9zs9UeTp,spotify:track:11PUdjgVfGEZLG9zs9UeTp,https://api.spotify.com/v1/tracks/11PUdjgVfGEZLG9zs9UeTp,https://api.spotify.com/v1/audio-analysis/11PUdjgVfGEZLG9zs9UeTp,180093.0,4.0
4,4, New Jersey,Wildwood,Wildwood Days,Bob Rydell,spotify:track:2RWuJ6vBEFqB2xfrAI5Aal,35,1963-01-01,,0.583,0.782,1.0,-4.769,1.0,0.0579,0.235,0.0,0.221,0.929,143.708,audio_features,2RWuJ6vBEFqB2xfrAI5Aal,spotify:track:2RWuJ6vBEFqB2xfrAI5Aal,https://api.spotify.com/v1/tracks/2RWuJ6vBEFqB2xfrAI5Aal,https://api.spotify.com/v1/audio-analysis/2RWuJ6vBEFqB2xfrAI5Aal,149933.0,4.0
