,song_state,song_artist,song_name,uris,duration_ms,popularity,date
13037,New York,K Jewlzz,Where Did the Money Go? (feat. Lano Pros),error,error,error,error
13038,New York,Figures in Fiction,Dandelions,spotify:track:6acUWrhMCwa7CTq0K715uv,277133,0,2018-12-07
13039,New York,FrancMill,Eazy (Life of an Artist),spotify:track:0Nx2X6HfZnvqmFa7XMPy6S,202874,7,2020-05-19
13040,New York,Fadah,Like 21,spotify:track:3j0VPme5I1Gf5gV02Jtv0G,199523,0,2017-11-01
13041,New York,Tyhiem,Faith,spotify:track:5Mde9fvJf6I7d0uIsnWYdU,167021,0,2018-02-06
13042,New York,Audio Medic,The Source,spotify:track:4oZiLj9FUWmkRo56cuyniG,232592,0,2018-02-12
13043,New York,OVERLIFE,Color Coded,error,error,error,error
13044,New York,N.I.C.E.,Ballin',spotify:track:3xoIjZw8ZPF8Hkmh03c2V7,111647,10,2019-02-13
13045,New York,Dale Justice,Train Called Music,spotify:track:5Q4aCKdRQDSTyJS9ho3aOg,238236,1,2018-03-15
13046,New York,Foolish Johns,Red Shoes,spotify:track:6iT8MXXbqCLt3e4z3gBUGw,158920,1,2017-02-14
13047,New York,Maybel Montez,Crew Love,spotify:track:5iyUjZpZN8xRoJ9VnRNQhh,124421,0,2018-02-20
13048,New York,Brian Is Ze,Biz Please (Got Em Like),spotify:track:77bQBwoO3Ne6O2X6gIMUQh,209454,0,2018-02-20
13049,New York,Mike Lundy,Sweet Lady,spotify:track:0tc2rf2k6hEdZwlK18PtVM,197363,1,2015-11-28
13050,New York,Elijvh,Blue Paradise,error,error,error,error
13051,New York,Elijvh,411,spotify:track:3XX871OHAnqiZEEWEUk1vZ,237277,1,2016-06-10
13052,New York,Tim_burgandy,Calling,spotify:track:0qL8gElPoAGGDIld3hFNwR,168000,0,2017-12-14
13053,New York,12 Days in Paris,Home,spotify:track:003bhaoFO1DEFGTlc3gA4I,232431,0,2019-09-27
13054,New York,Mr. Kelly,Just Like Always (feat. Relic),error,error,error,error
13055,New York,"Willie B. Williams, Jr.",Seed Love,spotify:track:1oPJMWTOBYl8drCe8O1pgP,157200,1,1995
13056,New York,David Prxnce,"Black and Blue Prayers from Nashville (feat. Adige', Jerrold Edwards, Chance Cold, Loretta Constant, Mr. Shouty, Cecil Raw, Nate Bean, 4g & Friends)",error,error,error,error
13057,New York,Dan Mwale,I Do So Much in a Day (feat. Young Kemet),error,error,error,error
13058,New York,Dacompany,Used To,spotify:track:2uEHQvLLj9ThMY0x3nCp0m,229537,0,2017-08-22
13059,New York,Poisöncharge,Black Flags of Chaos,spotify:track:4VNS7oQUAlHpPfmUanvVdw,204047,0,2018-03-09
13060,New York,Class Zero,Atlantis,spotify:track:4rGTk0fVAaDOAMnyQfH7y5,175000,0,2020-07-28
13061,New York,Buí,Some Things Take a Long Time,spotify:track:4XnICdxeOBiSrKAqM6vABk,269979,0,2017-11-27
13062,New York,Page Turner,Back to My Old Ways,spotify:track:6iILhETYm2Zx97PyoPpsdV,215614,1,2018-06-15
13063,New York,Buried Beneath Concrete,Belial,spotify:track:3YhDsUEBo16fFcIp1ILYQB,224004,0,2015-08-04
13064,New York,Alfa,Reborn,error,error,error,error
13065,New York,Link Pellow,Take You There (feat. Megan Curtis),error,error,error,error
13066,New York,Mark Dohner,Memory,spotify:track:76NisTyoEBtIfKRxduYgZx,188915,51,2020-03-20
13067,New York,Jack Simons,Calling Satisfaction,spotify:track:7EvN9ETB3LIrqU4DmHKIJt,192768,4,2018-04-23
13068,New York,Side Dish,Insincity,spotify:track:1PPdYeEWkGfCwvGC9ythM3,238120,0,2005-06-03
13069,New York,Bash Bwa,The Wrap Up,spotify:track:7pQFGgRnhEIxeFADmu5cXT,102585,0,2015-06-01
13070,New York,IsaiahThe3rd,Stripes,spotify:track:4F7CX41kBaH8OE5u9b9hLq,246648,0,2018-03-25
13071,New York,J. Rashad,Denny Man (feat. Arielle),error,error,error,error
13072,New York,Lil Pill,Nothing Gets Old Faster Than New Pussy,spotify:track:43uIvjtgJG2JWB4ZFvVQ6w,267206,0,2018-04-02
13073,New York,Listen to Theus,Foreign,spotify:track:4jmNH7VHost4MLt0FqawAO,186301,19,2013-09-24
13074,New York,East 9th,Theodora,spotify:track:1lrlGEFaNaq8UBpCieiyco,219677,0,2018-06-29
13075,New York,J-Izzy,Dream'n,error,error,error,error
13076,New York,Jesse Janari,Hustle,spotify:track:1thTnMDHZ8zrVm1wdLJkIN,204288,0,2017-11-21
13077,New York,Clem de la Creme,Shooting Stars,spotify:track:1xsW4xCuotZe5nDKdVW8S3,217392,0,2018-04-06
13078,New York,Kresnt,In Your Place,spotify:track:0mcbyG49yZNfdTxueIverN,150534,34,2020-06-11
13079,New York,King Beris,Counters,spotify:track:4s6N6Ky6hA7xTFy6QdqadW,195395,0,2018-06-09
13080,New York,Young Fla$h,Changing Dimensions,spotify:track:2iCd93UYHGOR6AbEQ8COUW,264045,3,2018-06-30
13081,New York,Malcolm Camsell,Guilty,spotify:track:3gCz2dkpXXPRx0podgSMGg,268486,0,2017-10-20
13082,New York,Solid Advice,Built to Last,spotify:track:4Oe5ausN51gxAiA2JFnrjj,225103,0,2018-04-10
13083,New York,"Kota the Friend, Lil Kota",Everything,spotify:track:2bxv3LXImGMQNywgK3b9Hg,209280,56,2020-05-22
13084,New York,"Curren$y, Harry Fraud",Seven Seas,spotify:track:7LI01irq7xJ36urIOe37iW,163902,44,2020-07-24
13085,New York,Kate Tempest,People's Faces,spotify:track:3Q6bjleMIzpd8ZlE5DHa4V,317306,45,2019-06-14
13086,New York,Bob Margolin,Blues Lover,spotify:track:2A7rkgcwZts5l8hVwWHSS3,247493,4,2011-01-05
13087,New York,Stacey Earle,Weekend Runaways,spotify:track:5kNTe5yYNvOnREOdAfPbd4,210933,3,1998-02-16
13088,New York,The B.U.M.S,Take a Look Around,spotify:track:64kaGFA6jQ48MnZTmr7f4V,269173,18,1995-01-01
13089,New York,Green Apple Quick Step,Ed #5,spotify:track:447emHGNFI70e5cdogYHhM,203600,0,2018-06-01
13090,New York,The Faint,Worked Up So Sexual,spotify:track:6hIK6nyeIbBaa4v31Vu19G,160386,35,1999-11-01
13091,New York,The Distillers,L.A. Girl,spotify:track:3Zz0aYds3QzBVqPcPyBfCN,179026,32,2000-04-25
13092,New York,Toy Dolls,Kids in Tyne & Wear,spotify:track:45Sq4SE3ZJPUeW4AHNpit9,194866,19,1991-03-25
13093,New York,EZO,Big Changes,spotify:track:1jNGKQTqy9fASfHPvWd5Jp,233533,7,2005-03-16
13094,New York,Ayreon,The First Man on Earth,spotify:track:2TxYGUCEmPwWgzyYUCDdaX,439760,23,2000-06-01
13095,New York,Buchanan & Goodman,The Flying Saucer,spotify:track:1Qzb1sWPQ7TEpefnHnBQbx,153645,5,2011-06-25
13096,New York,5 Chinese Brothers,Baltimore,spotify:track:1LLuO36cvae3hoWytxfPYq,189666,1,1994-06-10
13097,New York,Give Up the Ghost,Hearts,spotify:track:4PMBx3eJXHboRPsQCopzoH,102853,17,2003
13098,New York,Aceyalone,I Got to Have It Too,error,error,error,error
13099,New York,Aceyalone,Project Blowed,spotify:track:2FcHKuTXpmowFAknOtvQGX,264000,13,1995-07-05
13100,New York,The Monochrome Set,Up,spotify:track:7069Rc9a04rcM1Vioea8tV,193640,5,1979-01-01
13101,New York,The Lilac Time,Return to Yesterday,spotify:track:7AyB83VuEiy0P834G6EWIE,224933,7,1988-01-01
13102,New York,The Lawrence Arms,Quincentuple Your Money,spotify:track:0lM5emmp8EQfCjYCtrZn9l,181893,41,2005-06-21
13103,New York,John Elefante,That's Why God Made the Moon,spotify:track:0e45IIYMs2KAV7o8bqlTZT,356026,19,1995-06-09
13104,New York,The Dismemberment Plan,Ellen and Ben,spotify:track:7mNFCi8xjdVrwGpaM91nPO,195790,0,2014-07-15
13105,New York,Jewlia Eisenberg,Gershom Is Schocked,error,error,error,error
13106,New York,David Baerwald,Nothing's Gonna Bring Me Down,spotify:track:6sCR2Ls71iTfmRKz5TYZea,238680,4,2002-01-01
13107,New York,Non-Phixion,Black Helicopters,spotify:track:6uWNplQplYgelgZoXHibz8,253133,47,2000-03-07
13108,New York,Kind of Like Spitting,Continent,spotify:track:6uajYhunNqhYYwJ62uxp44,415773,3,2002
13109,New York,Nile,Churning the Maelstrom,spotify:track:66Eb9gD3RuyFjMbOLaJ5RF,187146,19,2002-08-20
13110,New York,8Ball,Intro,spotify:track:4e1LSCbr4iNNmI7wYXfi13,112066,20,1993
13111,New York,Tony Visconti,"Mr, Blue Sky",spotify:track:1Vo3wPqkZTuhqsoUn2aDY4,302480,1,2001-01-01
13112,New York,Sabbat,Behind the Crooked Cross,spotify:track:46qj70NQPyYmhWm8Y7kXCa,360920,15,2007-02-01
13113,New York,Primal Fear,Seek & Destroy [Previously Unreleased Track],error,error,error,error
13114,New York,Joe Strummer,Long Shadow,spotify:track:0q5I7mKMkgB6Z3nn1RrUCj,214240,29,2003-10-21
13115,New York,New Model Army,Drag It Down,spotify:track:55kO8qMFcr1kd5TEq8sRmp,200066,15,1985
13116,New York,King Sun,Big Shots,spotify:track:5cYUAkHPKWk6UQ64hZYM4X,320453,6,1990
13117,New York,Mark Eitzel,Helium,spotify:track:2h5afOwe4rd1vWCB0PR13E,322506,2,1997-05-02
13118,New York,The Odds,Out Come Stars,spotify:track:5Vt2oXZbkQgFWH1Tih1okV,256680,58,2015-05-04
13119,New York,Trout Fishing in America,Sam's Last Boogie,spotify:track:10Mri4JEe34vWORKeTgz8J,230360,6,1992-01-01
13120,New York,Cru,Goines Tale,spotify:track:0q5lFk4XAt828t6MK9yEBd,157200,6,1997-01-01
13121,New York,Rational Youth,Coboloid Race,spotify:track:7fA8Kr3JIdHzwAZYsjxcAb,314493,0,2011
13122,New York,Spirit of the West,Our Station,spotify:track:7qIq3NcpUHxThJvKKZMkME,217706,13,1988
13123,New York,The Receiving End of Sirens,The Rival Cycle,spotify:track:1DRBvB3QNHnpkIdcMgMc2J,330893,22,2005-04-26
13124,New York,Aceyalone,Wants vs. Needs,error,error,error,error
13125,New York,Tree63,There Is a Kingdom That Cannot Be Shaken,spotify:track:1IPHITOQdrRwOBHR8dBurU,191440,6,2007-01-01
13126,New York,"Grandmaster Flash & the Furious Five, Mr. Ness, Grandmaster Melle Mel & the Furious Five, Cowboy",Beat Street,spotify:track:3X2Ow4rf0mvJQP8DELtngf,427106,27,2005-03-22
13127,New York,Ashton Shepherd,More Cows Than People,spotify:track:3NKfXG8NvQrTt4uuuUX2QK,161720,10,2011-01-01
13128,New York,Jean Leloup,Rich,spotify:track:4IP4nb0d3zB6yVdc7eSYBb,235466,17,1990-08-01
13129,New York,"Anthony Rapp, Jesse L. Martin, Adam Pascal, Original Broadway Cast, Wilson Jermaine Heredia",Today 4 U,spotify:track:5iMg31WQw8WdCHrvYWhloq,164920,45,2005-09-27
13130,New York,King Krule,Bermondsey Bosom (Right),spotify:track:7dXyQvTkoiNVtsXAgFTXmL,65815,32,2017-10-13
13131,New York,White Lies,Denial,spotify:track:5emqDlaLnljqHA9bxKg1px,264678,36,2019-11-08
13132,New York,King Krule,Lonely Blue,spotify:track:2q0feRPtxoPOq021TotCLm,284934,36,2017-10-13
13133,New York,The Hot Boys,Blood Thicker,spotify:track:0Cn6RMxjLC6jt40ZVEW2mQ,226491,38,2019-11-29
13134,New York,Project Pat,I'm Mo,spotify:track:7tS6zyqT7AUezd23UX1g1d,255693,20,2002-07-16
13135,New York,Bif Naked,Anything,spotify:track:3DtMlqgxuT7SyzyHVpf5jE,243893,7,1998
13136,New York,Compton's Most Wanted,Final Chapter,spotify:track:5pqjE5xMop3ZrGoA1U1pzB,283026,19,1990-05-25
13137,New York,Compton's Most Wanted,I Give Up Nuthin,spotify:track:36npn2lc7xxi3qsHUl5vQ1,188773,15,1990-05-25
13138,New York,Compton's Most Wanted,"Rhymes Too Funky, Pt. 1 [Live at Lonzo's 1988]",error,error,error,error
13139,New York,O.C.,Let It Slide,spotify:track:4ieoBhA64bKPQwtSB54u3f,251613,21,1994-10-18
13140,New York,Pop Will Eat Itself,Home,spotify:track:3SuQ3DE0oBdPZM5u5tvxli,216133,5,1994-01-01
13141,New York,Lonnie Liston Smith,Night Life,spotify:track:3UGfxLbsu3e69W0BfpVD7g,177371,25,2020-05-10
13142,New York,Cathedral,Heavy Load,spotify:track:5Wl5MesZYvMaKwhKh6mJZz,368533,2,1998
13143,New York,Braid,You're Lucky to Be Alive,spotify:track:2iaWSQmmqHwTqLCGJeMy1c,201506,9,2000
13144,New York,Braid,Never Will Come for Us,spotify:track:5lJVCbb4sgnCX4BRC0XMh3,211133,22,1998
13145,New York,The Orb,Sunset Gun,spotify:track:4zaA0IfnTUskbW8WSvzPNk,315906,1,2000
13146,New York,The (International) Noise Conspiracy,Will It Ever Be Quiet?,spotify:track:5FIIu6aZXi8BMJcRDz6oAT,225906,7,2000-05-09
13147,New York,Freddie Foxxx,R.N.S.,spotify:track:6VRIaQU3hKs8cJ4fzmXqwQ,160240,5,2012-09-25
13148,New York,South Central Cartel,4 Yo Ear,spotify:track:3iBz1For9kHbhOiZnaE2Bv,248515,16,2018-08-03
13149,New York,Knowdaverbs,Action Figure,spotify:track:5nQe49C6aImUFdw603mWrP,273960,3,2000-08-15
13150,New York,Originoo Gunn Clappaz,If You Feel Like I Feel,spotify:track:1HKbmQiPtLrHLfOV7DENya,257240,16,1999-01-01
13151,New York,Caviar,Flawed Like a Diamond,spotify:track:5dLYishoQ7tbpwYPLOv6t4,223706,4,2000-01-01
13152,New York,Masters of Illusion,Urban Legends,spotify:track:7iYq3JEY5qdJmEnkXm85Eq,221973,8,2001-03-01
13153,New York,X-Raided,Sac-A-Indo (Where I'm From),spotify:track:4hP48s4yhei3qf9lQ4z42f,242826,7,2000-10-10
13154,New York,The Weakerthans,Fallow,spotify:track:49hPIrwp3qdo9lGn3d7JWx,327120,24,1999-10-26
13155,New York,Company Flow,Patriotism,error,error,error,error
13156,New York,Mark McGuinn,That's a Plan,spotify:track:4922YnY9qJBMGBiKHzYkfx,182465,0,2010-04-20
13157,New York,Ultra,Big Time,spotify:track:10eINz89Luh8EysvAV1vTX,259626,17,2001
13158,New York,The Honor System,Replacement Parts,spotify:track:2rrL9tcypghiLNt38CjcgE,158346,2,2001
13159,New York,Anne Clark,Shades,spotify:track:3EVNW7tYoIXNvzGcjDvrBX,124866,9,1990-01-01
13160,New York,Mason Jennings,Stars Shine Quietly,spotify:track:6AQ4R4jCYeNBcMuSHL6gVA,229626,11,2000-01-04
13161,New York,Mason Jennings,The Light,spotify:track:3pLh2khdyl3baGGRrR2GeR,188106,20,2004-02-10
13162,New York,Chops,New Mingling,spotify:track:6OFfJBi86LkSnzi5ESxuPV,295573,2,2001-02-20
13163,New York,J-Live,Nights Like This,spotify:track:31R41ljaudvaHvNuRsHpFq,260426,8,2002-04-02
13164,New York,Something Corporate,Straw Dog,spotify:track:4c5xqqf1kdVBPiQnO4fKDB,229106,32,2002-01-01
13165,New York,People Under the Stairs,Acid Raindrops,spotify:track:4MbV8zrWudQflnbiIzp29t,264152,56,2002-12-10
13166,New York,INDK,East Coast Rising,spotify:track:0k6RTcV4bCkqEMSLQhZ4Wx,168173,22,2002-08-20
13167,New York,Buddy Miller,Water When the Well Is Dry,spotify:track:73K4HG013BIv5NstUgPgsl,291440,12,2002-10-15
13168,New York,Milemarker,Ant Architect,spotify:track:3VaydpMXzAJ6sufmyaqKLP,508720,3,2001-09-18
13169,New York,Demon,Nowhere to Run,spotify:track:3hZmB6hYZ97u25XOLtTGqt,298880,10,1983-06-01
13170,New York,Louis Logic,Who the Fuck Are You?,error,error,error,error
13171,New York,Feeder,Forget About Tomorrow,spotify:track:0Su9Yckp5Z681af31yXtRc,231680,25,2002-10-21
13172,New York,Wally Pleasant,The Day Ted Nugent Killed All the Animals,spotify:track:6DXGFk5eiwZ7FoYxDBYSgQ,185313,2,1996-08-26
13173,New York,Jay Farrar,Cahokian,spotify:track:4FrgM0a20c1colaVLfC3DJ,286066,7,2012-01-13
13174,New York,People Under the Stairs,Roadbeaters,spotify:track:1vL7QKgFwR58p6a8nNLpqV,250973,22,2003-08-19
13175,New York,Turbonegro,Black Chrome,spotify:track:2v3XNQzuYLQ4HiK3nSYIm5,146680,11,1994-01-01
13176,New York,Blak Twang,So Rotton,spotify:track:5xx7bBmltTrItU3qjDbGlX,237466,36,2003-05-19
13177,New York,TV Smith,Soon as I Found It I Lost It,error,error,error,error
13178,New York,Sparta,Lines in Sand,spotify:track:2dvlcmvEXaXvPr8Vak368O,362800,21,2004-01-01
13179,New York,Theodore Unit,Daily Routine,spotify:track:5HOmlFXx1KWkVZp6uLCCMe,171035,0,2018-12-10
13180,New York,Constantines,Some Party,spotify:track:33yViseU0H21UWkGrwj3cl,199666,7,2004-08-10
13181,New York,Leftöver Crack,Clear Channel (Fuck Off!),spotify:track:4vqXHRX3b8o5SyMk71HPYt,172783,35,2004
13182,New York,Bedouin Soundclash,Murder on the Midnight Wire,spotify:track:2nAecSfqnAVQRzmXyea3cz,238346,17,2005-05-10
13183,New York,The Sallyangie,Children of the Sun,spotify:track:2IsqjIoksaEqIBWNq0SbEz,301600,11,1969-01-01
13184,New York,Armoury Show,The Glory of Love,spotify:track:2P55GEq29riSBz5sYyynqe,221453,6,2008-06-03
13185,New York,D-Nice,A Few Dollars More,spotify:track:3gV7jTp6kzYF3dP6AcKCcE,249080,6,2011
13186,New York,Flotsam & Jetsam,Metal Shock,spotify:track:2L81A1vbG1JUy9659NvFok,249480,3,2006
13187,New York,The Coup,"Fat Cats, Bigga Fish",spotify:track:54k5Ps56LwySJgVvrL3bdu,354066,29,1994
13188,New York,B-Legit,For So Long,spotify:track:2LB1B8W8X76gP9pGYp2j9y,282533,17,1996-11-24
13189,New York,B-Legit,Get's Down Like That,spotify:track:3WlGRSgNjuoa79fz03VFuL,307866,16,1996-11-24
13190,New York,Good Riddance,Mother Superior,spotify:track:6emdbcRTZnIRizDP5gOnNy,186000,32,1995-03-18
13191,New York,Skillz,All in It,spotify:track:5wNKDqhMKkDMsTwuMPDcmZ,266160,12,1996
13192,New York,Chino XL,Ghetto Vampire,spotify:track:0ozwfvLBj6WIgBv9xIIImC,286666,8,1996-04-05
13193,New York,Mac Mall,Ghetto Stardom,spotify:track:71hRCEg5dW9sc3l2xRleSu,286066,13,2014-05-06
13194,New York,Mac Mall,Untouchable,spotify:track:2LT5Z6WVMijBr0pzu7i6GN,268106,26,1996-12-01
13195,New York,Capercaillie,Outlaws,error,error,error,error
13196,New York,DJ Taz,Who's Laughin'?,spotify:track:2KKNL44o1Zyr8L6toDzNgn,261600,0,1997-01-01
13197,New York,Lovemongers,How Beautiful,spotify:track:3C2ZtVFRVm3wdB9Smv5IVp,329480,3,2001
13198,New York,M.O.P.,Ride,spotify:track:3DqhSvKpL5RXYmbWCrL78e,282733,19,1998-08-11
13199,New York,Conflict,Someday Soon,spotify:track:6OWOW5OhHivMBsCNLSJlAX,129560,5,1993
13200,New York,Sax Gordon,Have Horn Will Travel,spotify:track:26dvovzLhTLuyVUsMwI6m5,191800,1,1998-02-10
13201,New York,The Pasadenas,Tribute (Right On),spotify:track:4baAkyIjpj49MImHjJljx2,301733,39,2010-02-26
13202,New York,Sunz of Man,Illusions,spotify:track:2p6rbr5p1nMG2t0NdTZ45U,228000,29,2020-05-29
13203,New York,M.O.P.,Breakin' the Rules,spotify:track:643K3eEgRvdJiXjSzlz7dg,252293,32,1998-08-11
13204,New York,Imogen Heap,Daylight Robbery,spotify:track:7FiKm2HZMKcvbMRxamgv1P,203592,30,2005-07-18
13205,New York,Josh Joplin,One Becomes Two,spotify:track:3V8KP7FwpPWs7mpcGjelHq,243093,1,2005-08-23
13206,New York,U.N.L.V.,Come Up,spotify:track:7jBqzwmol6ctWik6pnx5t4,292000,2,2019-07-01
13207,New York,Jimmy Nelson,Have Horn Will Travel,spotify:track:7dAXDwYwkm17jTRz7h2XjG,453066,0,2006-08-22
13208,New York,Alecia Nugent,Too Good to Be True,spotify:track:1QmGA0FBb2OmtJDduF3niH,202480,5,2006-02-28
13209,New York,Katatonia,In the White,spotify:track:5dFT4WyysGBGODGUVTnHna,293586,29,2006-03-13
13210,New York,Ray Cash,Sex Appeal (Pimp in My Own Mind),spotify:track:5BkPSZyfUspPagPZYRsdv5,264840,24,2006-06-27
13211,New York,Thea Gilmore,The List,spotify:track:5MNbK6GJ7BLtzxNs4ZZUWx,250160,5,2017-08-25
13212,New York,Charlotte Gainsbourg,AF607105,spotify:track:4mflRPfbb8ps4dVQbK1bu0,270160,26,2007-05-14
13213,New York,Frank Turner,Nashville Tennessee,spotify:track:6t3emphal4nKRj67Oj0inN,222360,17,2012-10-02
13214,New York,The Delgados,Mr. Blue Sky,spotify:track:6iBNR7N5X819oRDwKVKRNW,328066,11,2006
13215,New York,The Rakes,Terror!,spotify:track:5XdrNIaJUI9VOVQXsDsevM,174546,26,2005-01-01
13216,New York,Strung Out,Blackhawks Over Los Angeles,spotify:track:79wYQtHT9GakajRhf9YixX,183693,25,2007-06-12
13217,New York,Powderfinger,Lost and Running,spotify:track:4if6MSAfSUtiKoJ4NmLlL3,222160,24,2007-06-02
13218,New York,Shout Out Louds,Impossible,spotify:track:1dZkAs5BQKx07trXcGqwTY,408400,21,2007-09-11
13219,New York,The Weakerthans,Night Windows,spotify:track:0NdQuj8TFSEWubAWhGQ992,275733,29,2007-09-25
13220,New York,Mike Gordon,Radar Blip,spotify:track:7h5yiRp6VfOSV1xXgpUsau,304666,9,2008-01-01
13221,New York,One Day as a Lion,Ocean View,spotify:track:0EPUSXfGeUUXZQVJlzcJXE,245946,33,2008-07-22
13222,New York,King Geedorah,Anti-Matter,spotify:track:4kVxStqN7DeoZje5aidAn3,206946,51,2003-06-17
13223,New York,Blue Mink,Good Morning Freedom,spotify:track:4T4BywmbKw480Z3qyk51XI,170800,39,2002-11-26
13224,New York,Desaparecidos,The Happiest Place on Earth,spotify:track:71p5HLyVIzJS8V0MnQaBhQ,182333,25,2002-02-11
13225,New York,The Felice Brothers,Boy from Lawrence County,spotify:track:4D65X8eRSVUKmXs9BqNaNt,321186,16,2009-04-06
13226,New York,"Darkthrone, Katatonia",In the White,spotify:track:5dFT4WyysGBGODGUVTnHna,293586,29,2006-03-13
13227,New York,Crooked Fingers,Heavy Hours,spotify:track:5TC6lkSkZEZBppd5nqwgEm,301761,32,2011-10-11
13228,New York,Dave Carter,Gentle Arms of Eden,spotify:track:32PM5mwNgyqFQAb3VDDbtF,183106,19,2001
13229,New York,Craig Finn,Honolulu Blues,spotify:track:5BSzUWcqB4vfbkbmpnqUFT,255272,11,2012-01-24
13230,New York,Charlotte Gainsbourg,AF607105 [Live],spotify:track:2PZriPjCKANhgsUJNvwmEU,292533,12,2011-12-05
13231,New York,Tilly and the Wall,Rainbows in the Dark,spotify:track:73kcAjKLWKUCveMROC7l6j,259293,22,2007-07-03
13232,New York,Alecia Nugent,Letter from Home,spotify:track:3CbwttVTXmBtsiVFMAp7W0,210306,5,2006-02-28
13233,New York,Jackopierce,Woman as Salvation,spotify:track:0vyvOIT86WXPdL7EaQktKc,224119,8,1993
13234,New York,The Lucksmiths,Young and Dumb,spotify:track:2BDIu2r4tDeoz2ljyxlgUQ,207200,3,2005-04-11
13235,New York,The Chariot,Cheek,spotify:track:7bgAqrxVCRhhg7ccr5Epmm,348866,30,2012-08-28
13236,New York,"Skylar Astin, Brian Silver, Ben Platt, Wes Lagarde, Utkarsh Ambudkar, Steven Bailey, Michael Viruet, Michael Anaya, Greg Gorenc, David Del Rio, Adam Devine, Treblemakers","Trebles Finals: Bright Lights, Bigger City/Magic",spotify:track:2mgPmzcrz3sBCR7AvCr6mE,154146,49,2015-02-10
13237,New York,The Barden Bellas,Trebles Finals: Bright Lights Bigger City/Magic,spotify:track:2mgPmzcrz3sBCR7AvCr6mE,154146,49,2015-02-10
13238,New York,Ratking,Bug Fights,spotify:track:4yIj0x9qE4KZXgY8nMG6XC,191757,14,2014-04-07
13239,New York,Isis,Threshhold of Transformation [Demo; Previously Unreleased Track; Demo Version],error,error,error,error
13240,New York,Stalley,Fountain of Youth,spotify:track:15yZiDfNoxaI8yiaLboIBh,241684,45,2013-11-21
13241,New York,Ces Cru,Perception,spotify:track:6m0VhLofSWcTWO4nx7efMT,272813,16,2013-03-26
13242,New York,Bosnian Rainbows,Turtle Neck,spotify:track:1tQFJHwEmqJJNdEFx1B8gc,383594,33,2013-06-25
13243,New York,Wrekonize,Neon Skies,spotify:track:7BhzvVipFi2E4CevitIFM8,221840,23,2013-06-25
13244,New York,"Slug, Grieves, Slug of Atmosphere",Astronauts,spotify:track:1q9BpGNoZEbofuVtUKionR,230013,23,2014-03-24
13245,New York,Unspoken,Start A Fire,spotify:track:5y8qfDDccV2kEn4roGPter,184733,56,2014-04-01
13246,New York,Johnny Marr,Little King,spotify:track:1aeyprDzrovt9uD7lQo13J,194960,15,2014-09-30
13247,New York,Ian Gillan,Woman from Tokyo,spotify:track:0LZxm4A3xUZ3fi7h5VII09,350853,11,2018-08-31
13248,New York,Dave McLean,First Light,spotify:track:0SuSePzk9dhfc7sZUVwboa,393983,0,2009-05-15
13249,New York,Django Django,Vibrations,spotify:track:66F6kqQDekx1RkPlSxkbr7,188544,14,2015-05-05
13250,New York,Lola Monroe,Balance Is Good,spotify:track:3Ihy7br6cYXyi1LVLfdNEd,224000,19,2015-06-23
13251,New York,Domo Genesis,One Below,spotify:track:3uhpfRS0IkYZe0zcEgIafN,396706,30,2016-03-25
13252,New York,Oddisee,NNGE (Never Not Getting Enough),spotify:track:0JxRM5pd0Nrin3mKLcdXlt,424853,15,2017-11-10
13253,New York,Kacy & Clayton,Strange Country,spotify:track:586IwmhJg0JJWrajsMzat0,212720,33,2016-05-06
13254,New York,Kacy & Clayton,The South Saskatchewan River,spotify:track:3uKy8vUrBcvdiE8y3RLerN,223390,12,2019-10-04
13255,New York,Cadence Weapon,Real Estate,spotify:track:5zNfBki28ovxIRWbmLEviB,222320,1,2008-03-04
13256,New York,BAMBARA,Sweat,spotify:track:7JAvYGPwAZc1LjKJUn6AFZ,236293,21,2020-02-14
13257,New York,Austra,How Did You Know?,spotify:track:5zhDwpSex3DEL6r1CPXjGv,260095,34,2020-05-01
13258,New York,James Iha,Till Next Tuesday,spotify:track:1P3s2lIpCrHNUX3b9O36MM,229413,6,2012-09-18
13259,New York,The Broadway Performers,Out Tonight,spotify:track:3yUGCa0xvdHS9tBkeitagi,235173,0,2012-02-14
13260,New York,Steve Earle & the Dukes,Walkin' In LA,spotify:track:4Gw1mJXQSS5TZLXPJfz19H,220013,17,2017-06-16
13261,New York,Kenny Raskin,Belle,spotify:track:70sqHGRr89z4SbAmpzE71X,316973,37,1994
13262,New York,Django Django,First Light,spotify:track:5IemW9GAYWDCSZxiLhIPCn,290073,27,2015-05-05
13263,New York,Hair Cast Ensemble,Ain't Got No Grass,spotify:track:53w7rMmX5hKulaMUbtL134,109173,24,2009-05-25
13264,New York,Le Butcherettes,Sold Less Than Gold,spotify:track:7LQQ5P9ASV7tJTtzKcrA9n,121051,9,2015-09-18
13265,New York,Hælos,Last One Out (Turn the Lights Off),spotify:track:2juF55W1MnYg8hZPlzP25k,358622,23,2019-05-10
13266,New York,Martha and the Muffins,Sinking Land,spotify:track:1rFLP8ZUNzJILHcS9jdhBh,378065,0,2020-02-06
13267,New York,Starship,Winds of Change,spotify:track:5LHCFZ5WpuN4Isb8hwGzbU,232480,27,1882
13268,New York,Anika Noni Rose,Down In New Orleans [From The Princess and the Frog],error,error,error,error
13269,New York,Terry Reid,Brave Awakening,spotify:track:677CzC1HB8XUzL8w6I0bKc,383866,20,2005-01-01
