,song_state,song_artist,song_name,uris,duration_ms,popularity,date
2636,New York,Geto Boys,We Can't Be Stopped,spotify:track:4JcblA67lQGf06u0sNVJkS,212866,27,1991-07-02
2637,New York,EPMD,Hardcore,spotify:track:5LhwPu2bPkMEvkAsPd15Fi,269333,22,1990-12-15
2638,New York,Celtic Woman,At the Céili,spotify:track:1uO3qs9jYvAFWvUxcG3pOB,248813,0,2009
2639,New York,Snoop Dogg,What's Ya Point,spotify:track:70tkYwgXIywBpln3TlhQLB,259466,8,1998-10-27
2640,New York,The Dangerous Crew,Buy You Some,spotify:track:01onbPmOpgmydoO1X0UTmh,174960,22,2005
2641,New York,Too Short,That's Why,spotify:track:3KCU1n1H4V2z5sh4hqstmU,321333,28,1996-05-21
2642,New York,Too Short,Here We Go [Jermaine Dupri Remix],error,error,error,error
2643,New York,Redman,Rap Phenomenon,spotify:track:4m9Iudipxb9gpGNLG2LoQs,242093,51,1999
2644,New York,Ice-T,Depths of Hell,spotify:track:2B6cCEoYAR085HFszxPeZY,313666,9,2019-11-22
2645,New York,Scarface,WW III,spotify:track:3vm7NBtMNULBDQ8yAwVoWC,315266,46,2000-01-01
2646,New York,DMX,The Great,spotify:track:2MM9txDObk7jbruffJnUaM,247426,22,2000-01-01
2647,New York,Big L,Deadly Combination,spotify:track:71qTrOPHOj1KDEy0IG2Zjg,152373,59,2016-07-15
2648,New York,Beastie Boys,Stick 'Em Up,spotify:track:3Z007BBro4SZB7TvKQAJZq,325573,4,2004
2649,New York,LL Cool J,Put Your Hands Up,spotify:track:6yDspMc37V1KZWqTxknZWm,226506,7,2001-07-24
2650,New York,Blind Willie McTell,How About You [Previously Unreleased Track],error,error,error,error
2651,New York,Eminem,Bump Heads,spotify:track:3TsHcY4utYTgQyyX9JTAtt,269950,39,2011-04-22
2652,New York,Missy Elliott,Let Me Fix My Weave,spotify:track:4AvxBW9FtCJv3Q0ydaghGc,238840,23,2003-11-01
2653,New York,Too Short,Pimp On,spotify:track:4VaaLUYxIbkM1SrEIoK4j5,166336,44,2018-11-09
2654,New York,Master P,Who Want Some,spotify:track:0pgDu905qhFHpobcH3qv4m,199573,10,2006-09-19
2655,New York,Angel Dust,Trees,spotify:track:2cHIFIoRYXM8hz3XfhPkYK,225680,5,2005
2656,New York,Kenny Dorham,How About You?,spotify:track:1ghLnFUNvcfQMAemcFONb7,314160,4,2000-01-01
2657,New York,Ice-T,It's On,spotify:track:7GFZ5xehLR65KbD9koUc4f,165733,30,1993-01-01
2658,New York,Goldy,The Game Is Sold Not Told,spotify:track:75ot4gUiyMNLuumvYOLYzO,325200,6,1994-11-08
2659,New York,David Bowie,Shake It,spotify:track:3BEwVUwXoSQh5JYo7nz2xj,232338,39,1983-04-14
2660,New York,LL Cool J,Another Dollar,spotify:track:1EdinkMFcfwecOcUjqIe8r,228506,14,1997-01-01
2661,New York,Too Short,Can't Stop [Bonus Track],error,error,error,error
2662,New York,The Kinks,Lost and Found,spotify:track:6AVV26xXHg4f4oGedjUkeh,129773,20,1991-01-01
2663,New York,Eminem,Drama Setter,spotify:track:5EWWCzpA6D8UTRbVQbScp6,303533,48,2005-01-01
2664,New York,The Prodigy,I Don't Know Officer,spotify:track:2XieknkRh45OazRNJEUJJ9,272573,43,2005-01-01
2665,New York,50 Cent,What If,spotify:track:5aWlEuY1dSo4uVJgHz5reX,185386,37,2005-01-01
2666,New York,"Mase, 50 Cent, Prodigy, Lloyd Banks, Spider Loc",I Don't Know Officer,spotify:track:2XieknkRh45OazRNJEUJJ9,272573,43,2005-01-01
2667,New York,Jay-Z,Stick 2 the Script,spotify:track:2K0m1SldFgWl3TrYg3Vu0i,248733,35,2000-10-31
2668,New York,Tommy Dorsey,How About You?,spotify:track:3No3PwBncEofNrBuSfldh3,173293,16,2005-09-19
2669,New York,Ludacris,Pimpin' All Over the World,spotify:track:6VixoRqnikN4QqegoKUSbH,329626,56,2004-01-01
2670,New York,Ludacris,"Pimpin' All Over the World [12"" Version Edited]",error,error,error,error
2671,New York,DMX,Ruff Ryders Anthem,spotify:track:1BKT2I9x4RGKaKqW4up34s,214440,68,1998-05-01
2672,New York,DMX,I Don't Dance,spotify:track:0MO8aVNj5cHI7je07TamaY,207359,56,2012-08-07
2673,New York,"Jason Derulo, 2 Chainz",Talk Dirty [Steve Smart & Westfunk Remix],error,error,error,error
2674,New York,50 Cent,Animal Ambition,spotify:track:4dJ9N1dZmX5ON6bpEsC334,188287,40,2014-06-03
2675,New York,The Game,Death Row Chain,spotify:track:7njIS46ZtTjgIFkCinPUlM,215510,26,2016-06-17
2676,New York,The Notorious B.I.G.,Rap Phenomenon,spotify:track:4m9Iudipxb9gpGNLG2LoQs,242093,51,1999
2677,New York,Nicki Minaj,LLC,spotify:track:7CKR3FcBqSsGcgce0ECe1z,221853,54,2018-08-10
2678,New York,Martha & the Vandellas,Dancing In The Street,spotify:track:6rLqjzGV5VMLDWEnuUqi8q,165226,69,1965-01-01
2679,New York,The Mamas & the Papas,Dancing In The Street,spotify:track:1Vv7ZtyDro81xmznV48gF6,229106,42,1966-08-30
2680,New York,Boogie Down Productions,Part Time Suckers,spotify:track:69T0mvxWUqc2EnKEjQXbwg,331800,20,1988-05-31
2681,New York,"Ethel Merman, Gypsy (Original Broadway Cast Recording)",Some People [Demo],spotify:track:61kB0YjOu5Tw8qvOyRBiby,248266,4,1959
2682,New York,Gorillaz,The Apprentice,spotify:track:67fRHOlaYQQFG67D9DkdnW,234933,55,2017-04-28
2683,New York,Countdown Mix Masters,Pop Muzik,spotify:track:4pAHeS3uagTnyZG4p4HjDh,197000,0,1999
2684,New York,Lil Wayne,Profit,spotify:track:4CQSoaVsTy9wX4txObp0ue,307253,21,2006-11-14
2685,New York,Hank Jones,I'm More Than Satisfied,spotify:track:2c3H1VvQyVMkX5XHT3u5d3,207000,1,1992-01-01
2686,New York,Nas,The G.O.D.,spotify:track:3Mau3nU0sqcxc5z8vHmTYR,127600,46,2006-09-26
2687,New York,Method Man,Judgement Day,spotify:track:4m3cBz9bSuRiStMJ6KgHMG,360293,39,1998-10-11
2688,New York,Erick Sermon,Fire,spotify:track:50ymhLyNkRnLFs6QPFSAoz,301101,20,2017-11-28
2689,New York,Carpenters,Dancing in the Street,spotify:track:62SbOiGh792DEAVdWz8Ocd,118853,16,2001-08-01
2690,New York,"Ryan Leslie, Kanye West, Lloyd Banks, Pusha T, John Legend, Kid Cudi",Christian Dior Denim Flow,error,error,error,error
2691,New York,"Shanell, Lil Wayne, Jae Millz, Gudda Gudda",Duck,spotify:track:6wH4FKOBuu57avxTL7kasR,292800,37,2010-11-08
2692,New York,"Fabolous, Trey Songz, Nicki Minaj",Doin It Well,error,error,error,error
2693,New York,"The Notorious B.I.G., P. Diddy, Rick Ross",Watcha Gon' Do?,spotify:track:7IsUuFvoke7paTzEBCPzlf,248540,42,2017-07-22
2694,New York,A.D.O.R.,Superfly,spotify:track:1ke2jTw4lnd5NTKvLhMpX8,169626,0,2018-08-03
2695,New York,Akbar,Take It There,error,error,error,error
2696,New York,"Sophia Akkara, Dr.Zeus, Mister You, DJ Kayz",Jugni Ji,spotify:track:70y7gzZLKEZWv144BGDSMy,159381,15,2015-06-15
2697,New York,Alexander 23,Dirty AF1s,spotify:track:6J1jIKelO3HerpKnTEVVMe,137000,63,2019-10-25
2698,New York,Wiz Khalifa,'Bout Ya'll,spotify:track:2qDldeyMSzeAaWvGUMYhiu,242430,29,2009-11-24
2699,New York,Lady Gaga,Yoü And I,spotify:track:6rkAY9rk1NTFB94QxG3LJR,307346,60,2011-01-01
2700,New York,Van Morrison,Drumshanbo Hustle,spotify:track:7JPhJm4qq9H3LB0YL66JIh,288560,17,1998-06-16
2701,New York,Snoop Dogg,My Heat Goes Boom,spotify:track:2wMBD5IM6wMY22yMgkXfK5,220773,34,1999-01-01
2702,New York,John Denver,One World,spotify:track:2NPBVN6mf29hsMamex2R7p,172240,28,1986-06-01
2703,New York,Perry Como,First Class Private Mary Brown,error,error,error,error
2704,New York,James Cotton,Honky Tonk Women,spotify:track:2EAyQtWivMGhCn0iLif0DE,207461,2,2016-07-23
2705,New York,Nelly,Country Grammar (Hot...),spotify:track:3wMUvT6eIw2L5cZFG1yH9j,287000,70,2000-06-27
2706,New York,Bee Gees,High Civilization,spotify:track:5XRCGZ9hgMAZhf0tFXXztP,330693,21,1991-03-25
2707,New York,Pete Seeger,Wabash Cannonball,spotify:track:3RwnnX808AH8WOgEB88myN,224444,10,1982
2708,New York,David Bowie,Pablo Picasso,spotify:track:4vYDJ1J9H4dvbysXL4WrdN,244693,31,2003-09-16
2709,New York,David Bowie,Looking for Water,spotify:track:2AjaZivwedf4aiLhxKeaLn,208493,27,2003-09-16
2710,New York,The Neptunes,If,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,208687,87,2019-10-17
2711,New York,50 Cent,In da Club,spotify:track:4RY96Asd9IefaL3X4LOLZ8,193466,71,2003-02-06
2712,New York,The Who,Water [DVD],spotify:track:3gdIbcSMw4UQouRbpSkaHG,237520,25,2009-08-10
2713,New York,R. Kelly,I'm About to Get Her,spotify:track:1bjqqbUbqTpQ8LfEgV04zy,261880,19,2004-08-31
2714,New York,T.I.,Countdown,spotify:track:41bOz6kYyAqC25pMrprDbV,295826,30,2004-11-28
2715,New York,50 Cent,Drama Never Ends,spotify:track:6814K8HVe6Kof32m54iFMf,196080,36,2015-07-24
2716,New York,Neil Young,One of These Days,spotify:track:0EAJ0xn42jBzzD9BRJA0I8,297840,45,1992-11-02
2717,New York,Barry Manilow,Sweetwater Jones,spotify:track:2T8lvVj6K5nbbCI85UoRGo,149666,9,1973
2718,New York,Tony Bennett,You're All the World to Me,spotify:track:5HlMUQuzjkdhv5Y7ix2HZR,135560,11,1994-06-28
2719,New York,Ice-T,409,spotify:track:3HXwim3FTqWtOjqn7Ko5zS,322093,14,1987
2720,New York,Joan Baez,Famous Blue Raincoat,spotify:track:61tmBKrQ36zC737Y452g7r,298600,16,2017-04-07
2721,New York,Funkadelic,Loose Booty,spotify:track:44X6xVpzxbzTcKSsgHeuHY,294573,27,1972-05-22
2722,New York,Mel Tormé,Around the World [Previously Unreleased Track],error,error,error,error
2723,New York,The Black Eyed Peas,Positivity,spotify:track:0mEQEebRFuHDBirUn8Dh3V,485360,20,1998
2724,New York,Redman,Steppin' It Up,spotify:track:0OhHqIEtDur5NeMooGOs81,201933,41,1998-09-29
2725,New York,A Tribe Called Quest,His Name Is Mutty Ranks,spotify:track:5aZFsy9YX9jqP7v7Hxhjam,116266,31,1998-09-29
2726,New York,DMX,Get Wild,spotify:track:0NC8v459J2g0oeJz7ReNR7,192400,21,2005-07-26
2727,New York,Bette Midler,I Love Being Here with You,spotify:track:0w61d3hCTvsm49M3poyv6X,166373,15,2005-10-24
2728,New York,The Who,Face the Face [DVD],error,error,error,error
2729,New York,Beanie Sigel,Kiss Your Ass Goodbye [Remix],error,error,error,error
2730,New York,Jamie Foxx,Georgia,spotify:track:4Oany7rm9uIi7TLlaBjouD,261293,47,2005-01-01
2731,New York,Field Mob,Georgia,spotify:track:4Oany7rm9uIi7TLlaBjouD,261293,47,2005-01-01
2732,New York,Eminem,There They Go,error,error,error,error
2733,New York,Game,Outro (Red Bandanna),error,error,error,error
2734,New York,"Fat Joe, The Game",Breathe and Stop,spotify:track:5iKTC9q7YzaaSI95SwGY7z,224800,21,2006-11-14
2735,New York,Fall Out Boy,I've Got All This Ringing in My Ears and None on My Fingers,spotify:track:1CRVvwUopaV42bAEvoh194,246533,47,2007-01-01
2736,New York,Lil' Flip,I Get Money,spotify:track:1gnp2kXZiPVgdaJ4N471Nn,221133,8,2007
2737,New York,Tha Dogg Pound,Can't Get Enough,spotify:track:01Io8BbHvpaajXC9nZz1MY,292933,7,2007-03-27
2738,New York,Lena Horne,I've Grown Accustomed to His Face,spotify:track:1AICybWM856EwiJlfOVOAa,230901,1,1976-07-29
2739,New York,Dr. Dre,Come & Go,spotify:track:75yIsuTbyA9exV9suXYrWD,286093,38,1989-06-20
2740,New York,50 Cent,Follow My Lead,spotify:track:5WJM9xL8Ibk0J3LAwppN7O,197600,36,2007-01-01
2741,New York,Yellowcard,Gifts and Curses,spotify:track:5kdsqEZDf47XcvndXZObqu,294706,10,2005-05-31
2742,New York,Ludacris,Ya Heard,spotify:track:6Sh9HdzdNkqEbMIkr7NZDG,244746,33,2008-01-01
2743,New York,Common,Angel,spotify:track:4fkYAFMYzZjRpZS5VUSrWX,268093,39,2008-01-01
2744,New York,The Game,Spanglish [Bonus Track],error,error,error,error
2745,New York,Nas,I'm On,spotify:track:3MrKKoaRw7n2jhPcZuSJj9,164373,30,2015-01-01
2746,New York,Grandmaster Flash,Tribute to the Breakdancer,spotify:track:0pMffAyFB7faj15MbGhAjT,200200,13,2009-02-23
2747,New York,The Dubliners,The Irish Rover,spotify:track:65op66sEX5QUbY0wKiCcoU,248279,36,1988-09-05
2748,New York,Bing Crosby,I've Grown Accustomed to Her Face,error,error,error,error
2749,New York,Mary J. Blige,Tonight,spotify:track:5FNctjXXKZfdkdXYb6LD1c,240573,20,2009-01-01
2750,New York,Lil Wayne,Streets Is Watchin',spotify:track:35KLHRj8ckyjkiusPjaaia,92853,0,2005-12-23
2751,New York,Pitbull,Rep My City,spotify:track:6Qnmtkm4mzov4HgQccPMU7,218306,20,2010-03-02
2752,New York,Rosemary Clooney,A Little Bit Independant,error,error,error,error
2753,New York,50 Cent,"OK, You're Right",spotify:track:3jpSPbCacCyni2gRVFcqGU,184706,40,2009-01-01
2754,New York,Christina Aguilera,Woohoo,spotify:track:3b7jMtkPU3aPulz6AvBGBD,328280,47,2010-06-08
2755,New York,Julie Andrews,I've Grown Accustomed To Her Face,spotify:track:7pUjlBcDKg5qfOVuWvZF3g,148533,2,2014-03-13
2756,New York,50 Cent,Position of Power,spotify:track:52wETCk0o87LhIGFdngdQL,192293,49,2005-03-03
2757,New York,Jason Aldean,Fly Over States,spotify:track:17X2tSzibD9n9QRjdExcWT,218200,62,2010-11-02
2758,New York,Dr. Dre,The Watcher 2,spotify:track:23qpfRkkOK4IrbVxIHQQIC,356000,47,2002-11-12
2759,New York,Eric Clapton,Bright Lights,spotify:track:3CzPCmtTkRO9528twY4j2l,197436,1,2017-06-09
2760,New York,Skepta,"Hello Good Morning [""Diddy Dirty Money"" Grime Remix]",error,error,error,error
2761,New York,Lady Gaga,Heavy Metal Lover,spotify:track:5yhw9YeXOh3kYCn2NII9bW,252546,43,2011-01-01
2762,New York,Busta Rhymes,Sleep When I'm Gone,spotify:track:1kl642QZVVjGue8pQoybVr,322146,25,2011-01-01
2763,New York,Crooked I,Take My City,spotify:track:7w8minHOzpAEvx204lWLUg,248306,26,2011-10-11
2764,New York,Lady Gaga,Yoü and I [Wild Beasts Remix],spotify:track:5oNeiH3v0MtS4jQjwrSzQ4,230840,17,2011-01-01
2765,New York,Lady Gaga,Yoü and I,spotify:track:6rkAY9rk1NTFB94QxG3LJR,307346,60,2011-01-01
2766,New York,Nelly,Country Grammar,spotify:track:3wMUvT6eIw2L5cZFG1yH9j,287000,70,2000-06-27
2767,New York,Future,Permanent Scar,spotify:track:1vtsyVyc9DIqTPeRTdnn7j,245480,24,2012-04-17
2768,New York,John Mayer,"Whiskey, Whiskey, Whiskey",spotify:track:50YQFbfIVk2XMnVFKAuuib,278666,51,2012-05-18
2769,New York,Tank,Compliments,spotify:track:0XHHeTdIIxDujqC1H1dYYW,252200,35,2012-05-08
2770,New York,Jerry Douglas,The Boxer,spotify:track:04Dqz6T7vL4APHblHSdR4q,245400,55,2012-09-25
2771,New York,Gucci Mane,Damn Shawty,spotify:track:70x8jaGWewqARgaI3xfSTe,251573,14,2005
2772,New York,"John Williams, Boston Pops Orchestra, Tanglewood Festival Chorus",This Land Is Your Land,spotify:track:5hF5VODEuBVFNTVu7j3NrL,295200,45,2013-06-14
2773,New York,RZA,Six Directions of Boxing,error,error,error,error
2774,New York,Glen Campbell,Postcard from Paris,spotify:track:1yQvZ3I7inejMDkAmnjTEK,272973,29,2017-06-09
2775,New York,DMX,We Go Hard,spotify:track:3hXa69QwJH06kOCa6Hx5eH,216826,26,2003-01-01
2776,New York,Rick Ross,Hood Billionaire,spotify:track:29LiigbIMCfy7oeS8eBCFk,237400,33,2014-11-24
2777,New York,J. Cole,Apparently,spotify:track:1HNs07uZxZniPNmniw2GTa,293040,68,2014-12-09
2778,New York,Robin Thicke,Teach U a Lesson,spotify:track:124MqYI6KiK8lJRKWiq394,268746,39,2006-01-01
2779,New York,Game,I Grew Up On Wu-Tang,spotify:track:5xuNJeEJqAToibSMMqv64H,175093,33,2016-10-14
2780,New York,Ed Sheeran,Dreams,spotify:track:6yca1we9YZcMb3ewA1S6Bz,301503,34,2015-04-13
2781,New York,The Rolling Stones,Undercover (Of The Night) [Dub],error,error,error,error
2782,New York,George Benson,Havana Moon,spotify:track:5IC27Ua939LVNPQmtFvAM0,294440,17,2019-04-26
2783,New York,Snoop Dogg,Mount Kushmore,spotify:track:1rV7Uaerzx6qwmhF89qfGL,228297,38,2017-05-19
2784,New York,Wu-Tang,Message,spotify:track:0y0OaPtbP9n2hj3FO0KmPy,125190,26,2017-10-13
2785,New York,Christina Aguilera,Accelerate,spotify:track:0iSDDumvHTzv6we9Yr1HzY,243061,46,2018-06-15
2786,New York,Logic,100 Miles and Running,spotify:track:4CstQ0SUkl0YkoeZkIZlIx,353453,58,2018-09-28
2787,New York,Future,Live Off My Closet,spotify:track:6AyWdCtEn1DdxjnxPeojR2,173061,67,2020-02-28
2788,New York,Wyclef Jean,It Doesn't Matter [Remix],error,error,error,error
2789,New York,Jadakiss,Realest In The Game,spotify:track:1iklXRwvHxcPliOWLKODth,342986,30,2015-12-11
2790,New York,Method Man,Got to Have It,spotify:track:1JkrWCnQrSZpNRxpAMXzlW,253786,56,2006-01-01
2791,New York,Jadakiss,Realest in the Game,spotify:track:1iklXRwvHxcPliOWLKODth,342986,30,2015-12-11
2792,New York,They Might Be Giants,Where Do They Make Balloons?,spotify:track:4MCaDnruxrWHrNRjwW20cN,160986,17,2002-06-11
2793,New York,Ja Rule,Only Begotten Son,spotify:track:0JyFHwHBRo2zuQCr8VpXG5,295866,23,1999-01-01
2794,New York,Too Short,Buy You Some,spotify:track:3goLJ8aMxxW6GwFPjb6MVM,315600,29,1996-05-21
2795,New York,Too Short,Can't Stop,spotify:track:2qS0Sq868Ze8o8ZyHuWbwN,194666,17,2010-01-01
2796,New York,Reba McEntire,State of Grace,spotify:track:7kbjGQqSe3LFtUGuCEq0cG,211333,14,1996-01-01
2797,New York,Kenny Rogers,I'll Just Write My Music and Sing My Songs,spotify:track:2SGtZRJCEaShzEZ18B94FW,178853,8,1977-07-25
2798,New York,Ja Rule,Bout My Business,spotify:track:3m3eGV3fvU9iCmZLvZyVP2,218906,18,2004-01-01
2799,New York,Ja Rule,Passion,spotify:track:26hH2nOMyRkKwZ41tfomE5,517306,22,2004-01-01
2800,New York,Nas,Everything,spotify:track:3XaNHbNa9Chz9plhRpcaof,452504,50,2018-06-15
2801,New York,Young Thug,Never Had It,spotify:track:0xkWhXID4JvV36qh0ptR87,254520,49,2015-04-16
2802,New York,A$AP Rocky,R-Cali,spotify:track:2oMOqX9k4k16odibNkYyrD,139706,59,2013-09-24
2803,New York,Kid Rock,Devil Without a Cause,spotify:track:0p7H3kcuqKSzrJhEEAQZKc,332640,52,1998-08-05
2804,New York,Salt-N-Pepa,Brand New,spotify:track:6718y0qpvbnPu57XfuaIaS,240600,26,1997-10-21
2805,New York,Ricardo Arjona,Mesias,spotify:track:3EctzSBpv2WPuEMKibXUVf,281773,35,2000
2806,New York,Method Man,It's That Wu Shit,spotify:track:0QfC0dhgYouUvFRPP8KgB6,191466,18,2010-01-01
2807,New York,Rick Springfield,Orpheus in the Underworld,spotify:track:2HsImbV0ojgC55hrIRoA2y,607757,9,2018-01-26
2808,New York,Public Enemy,Power to the People,spotify:track:3Ki7LceZVmcQINetqAbTWD,230333,30,1990-04-10
2809,New York,Public Enemy,Get the F*** Outta Dodge,spotify:track:1Wi0IEzu6G07xEdf0QPE9T,158173,24,1991-10-01
2810,New York,Lee Konitz,How About You?,spotify:track:4kqwuRv2pSab1qfFssO41E,554906,3,1994-01-01
2811,New York,2 Live Crew,Get Loose Now,spotify:track:5DWRniGdgzIWuHe9gtbE3W,276373,21,1989-03-20
2812,New York,EPMD,It's My Thing,spotify:track:7BfnmWeEBPLWsIEfybTBYT,342346,35,1988-06-07
2813,New York,Dwight Yoakam,"I'm Bad, I'm Nationwide",spotify:track:4W0xLDc96SIRQh8oLQPCPP,254413,18,2014-09-23
2814,New York,Bobbie Gentry,Fancy,spotify:track:6aarvZBVzYo3sp4NYOBqCp,258912,40,1970-05-01
2815,New York,Eric Carmen,You Need Some Lovin',spotify:track:4LUn5qOv5v7f9Er9FdYV69,242893,12,1980-01-01
2816,New York,Cardi B,Press,spotify:track:6dPyzkyZwoj9LqjQXOFdVv,143791,69,2019-05-31
2817,New York,Kidz Bop Kids,Kids in America,spotify:track:4oY5hEtR2Og6UC5ksdbdP2,182133,11,2008-01-01
2818,New York,LA the Darkman,I Want It All,spotify:track:77rH0aOnvnNtKBbMeaciUx,257613,12,1998-01-01
2819,New York,Skyhooks,This Town Is Boring,error,error,error,error
2820,New York,Tina Rainford,Silverbird,spotify:track:6NIHgosWxpE0bxbJRyLayh,235493,20,2013-08-10
2821,New York,The Barrel Club,It's a Great Day for the Irish,spotify:track:7hAVP9CxDhpanX3Xgv75ce,145866,5,1994-07-04
2822,New York,Kid Fresh,Raise the Roof,spotify:track:2ZXLbqietzn3JWl70BwWmi,44636,0,2016-05-31
2823,New York,Miko Mission,Pop Muzik,error,error,error,error
2824,New York,The Hit Crew,It's a Great Day for the Irish,spotify:track:1tsUFfz26LSX2MUwxIVBYB,107413,0,2007-07-10
2825,New York,Bambee,Supermodel,spotify:track:1iLtJJEOOMzUdo66Fc4FZh,199840,8,1999
2826,New York,Kill Your Idols,It Ain't All Hugs and Handshakes,error,error,error,error
2827,New York,Hit Crew,It's a Great Day for the Irish,spotify:track:1tsUFfz26LSX2MUwxIVBYB,107413,0,2007-07-10
2828,New York,Die Toten Hosen,Sheena Is a Punkrocker,spotify:track:1peYe9eUd5UjLqZT96JWCY,161440,18,1996
2829,New York,Big Ali,Donne-moi le la,spotify:track:6rU5Q1XtNiezXCaX6aD2WR,251626,0,2017-09-26
2830,New York,International Festival Orchestra,It's a Great Day for the Irish,spotify:track:5PYS500tAmPjrlkPUTgop3,168866,0,2010-07-01
2831,New York,Michael Feeney,It's a Great Day for the Irish,spotify:track:7gYg5MxDg4eO6oXJqFRm4A,110466,0,1991
2832,New York,Nuclear Rabbit,Bowling for Midgets,spotify:track:0znBjEip3CV2kn1jjIEzCV,287080,7,1997
2833,New York,Blumentopf,Rendezvous (Ich und Du),error,error,error,error
2834,New York,Bodies Without Organs,Sunshine in the Rain,spotify:track:43FNjY0ssx9y8t5zVQMkiL,246755,2,2014-08-21
2835,New York,J,Rock 'N' Roll,spotify:track:43FNjY0ssx9y8t5zVQMkiL,246755,2,2014-08-21
2836,New York,Joe Purdy,Walking Down,spotify:track:5r0roOVWcwE25e2fS1iSBx,269666,11,2006-01-01
2837,New York,Howard Carpendale,Shine On,spotify:track:5FAkAQdefFHiyVmqcnFvVW,245100,0,2011-02-11
2838,New York,Global Deejays,Sound of San Francisco [Progressive Ext. Mix],spotify:track:4QbJKFxSZxRa07H0BkWsjj,343093,12,2011-11-04
2839,New York,BwO,Sunshine in the Rain,spotify:track:4PZT9cSj0INWJSwx0WhTVD,213413,21,2018-05-11
2840,New York,Solomon Childs,Out Think Me Now [Original Version; Version],error,error,error,error
2841,New York,Gord Bamford,She Can Bring It,spotify:track:65WcjgwztnGnViYqeeX1sn,172773,5,2010
2842,New York,Oliver Cheatham,Get Down Saturday Night,spotify:track:5Gb4nZ8IkPlbGYtzOLFu8N,234000,57,2020-02-28
2843,New York,Lucenzo,Vem Dancar Kuduro [Radio Single],error,error,error,error
2844,New York,Shebang,Sheena Is a Punkrocker,error,error,error,error
2845,New York,Big Ali,Vem Dancar Kuduro Remixes [Raf Marchesini Rework Radio Edit],error,error,error,error
2846,New York,Dallas Smith,What Kinda Love,spotify:track:4fyqCnKKBOm032RCDqOnzS,188172,24,2020-01-10
2847,New York,Johannes Oerding,Einfach Nur Weg,spotify:track:0sH7a3Ndp5JxsPhNPjbUKn,217093,7,2012-11-02
2848,New York,Rapsody,Destiny,spotify:track:6lzI8H8vPVCvbBIFtkbpmW,148548,11,2012-08-28
2849,New York,Lexy & K-Paul,U.S.A.,spotify:track:5ulIoA4LoQbUiA8qWKxfBN,345795,6,2013-04-12
2850,New York,Revolverheld,Hinter der Elbe New York,spotify:track:2mpQ7VaCkHEGdjaW2Z1QHv,232506,25,2013-09-20
2851,New York,Choc Quib Town,No Te Espero Más,spotify:track:2mkkNEwFsLth8fZd7SwBwM,246960,27,2015-05-05
2852,New York,Tigertown,Lonely Cities,spotify:track:2dU9TgwQvr3iPpmH1MEZWX,218800,40,2016-02-05
2853,New York,The Elderberries,Like a Bull,spotify:track:7o1NbCUrpvqxFZgwPEh5Ur,180986,1,2007-03-20
2854,New York,Die Toten Hosen,Hip Hop Bommi Bop,spotify:track:3lGCQ0wHxqGbnQXhvV4E89,266386,9,1984-11-19
2855,New York,Saak,Waze,spotify:track:690SkvEYiCltP52gPXffyG,198173,40,2019-03-01
2856,New York,Porches,Skinny Trees,spotify:track:2lFIZ9NtRFvbxzhig7V8Bt,126840,22,2013-08-27
2857,New York,The Town Heroes,New York City,spotify:track:2cH1Cf9UC88gAJ0dHlcXMi,107893,0,2015-11-13
2858,New York,IAM,Once Upon A Time,spotify:track:6zeVy6qNRseLq13YhgQkaM,308680,24,2019-11-22
2859,New York,Farid Bang,Tuareg,spotify:track:6u3iePf4NMQMnsx3ch2Fxs,129360,31,2019-12-06
2860,New York,Ufo361,Final Fantasy,spotify:track:4rD3luOvJQ9meRCBG7WPER,177989,60,2020-04-24
2861,New York,RIZE,Music,spotify:track:2VWWCyzjWLXyDp6qNQd3LR,395418,30,2013-10-08
2862,New York,Big Ali,Vem Dancar Kuduro [Lucenzo solo],error,error,error,error
2863,New York,"Brandon Beal, Olivia Holt",Paradise,spotify:track:1W8TsX5pcMOwFsAmn5IFDy,228860,35,2017-04-21
2864,New York,Michael Trent,The Winner,spotify:track:6RS2GwoCdKy3rMyn2z9dyC,211644,20,2010-04-20
2865,New York,Veysel,Bruder,spotify:track:5R1Tv8SO02AEUhpNCSK3TO,207786,43,2018-11-30
2866,New York,Die Orsons,Ewigkeit im Loop,spotify:track:5YBzue7yrM11HsmobPTAcr,306101,31,2019-04-11
2867,New York,Tryö,Pas banal,spotify:track:5eQyXGiahGvJGzbPb7HfJP,205613,19,2012
2868,New York,Charlotte Cornfield,Release,spotify:track:32M9t1Y9jkMxEJOJMYtk3O,197811,8,2019-04-05
2869,New York,Cyril Mokaiesh,Clôture,spotify:track:1FmnuTcP7bPVW6bR41NFCU,308400,7,2016-11-16
2870,New York,Max Prosa,Seiltanz [Studio 54 Mix],spotify:track:78V4A4EuAq47wNfJgTu5Du,230693,8,2017-03-31
2871,New York,Lucenzo,Vem Dancar Kuduro,spotify:track:4gZmh4Rh6HL8UFl6RBU6R7,205087,41,2011-11-01
2872,New York,Princess Nokia,Bart Simpson,spotify:track:1mTymOohmNmDtuxDIGAEgK,214500,47,2017-09-08
2873,New York,Trettmann,New York,spotify:track:5KDa6clXFARrCU0H71qCnu,226917,54,2017-09-29
2874,New York,Ours,Chacun y voit,spotify:track:7uWaJ5pMtTWoFxmJl8hpsa,227306,4,2017-10-06
