,Unnamed: 0,city,state,artist,song,uris,popularity,date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error,error.status,error.message
2043,2043,Carolina,Puerto Rico,Little Brother,Carolina Agents,spotify:track:4SfG3UjXzbTh4Pl2QoB09u,10,2005-10-04,0.512,0.907,5.0,-6.009,0.0,0.17,0.0856,0.0,0.255,0.815,99.054,audio_features,4SfG3UjXzbTh4Pl2QoB09u,spotify:track:4SfG3UjXzbTh4Pl2QoB09u,https://api.spotify.com/v1/tracks/4SfG3UjXzbTh4Pl2QoB09u,https://api.spotify.com/v1/audio-analysis/4SfG3UjXzbTh4Pl2QoB09u,217760.0,4.0,,,
2044,2044,Carolina,Puerto Rico,The Cadillac Three,I'm Southern,spotify:track:2I8WLnpGYZsbQDU0JOtdYz,39,2012-01-01,0.503,0.887,7.0,-5.394,1.0,0.0663,0.0701,0.0,0.16,0.513,150.15,audio_features,2I8WLnpGYZsbQDU0JOtdYz,spotify:track:2I8WLnpGYZsbQDU0JOtdYz,https://api.spotify.com/v1/tracks/2I8WLnpGYZsbQDU0JOtdYz,https://api.spotify.com/v1/audio-analysis/2I8WLnpGYZsbQDU0JOtdYz,187827.0,4.0,,,
2045,2045,Carolina,Puerto Rico,Alexa Rose,The Leaving Kind,spotify:track:2DSqSCP6NRstsDNMywpRz0,11,2019-10-04,0.514,0.457,11.0,-8.882,1.0,0.0278,0.864,0.00075,0.122,0.43,84.869,audio_features,2DSqSCP6NRstsDNMywpRz0,spotify:track:2DSqSCP6NRstsDNMywpRz0,https://api.spotify.com/v1/tracks/2DSqSCP6NRstsDNMywpRz0,https://api.spotify.com/v1/audio-analysis/2DSqSCP6NRstsDNMywpRz0,264000.0,4.0,,,
2046,2046,Carolina,Puerto Rico,Finnegan Bell,Carolina Line,spotify:track:7dhs5vNA2B8Yvwy3qKCwzT,4,2014-04-01,0.474,0.889,7.0,-5.709,1.0,0.0453,0.0612,0.0,0.0997,0.585,165.004,audio_features,7dhs5vNA2B8Yvwy3qKCwzT,spotify:track:7dhs5vNA2B8Yvwy3qKCwzT,https://api.spotify.com/v1/tracks/7dhs5vNA2B8Yvwy3qKCwzT,https://api.spotify.com/v1/audio-analysis/7dhs5vNA2B8Yvwy3qKCwzT,284067.0,4.0,,,
2047,2047,Carolina,Puerto Rico,Pablo Trujillo,Carolina,spotify:track:3bZ6r6QlYB9CWjTftpspSd,0,2013-10-15,0.598,0.408,6.0,-9.511,1.0,0.0247,0.712,0.0,0.105,0.367,90.015,audio_features,3bZ6r6QlYB9CWjTftpspSd,spotify:track:3bZ6r6QlYB9CWjTftpspSd,https://api.spotify.com/v1/tracks/3bZ6r6QlYB9CWjTftpspSd,https://api.spotify.com/v1/audio-analysis/3bZ6r6QlYB9CWjTftpspSd,211081.0,4.0,,,
2048,2048,Carolina,Puerto Rico,The Philosopher Kings,Dinah,spotify:track:1XS5vGKquDNjxU6gLQcKd2,42,1964,0.539,0.297,5.0,-10.684,0.0,0.0715,0.969,0.833,0.0686,0.609,171.123,audio_features,1XS5vGKquDNjxU6gLQcKd2,spotify:track:1XS5vGKquDNjxU6gLQcKd2,https://api.spotify.com/v1/tracks/1XS5vGKquDNjxU6gLQcKd2,https://api.spotify.com/v1/audio-analysis/1XS5vGKquDNjxU6gLQcKd2,148933.0,3.0,,,
2049,2049,Carolina,Puerto Rico,The Revelers,Dinah,spotify:track:42K66NSx7rVdjmMQ8DTxbQ,0,2009-01-01,0.275,0.134,6.0,-19.723,1.0,0.0667,0.987,0.00407,0.111,0.346,68.883,audio_features,42K66NSx7rVdjmMQ8DTxbQ,spotify:track:42K66NSx7rVdjmMQ8DTxbQ,https://api.spotify.com/v1/tracks/42K66NSx7rVdjmMQ8DTxbQ,https://api.spotify.com/v1/audio-analysis/42K66NSx7rVdjmMQ8DTxbQ,212533.0,4.0,,,
2050,2050,Carolina,Puerto Rico,Bernard O'Neil,Dinah,error,error,error,,,,,,,,,,,,,,,,,,,,,
2051,2051,Carolina,Puerto Rico,Chris Clifton,Dinah,spotify:track:5cHtGfNLlvxUk5s1bTuabK,0,1997,0.506,0.582,3.0,-9.387,1.0,0.0545,0.0625,0.0378,0.0924,0.864,139.391,audio_features,5cHtGfNLlvxUk5s1bTuabK,spotify:track:5cHtGfNLlvxUk5s1bTuabK,https://api.spotify.com/v1/tracks/5cHtGfNLlvxUk5s1bTuabK,https://api.spotify.com/v1/audio-analysis/5cHtGfNLlvxUk5s1bTuabK,169533.0,4.0,,,
2052,2052,Carolina,Puerto Rico,Count Basie Orchestra,Dinah,spotify:track:433l632DakzariVglbk3Fp,22,2011-07-01,0.697,0.203,3.0,-13.88,1.0,0.0507,0.817,0.0037,0.0626,0.792,138.824,audio_features,433l632DakzariVglbk3Fp,spotify:track:433l632DakzariVglbk3Fp,https://api.spotify.com/v1/tracks/433l632DakzariVglbk3Fp,https://api.spotify.com/v1/audio-analysis/433l632DakzariVglbk3Fp,174987.0,3.0,,,
2053,2053,Carolina,Puerto Rico,Boilermaker Jazz Band,Dinah,spotify:track:2J8X9Uo7qFwJdjVO1bG0Li,49,2014-02-21,0.588,0.454,2.0,-12.583,0.0,0.0502,0.554,0.426,0.105,0.432,177.941,audio_features,2J8X9Uo7qFwJdjVO1bG0Li,spotify:track:2J8X9Uo7qFwJdjVO1bG0Li,https://api.spotify.com/v1/tracks/2J8X9Uo7qFwJdjVO1bG0Li,https://api.spotify.com/v1/audio-analysis/2J8X9Uo7qFwJdjVO1bG0Li,319547.0,4.0,,,
2054,2054,Carolina,Puerto Rico,Teddy Wilson & His Sextet,Dinah,spotify:track:4dV4vv8ZSOUPRkTPhxQAlS,13,1956-01-01,0.439,0.195,7.0,-9.11,1.0,0.0383,0.973,1.13e-05,0.661,0.43,116.233,audio_features,4dV4vv8ZSOUPRkTPhxQAlS,spotify:track:4dV4vv8ZSOUPRkTPhxQAlS,https://api.spotify.com/v1/tracks/4dV4vv8ZSOUPRkTPhxQAlS,https://api.spotify.com/v1/audio-analysis/4dV4vv8ZSOUPRkTPhxQAlS,184133.0,4.0,,,
2055,2055,Carolina,Puerto Rico,Reinhold Svensson,Dinah,error,error,error,,,,,,,,,,,,,,,,,,,,,
2056,2056,Carolina,Puerto Rico,Washboard Rhythm Kings,Dinah,spotify:track:4AaNtc8NWCnqsjGu3QIL29,0,2008-01-01,0.628,0.562,8.0,-12.756,1.0,0.0429,0.0784,0.428,0.353,0.962,137.266,audio_features,4AaNtc8NWCnqsjGu3QIL29,spotify:track:4AaNtc8NWCnqsjGu3QIL29,https://api.spotify.com/v1/tracks/4AaNtc8NWCnqsjGu3QIL29,https://api.spotify.com/v1/audio-analysis/4AaNtc8NWCnqsjGu3QIL29,187598.0,4.0,,,
2057,2057,Carolina,Puerto Rico,Buddy Jewel,Sweet Southern Comfort,spotify:track:0tuEEuDijBNJxcLSIrMNsU,51,2003-07-01,0.495,0.612,2.0,-6.57,1.0,0.0303,0.41,0.0,0.0974,0.366,148.083,audio_features,0tuEEuDijBNJxcLSIrMNsU,spotify:track:0tuEEuDijBNJxcLSIrMNsU,https://api.spotify.com/v1/tracks/0tuEEuDijBNJxcLSIrMNsU,https://api.spotify.com/v1/audio-analysis/0tuEEuDijBNJxcLSIrMNsU,212907.0,4.0,,,
2058,2058,Carolina,Puerto Rico,Joe Strummer,Slant Six,spotify:track:1Y3ufJ7Nc6uLzzdGnmhl07,14,1989,0.439,0.906,2.0,-8.331,1.0,0.0411,0.0352,0.000645,0.131,0.659,140.636,audio_features,1Y3ufJ7Nc6uLzzdGnmhl07,spotify:track:1Y3ufJ7Nc6uLzzdGnmhl07,https://api.spotify.com/v1/tracks/1Y3ufJ7Nc6uLzzdGnmhl07,https://api.spotify.com/v1/audio-analysis/1Y3ufJ7Nc6uLzzdGnmhl07,184200.0,4.0,,,
2059,2059,Carolina,Puerto Rico,"Robert Earl Keen, Jr.",Theme: Road to No Return/Carolina,spotify:track:3EgsvdV0HDxBKf2zUyReUm,15,1998-10-27,0.529,0.272,9.0,-11.207,1.0,0.0311,0.464,0.000178,0.114,0.16,113.207,audio_features,3EgsvdV0HDxBKf2zUyReUm,spotify:track:3EgsvdV0HDxBKf2zUyReUm,https://api.spotify.com/v1/tracks/3EgsvdV0HDxBKf2zUyReUm,https://api.spotify.com/v1/audio-analysis/3EgsvdV0HDxBKf2zUyReUm,493907.0,3.0,,,
2060,2060,Carolina,Puerto Rico,Kool Keith,Clifton,spotify:track:3ZTt9n74Ar8nRAvSqnClLa,16,1999-05-01,0.816,0.484,9.0,-10.888,1.0,0.247,0.0309,0.0,0.66,0.78,87.169,audio_features,3ZTt9n74Ar8nRAvSqnClLa,spotify:track:3ZTt9n74Ar8nRAvSqnClLa,https://api.spotify.com/v1/tracks/3ZTt9n74Ar8nRAvSqnClLa,https://api.spotify.com/v1/audio-analysis/3ZTt9n74Ar8nRAvSqnClLa,289387.0,4.0,,,
2061,2061,Carolina,Puerto Rico,Brand Nubian,The Travel Jam,spotify:track:0gFR8uf96H8QMGWpIaKWsF,14,1993-01-12,0.598,0.55,11.0,-12.766,1.0,0.196,0.181,5.69e-06,0.177,0.704,204.123,audio_features,0gFR8uf96H8QMGWpIaKWsF,spotify:track:0gFR8uf96H8QMGWpIaKWsF,https://api.spotify.com/v1/tracks/0gFR8uf96H8QMGWpIaKWsF,https://api.spotify.com/v1/audio-analysis/0gFR8uf96H8QMGWpIaKWsF,233307.0,4.0,,,
2062,2062,Carolina,Puerto Rico,The Avett Brothers,Salina,spotify:track:0Mfwz6JTTMrwXo2XIj7WGU,42,2007-05-15,0.452,0.235,1.0,-10.178,1.0,0.0435,0.847,0.000438,0.135,0.0654,118.097,audio_features,0Mfwz6JTTMrwXo2XIj7WGU,spotify:track:0Mfwz6JTTMrwXo2XIj7WGU,https://api.spotify.com/v1/tracks/0Mfwz6JTTMrwXo2XIj7WGU,https://api.spotify.com/v1/audio-analysis/0Mfwz6JTTMrwXo2XIj7WGU,284040.0,4.0,,,
2063,2063,Carolina,Puerto Rico,Rick Fay,Dinah,spotify:track:1rCSGC4jxDReLXEYNiCbyk,0,2007-01-09,0.598,0.242,8.0,-16.881,1.0,0.048,0.8,0.00742,0.112,0.589,120.753,audio_features,1rCSGC4jxDReLXEYNiCbyk,spotify:track:1rCSGC4jxDReLXEYNiCbyk,https://api.spotify.com/v1/tracks/1rCSGC4jxDReLXEYNiCbyk,https://api.spotify.com/v1/audio-analysis/1rCSGC4jxDReLXEYNiCbyk,304627.0,4.0,,,
2064,2064,Carolina,Puerto Rico,Taylor Jay,Dinah,spotify:track:59517L3r0yUaL38xg0lmoy,0,2018-04-06,0.365,0.482,0.0,-14.451,0.0,0.0313,0.0645,0.825,0.266,0.0574,151.947,audio_features,59517L3r0yUaL38xg0lmoy,spotify:track:59517L3r0yUaL38xg0lmoy,https://api.spotify.com/v1/tracks/59517L3r0yUaL38xg0lmoy,https://api.spotify.com/v1/audio-analysis/59517L3r0yUaL38xg0lmoy,341867.0,3.0,,,
2065,2065,Carolina,Puerto Rico,Ray Noble & His Orchestra,Dinah,spotify:track:3WvkDcVgjUYeGeslygowvg,0,2011-02-10,0.667,0.204,8.0,-12.296,1.0,0.106,0.982,0.927,0.124,0.715,118.211,audio_features,3WvkDcVgjUYeGeslygowvg,spotify:track:3WvkDcVgjUYeGeslygowvg,https://api.spotify.com/v1/tracks/3WvkDcVgjUYeGeslygowvg,https://api.spotify.com/v1/audio-analysis/3WvkDcVgjUYeGeslygowvg,205880.0,4.0,,,
2066,2066,Carolina,Puerto Rico,Tokyo Police Club,Not Sick,spotify:track:4fAWyGWZwSoILCdiZzHCJM,24,2010,0.404,0.762,9.0,-5.346,1.0,0.0391,0.000633,0.00104,0.131,0.738,78.519,audio_features,4fAWyGWZwSoILCdiZzHCJM,spotify:track:4fAWyGWZwSoILCdiZzHCJM,https://api.spotify.com/v1/tracks/4fAWyGWZwSoILCdiZzHCJM,https://api.spotify.com/v1/audio-analysis/4fAWyGWZwSoILCdiZzHCJM,178360.0,4.0,,,
2067,2067,Carolina,Puerto Rico,Spoon,Cvantez,spotify:track:6mCuGez0BikHB24m0UHcyq,17,1996-04-23,0.549,0.8,9.0,-4.455,1.0,0.0297,0.117,0.00139,0.368,0.531,107.116,audio_features,6mCuGez0BikHB24m0UHcyq,spotify:track:6mCuGez0BikHB24m0UHcyq,https://api.spotify.com/v1/tracks/6mCuGez0BikHB24m0UHcyq,https://api.spotify.com/v1/audio-analysis/6mCuGez0BikHB24m0UHcyq,165547.0,3.0,,,
2068,2068,Carolina,Puerto Rico,Spoon,Cvantez,spotify:track:6mCuGez0BikHB24m0UHcyq,17,1996-04-23,0.549,0.8,9.0,-4.455,1.0,0.0297,0.117,0.00139,0.368,0.531,107.116,audio_features,6mCuGez0BikHB24m0UHcyq,spotify:track:6mCuGez0BikHB24m0UHcyq,https://api.spotify.com/v1/tracks/6mCuGez0BikHB24m0UHcyq,https://api.spotify.com/v1/audio-analysis/6mCuGez0BikHB24m0UHcyq,165547.0,3.0,,,
2069,2069,Carolina,Puerto Rico,David Nail,Fighter,spotify:track:4KGP3Q5xUDuhaqYtmlZeo2,30,2016-07-15,0.592,0.489,6.0,-8.211,1.0,0.0257,0.0432,0.0447,0.0686,0.383,83.995,audio_features,4KGP3Q5xUDuhaqYtmlZeo2,spotify:track:4KGP3Q5xUDuhaqYtmlZeo2,https://api.spotify.com/v1/tracks/4KGP3Q5xUDuhaqYtmlZeo2,https://api.spotify.com/v1/audio-analysis/4KGP3Q5xUDuhaqYtmlZeo2,276333.0,4.0,,,
2070,2070,Carolina,Puerto Rico,The Strokes,Hard to Explain,spotify:track:0OM9ri37LIbPc9hffwsyb1,57,2001-07-30,0.408,0.665,7.0,-6.286,1.0,0.0578,0.000456,0.863,0.0888,0.667,82.525,audio_features,0OM9ri37LIbPc9hffwsyb1,spotify:track:0OM9ri37LIbPc9hffwsyb1,https://api.spotify.com/v1/tracks/0OM9ri37LIbPc9hffwsyb1,https://api.spotify.com/v1/audio-analysis/0OM9ri37LIbPc9hffwsyb1,224333.0,4.0,,,
2071,2071,Carolina,Puerto Rico,Raekwon,Forecast,spotify:track:7dWRILFtlqqa7G6vYI7n13,13,1999-11-15,0.637,0.795,6.0,-7.25,1.0,0.569,0.119,0.0,0.146,0.631,178.661,audio_features,7dWRILFtlqqa7G6vYI7n13,spotify:track:7dWRILFtlqqa7G6vYI7n13,https://api.spotify.com/v1/tracks/7dWRILFtlqqa7G6vYI7n13,https://api.spotify.com/v1/audio-analysis/7dWRILFtlqqa7G6vYI7n13,188227.0,4.0,,,
2072,2072,Carolina,Puerto Rico,Collin Raye,Harder Cards,spotify:track:7bhMu5bknvrSBOG37xCcHo,5,2000-04-28,0.611,0.67,4.0,-5.941,1.0,0.0464,0.121,0.0,0.32,0.608,150.053,audio_features,7bhMu5bknvrSBOG37xCcHo,spotify:track:7bhMu5bknvrSBOG37xCcHo,https://api.spotify.com/v1/tracks/7bhMu5bknvrSBOG37xCcHo,https://api.spotify.com/v1/audio-analysis/7bhMu5bknvrSBOG37xCcHo,233546.0,4.0,,,
2073,2073,Carolina,Puerto Rico,Felix Mendelssohn & the Hawaiian Serenaders,Dinah,spotify:track:01qilnuzlfyLyk2gdx4WhA,2,2006-01-01,0.677,0.221,8.0,-14.404,1.0,0.0387,0.96,0.886,0.0948,0.872,164.655,audio_features,01qilnuzlfyLyk2gdx4WhA,spotify:track:01qilnuzlfyLyk2gdx4WhA,https://api.spotify.com/v1/tracks/01qilnuzlfyLyk2gdx4WhA,https://api.spotify.com/v1/audio-analysis/01qilnuzlfyLyk2gdx4WhA,203800.0,4.0,,,
2074,2074,Carolina,Puerto Rico,Joyce Santana,Asalto,spotify:track:6WH6EXTm3W4bVyjP3T6hGr,41,2020-05-08,0.91,0.836,8.0,-4.745,1.0,0.235,0.272,0.0,0.349,0.605,94.99,audio_features,6WH6EXTm3W4bVyjP3T6hGr,spotify:track:6WH6EXTm3W4bVyjP3T6hGr,https://api.spotify.com/v1/tracks/6WH6EXTm3W4bVyjP3T6hGr,https://api.spotify.com/v1/audio-analysis/6WH6EXTm3W4bVyjP3T6hGr,146250.0,4.0,,,
2075,2075,Carolina,Puerto Rico,Perikles,På andra sidan gatan,spotify:track:2UwxcBG72E5thbqXInucj6,20,2018-05-11,0.548,0.832,0.0,-6.736,1.0,0.0305,0.0179,2.19e-06,0.308,0.885,135.992,audio_features,2UwxcBG72E5thbqXInucj6,spotify:track:2UwxcBG72E5thbqXInucj6,https://api.spotify.com/v1/tracks/2UwxcBG72E5thbqXInucj6,https://api.spotify.com/v1/audio-analysis/2UwxcBG72E5thbqXInucj6,209533.0,4.0,,,
2076,2076,Carolina,Puerto Rico,Pure Prairie League,Falling in and out of Love,spotify:track:43tziUTRfXfrlFGbAVYm4r,41,1972,0.355,0.129,2.0,-20.989,1.0,0.0325,0.649,6.47e-05,0.0775,0.228,86.62,audio_features,43tziUTRfXfrlFGbAVYm4r,spotify:track:43tziUTRfXfrlFGbAVYm4r,https://api.spotify.com/v1/tracks/43tziUTRfXfrlFGbAVYm4r,https://api.spotify.com/v1/audio-analysis/43tziUTRfXfrlFGbAVYm4r,132307.0,4.0,,,
2077,2077,Carolina,Puerto Rico,"Almighty, Farruko",Panda (Spanish Version),error,error,error,,,,,,,,,,,,,,,,,,,,,
2078,2078,Carolina,Puerto Rico,Chase Rice,Eyes On You [Acoustic],spotify:track:1YGSgLkGrLzexPAw2AJBpJ,45,2019-03-01,0.717,0.459,9.0,-6.075,1.0,0.0412,0.433,1.89e-05,0.109,0.575,100.011,audio_features,1YGSgLkGrLzexPAw2AJBpJ,spotify:track:1YGSgLkGrLzexPAw2AJBpJ,https://api.spotify.com/v1/tracks/1YGSgLkGrLzexPAw2AJBpJ,https://api.spotify.com/v1/audio-analysis/1YGSgLkGrLzexPAw2AJBpJ,174576.0,4.0,,,
2079,2079,Carolina,Puerto Rico,Kevin Gates,Difficult,spotify:track:5712GbGUZYvWjMGx1ACJu4,66,2020-07-21,0.704,0.599,2.0,-7.797,1.0,0.271,0.13,0.0,0.155,0.539,118.886,audio_features,5712GbGUZYvWjMGx1ACJu4,spotify:track:5712GbGUZYvWjMGx1ACJu4,https://api.spotify.com/v1/tracks/5712GbGUZYvWjMGx1ACJu4,https://api.spotify.com/v1/audio-analysis/5712GbGUZYvWjMGx1ACJu4,260168.0,4.0,,,
2080,2080,Carolina,Puerto Rico,Magnetic Fields,All My Little Words,spotify:track:0IvBJ71GLPHCuFO9hRbWZA,51,1999-09-14,0.473,0.532,8.0,-7.744,1.0,0.0276,0.731,0.0117,0.0973,0.403,105.13,audio_features,0IvBJ71GLPHCuFO9hRbWZA,spotify:track:0IvBJ71GLPHCuFO9hRbWZA,https://api.spotify.com/v1/tracks/0IvBJ71GLPHCuFO9hRbWZA,https://api.spotify.com/v1/audio-analysis/0IvBJ71GLPHCuFO9hRbWZA,166133.0,4.0,,,
2081,2081,Carolina,Puerto Rico,UGK,Ridin' Dirty,spotify:track:22mhfCPBE5YzXWYekGJUdS,34,1996-07-30,0.733,0.531,11.0,-11.217,0.0,0.326,0.13,0.0,0.354,0.378,171.632,audio_features,22mhfCPBE5YzXWYekGJUdS,spotify:track:22mhfCPBE5YzXWYekGJUdS,https://api.spotify.com/v1/tracks/22mhfCPBE5YzXWYekGJUdS,https://api.spotify.com/v1/audio-analysis/22mhfCPBE5YzXWYekGJUdS,332627.0,4.0,,,
2082,2082,Carolina,Puerto Rico,Scarface,Ridin' Dirty,spotify:track:01B14fLkHsYName9xWYQBn,1,2006-10-10,0.749,0.883,9.0,-6.208,1.0,0.319,0.0135,0.0,0.27,0.617,166.067,audio_features,01B14fLkHsYName9xWYQBn,spotify:track:01B14fLkHsYName9xWYQBn,https://api.spotify.com/v1/tracks/01B14fLkHsYName9xWYQBn,https://api.spotify.com/v1/audio-analysis/01B14fLkHsYName9xWYQBn,260733.0,4.0,,,
2083,2083,Carolina,Puerto Rico,Aaron Tippin,When Country Took the Throne [Bonus Track],error,error,error,,,,,,,,,,,,,,,,,,,,,
2084,2084,Carolina,Puerto Rico,"Royce da 5'9""",Young World,spotify:track:3qEOHEsyBMSwmiE3wcCTLn,37,2020-02-21,0.697,0.643,10.0,-7.54,1.0,0.476,0.195,0.0,0.108,0.592,85.655,audio_features,3qEOHEsyBMSwmiE3wcCTLn,spotify:track:3qEOHEsyBMSwmiE3wcCTLn,https://api.spotify.com/v1/tracks/3qEOHEsyBMSwmiE3wcCTLn,https://api.spotify.com/v1/audio-analysis/3qEOHEsyBMSwmiE3wcCTLn,269506.0,4.0,,,
2085,2085,Carolina,Puerto Rico,Angelo Debarre,Dinah,spotify:track:2vBXFYfSkc6Q5b4lSL2MG1,0,1998-01-01,0.712,0.471,7.0,-14.31,1.0,0.0449,0.695,0.883,0.0848,0.912,131.868,audio_features,2vBXFYfSkc6Q5b4lSL2MG1,spotify:track:2vBXFYfSkc6Q5b4lSL2MG1,https://api.spotify.com/v1/tracks/2vBXFYfSkc6Q5b4lSL2MG1,https://api.spotify.com/v1/audio-analysis/2vBXFYfSkc6Q5b4lSL2MG1,192427.0,4.0,,,
2086,2086,Carolina,Puerto Rico,Baddazis,If You (With All),error,error,error,,,,,,,,,,,,,,,,,,,,,
2087,2087,Carolina,Puerto Rico,Stéphane Grappelli Quartet,Dinah,spotify:track:3Or4DTl1czaZklusJz1MxD,12,2020-01-24,0.645,0.415,2.0,-15.09,1.0,0.0613,0.39,0.0185,0.287,0.939,109.777,audio_features,3Or4DTl1czaZklusJz1MxD,spotify:track:3Or4DTl1czaZklusJz1MxD,https://api.spotify.com/v1/tracks/3Or4DTl1czaZklusJz1MxD,https://api.spotify.com/v1/audio-analysis/3Or4DTl1czaZklusJz1MxD,315138.0,4.0,,,
2088,2088,Carolina,Puerto Rico,Pasadena Roof Orchestra,Dinah,spotify:track:7Mta3gO9TkQbcxKYuCDKaa,0,2018-04-01,0.532,0.386,9.0,-11.768,1.0,0.0424,0.878,0.0646,0.134,0.677,186.069,audio_features,7Mta3gO9TkQbcxKYuCDKaa,spotify:track:7Mta3gO9TkQbcxKYuCDKaa,https://api.spotify.com/v1/tracks/7Mta3gO9TkQbcxKYuCDKaa,https://api.spotify.com/v1/audio-analysis/7Mta3gO9TkQbcxKYuCDKaa,191040.0,4.0,,,
2089,2089,Carolina,Puerto Rico,The Jazz Rascals,Dinah,spotify:track:1XS5vGKquDNjxU6gLQcKd2,42,1964,0.539,0.297,5.0,-10.684,0.0,0.0715,0.969,0.833,0.0686,0.609,171.123,audio_features,1XS5vGKquDNjxU6gLQcKd2,spotify:track:1XS5vGKquDNjxU6gLQcKd2,https://api.spotify.com/v1/tracks/1XS5vGKquDNjxU6gLQcKd2,https://api.spotify.com/v1/audio-analysis/1XS5vGKquDNjxU6gLQcKd2,148933.0,3.0,,,
2090,2090,Carolina,Puerto Rico,Troy Cory,Dinah,spotify:track:2gFdmLMhapAtFRIzrKAvbo,0,2017-07-14,0.598,0.652,9.0,-9.058,0.0,0.101,0.00146,0.543,0.0769,0.355,120.433,audio_features,2gFdmLMhapAtFRIzrKAvbo,spotify:track:2gFdmLMhapAtFRIzrKAvbo,https://api.spotify.com/v1/tracks/2gFdmLMhapAtFRIzrKAvbo,https://api.spotify.com/v1/audio-analysis/2gFdmLMhapAtFRIzrKAvbo,353813.0,4.0,,,
2091,2091,Carolina,Puerto Rico,Gigliola Cinquetti,Dinah (Introduzione),error,error,error,,,,,,,,,,,,,,,,,,,,,
2092,2092,Carolina,Puerto Rico,Felix Mendelssohn,Dinah,spotify:track:01qilnuzlfyLyk2gdx4WhA,2,2006-01-01,0.677,0.221,8.0,-14.404,1.0,0.0387,0.96,0.886,0.0948,0.872,164.655,audio_features,01qilnuzlfyLyk2gdx4WhA,spotify:track:01qilnuzlfyLyk2gdx4WhA,https://api.spotify.com/v1/tracks/01qilnuzlfyLyk2gdx4WhA,https://api.spotify.com/v1/audio-analysis/01qilnuzlfyLyk2gdx4WhA,203800.0,4.0,,,
2093,2093,Carolina,Puerto Rico,Kustbandet,Dinah,spotify:track:24LeMXDzwKrC8bNxNV0wpd,1,2000,0.438,0.303,8.0,-15.472,1.0,0.0776,0.857,0.328,0.13,0.657,183.381,audio_features,24LeMXDzwKrC8bNxNV0wpd,spotify:track:24LeMXDzwKrC8bNxNV0wpd,https://api.spotify.com/v1/tracks/24LeMXDzwKrC8bNxNV0wpd,https://api.spotify.com/v1/audio-analysis/24LeMXDzwKrC8bNxNV0wpd,323893.0,4.0,,,
2094,2094,Carolina,Puerto Rico,Kalmn Voros,Dinah,spotify:track:23wVOLUaRf9G958ZP5SR9H,0,2014-07-15,0.469,0.244,8.0,-17.603,1.0,0.0522,0.723,0.679,0.148,0.769,115.19,audio_features,23wVOLUaRf9G958ZP5SR9H,spotify:track:23wVOLUaRf9G958ZP5SR9H,https://api.spotify.com/v1/tracks/23wVOLUaRf9G958ZP5SR9H,https://api.spotify.com/v1/audio-analysis/23wVOLUaRf9G958ZP5SR9H,183133.0,4.0,,,
2095,2095,Carolina,Puerto Rico,Ed Townsend,Dinah,error,error,error,,,,,,,,,,,,,,,,,,,,,
2096,2096,Carolina,Puerto Rico,Allan Vaché,Dinah,spotify:track:3sAvjmLOjO6yoGu83p0xpy,0,2003,0.687,0.319,8.0,-9.712,1.0,0.0632,0.829,0.904,0.105,0.565,114.89,audio_features,3sAvjmLOjO6yoGu83p0xpy,spotify:track:3sAvjmLOjO6yoGu83p0xpy,https://api.spotify.com/v1/tracks/3sAvjmLOjO6yoGu83p0xpy,https://api.spotify.com/v1/audio-analysis/3sAvjmLOjO6yoGu83p0xpy,357000.0,4.0,,,
2097,2097,Carolina,Puerto Rico,Red Stick Ramblers,Dinah,spotify:track:2GWVYqd9haLXDKJvehH9gn,4,2003-09-23,0.74,0.505,9.0,-12.256,0.0,0.152,0.794,0.102,0.114,0.821,112.497,audio_features,2GWVYqd9haLXDKJvehH9gn,spotify:track:2GWVYqd9haLXDKJvehH9gn,https://api.spotify.com/v1/tracks/2GWVYqd9haLXDKJvehH9gn,https://api.spotify.com/v1/audio-analysis/2GWVYqd9haLXDKJvehH9gn,186827.0,4.0,,,
