,Unnamed: 0,city,state,artist,song,uris,popularity,date,error,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3867,3867,Reading,Pennsylvania,Black Velvet Flag,Stepping Stone,spotify:track:5cICSNqd2msYNvb2s2n5mD,1,1995,,0.47,0.566,4.0,-11.689,0.0,0.0799,0.119,0.000346,0.415,0.425,128.224,audio_features,5cICSNqd2msYNvb2s2n5mD,spotify:track:5cICSNqd2msYNvb2s2n5mD,https://api.spotify.com/v1/tracks/5cICSNqd2msYNvb2s2n5mD,https://api.spotify.com/v1/audio-analysis/5cICSNqd2msYNvb2s2n5mD,291067.0,4.0
3868,3868,Reading,Pennsylvania,Massivivid,Cobalt,error,error,error,,,,,,,,,,,,,,,,,,,
3869,3869,Reading,Pennsylvania,The Idols,(I'm Not Your) Steppin' Stone,spotify:track:7dvtNWoHd3ioEBmIl0s3In,46,1967-01-09,,0.537,0.677,5.0,-4.437,1.0,0.0301,0.0151,0.000199,0.0981,0.324,131.477,audio_features,7dvtNWoHd3ioEBmIl0s3In,spotify:track:7dvtNWoHd3ioEBmIl0s3In,https://api.spotify.com/v1/tracks/7dvtNWoHd3ioEBmIl0s3In,https://api.spotify.com/v1/audio-analysis/7dvtNWoHd3ioEBmIl0s3In,146533.0,4.0
3870,3870,Reading,Pennsylvania,Black Happy,Garlic,spotify:track:2XJM2Ve1uzuENg4Zgg60bG,7,1995-02-26,,0.554,0.681,2.0,-14.11,1.0,0.325,0.00871,0.00788,0.219,0.644,172.072,audio_features,2XJM2Ve1uzuENg4Zgg60bG,spotify:track:2XJM2Ve1uzuENg4Zgg60bG,https://api.spotify.com/v1/tracks/2XJM2Ve1uzuENg4Zgg60bG,https://api.spotify.com/v1/audio-analysis/2XJM2Ve1uzuENg4Zgg60bG,190093.0,4.0
3871,3871,Reading,Pennsylvania,Cigar,Dr. Jones,spotify:track:2nsakjvgjRpC6cOdy6e6ed,7,2018-11-02,,0.367,0.382,9.0,-9.669,1.0,0.0273,0.222,0.0,0.272,0.32,98.605,audio_features,2nsakjvgjRpC6cOdy6e6ed,spotify:track:2nsakjvgjRpC6cOdy6e6ed,https://api.spotify.com/v1/tracks/2nsakjvgjRpC6cOdy6e6ed,https://api.spotify.com/v1/audio-analysis/2nsakjvgjRpC6cOdy6e6ed,254462.0,3.0
3872,3872,Reading,Pennsylvania,Motion Man,Magnum Be I,spotify:track:3pPe5vc5aYV2cdUt11H54h,35,1976,,0.325,0.776,9.0,-6.503,1.0,0.0552,0.0388,0.206,0.111,0.202,105.929,audio_features,3pPe5vc5aYV2cdUt11H54h,spotify:track:3pPe5vc5aYV2cdUt11H54h,https://api.spotify.com/v1/tracks/3pPe5vc5aYV2cdUt11H54h,https://api.spotify.com/v1/audio-analysis/3pPe5vc5aYV2cdUt11H54h,505733.0,4.0
3873,3873,Reading,Pennsylvania,Color Theory,Now I Know,spotify:track:5jHkuzC5q1gms6dRGcZWfZ,0,1999-10-05,,0.384,0.316,7.0,-11.387,0.0,0.0369,0.947,0.00133,0.12,0.339,169.332,audio_features,5jHkuzC5q1gms6dRGcZWfZ,spotify:track:5jHkuzC5q1gms6dRGcZWfZ,https://api.spotify.com/v1/tracks/5jHkuzC5q1gms6dRGcZWfZ,https://api.spotify.com/v1/audio-analysis/5jHkuzC5q1gms6dRGcZWfZ,199560.0,4.0
3874,3874,Reading,Pennsylvania,Charles Johnson,I Believe He Died for Me,error,error,error,,,,,,,,,,,,,,,,,,,
3875,3875,Reading,Pennsylvania,Conejo,Dead Men's Blanket,spotify:track:2dID9eoVNeppxqt6RACX8m,7,2005-03-29,,0.538,0.766,1.0,-6.395,1.0,0.332,0.0539,0.00505,0.657,0.188,84.729,audio_features,2dID9eoVNeppxqt6RACX8m,spotify:track:2dID9eoVNeppxqt6RACX8m,https://api.spotify.com/v1/tracks/2dID9eoVNeppxqt6RACX8m,https://api.spotify.com/v1/audio-analysis/2dID9eoVNeppxqt6RACX8m,177987.0,4.0
3876,3876,Reading,Pennsylvania,Solid HarmoniE,He's Playing Hard to Get,spotify:track:5D6C3AMEHJcPa2ttbAjFoG,10,1997-04-07,,0.811,0.509,8.0,-7.151,1.0,0.0392,0.0259,0.00187,0.0737,0.7,99.963,audio_features,5D6C3AMEHJcPa2ttbAjFoG,spotify:track:5D6C3AMEHJcPa2ttbAjFoG,https://api.spotify.com/v1/tracks/5D6C3AMEHJcPa2ttbAjFoG,https://api.spotify.com/v1/audio-analysis/5D6C3AMEHJcPa2ttbAjFoG,264133.0,4.0
3877,3877,Reading,Pennsylvania,Ivory Tower,Alive,spotify:track:0tlHAgxM9aQVB1iL46HVHa,0,1998-12-25,,0.33,0.971,4.0,-5.13,0.0,0.127,0.000126,0.00237,0.313,0.228,133.241,audio_features,0tlHAgxM9aQVB1iL46HVHa,spotify:track:0tlHAgxM9aQVB1iL46HVHa,https://api.spotify.com/v1/tracks/0tlHAgxM9aQVB1iL46HVHa,https://api.spotify.com/v1/audio-analysis/0tlHAgxM9aQVB1iL46HVHa,353680.0,4.0
