state,city,song,artist,uris,duration_ms,popularity,date
New York,New York City,Take the Country to New York City,Bohannon,spotify:track:4fW5B7Dp2hJoyMKbg4tkxg,356773,33,1981-01-01
New York,New York City,Take the L Train (To Brooklyn),"/""Take The L Train (To 8 Ave)""  Brooklyn Funk Essentials",spotify:track:2rYLAODyTki4N9U3jwF9yX,243613,37,1995-06-27
New York,New York City,Take Them to the Traitors' Gate,Thinkman,spotify:track:1xSDEutDue3EsrhMPEpdyj,324600,1,1990
New York,New York City,Takin' of Pelham One Two Three,David Shire,spotify:track:0v23pBPFEfo6AJNvMJdNnc,130973,11,2007-01-01
New York,New York City,Talk of New York,Zonophone Orchestra,spotify:track:4kWm53cikiksuB6TaPzhyF,254466,32,1998-03-31
New York,New York City,Talk on Indolence,The Avett Brothers,spotify:track:4rfY34F0sq2JHJiUHOLi39,219640,36,2006
New York,New York City,"Talkin' Baseball (Willie, Mickey & the Duke)",Terry Cashman,spotify:track:4z4Bas3eo7PHR8cr0qb7dD,204225,27,1991-12-20
New York,New York City,Talkin' Baseball (Baseball and the Mets),Terry Cashman,error,204225,27,1991-12-20
New York,New York City,Talkin' Baseball,"(The Bambino, the Clipper and the Mick) Yankee Version""  Terry Cashman",spotify:track:4z4Bas3eo7PHR8cr0qb7dD,204225,27,1991-12-20
New York,New York City,Talkin' Big Apple '75,Loudon Wainwright III,error,204225,27,1991-12-20
New York,New York City,Talkin' New York,Bob Dylan (from his eponymous album),spotify:track:1X6dRpq3Wi6Jxthi8ZBBBz,197653,34,1962-03-19
New York,New York City,Talking Vietnam Potluck Blues,Tom Paxton,spotify:track:2nABkAcNXTphJwKAXT6L4l,204093,15,2005-03-29
New York,New York City,Tammany,Barry Mann and Al Gorgoni,spotify:track:6cGT7Mi3CKHWGtzU8LkAN6,63715,42,2015-04-02
New York,New York City,Tan Manhattan,Bob Short,spotify:track:1woFq4JxHv6hXCCbDU3nzq,129733,0,2005-05-17
New York,New York City,Tango In Harlem,Touch And Go,spotify:track:5YcaFJy1w7fwyqiXCKn5Im,205560,22,1999-01-01
New York,New York City,Tardis To Brooklyn,Bang The Future,error,205560,22,1999-01-01
New York,New York City,Tarzan of Harlem,Cab Calloway,spotify:track:63wFNPH4AkDchTVJvsWbRh,204720,17,2009-01-01
New York,New York City,Tavern on the Green,Chic,spotify:track:3fd2pLzLHBuTKrENEpBDie,135760,10,1982-01-01
New York,New York City,Main Title–Taxi Driver,(theme from movie Taxi Driver)  Bernard Herrmann,spotify:track:7xPefqZB6BBosOdfKJh9nJ,134493,43,1976
New York,New York City,Tema De Broadway,Joe Quijano,spotify:track:4mZoH4bz3IipyfinzUjsGD,256444,0,1990
New York,New York City,The Ten Commandments Of Madison Avenue,Louis Nye,error,256444,0,1990
New York,New York City,The Tenderloin Celebration,(from Tenderloin (musical)),error,256444,0,1990
New York,New York City,Tenement Symphony,Tony Martin,spotify:track:0A2vjZabrrKMkjrR79Lc1L,173733,7,2000
New York,New York City,Tenth and Greenwich (Women's House of Detention),Melvin Van Peebles,error,173733,7,2000
New York,New York City,Tenth Avenue,Patrick Williams (composer),spotify:track:4Gmdm6oRVwJgsM8gYnwRoE,190466,55,1975-08-25
New York,New York City,Tenth Avenue Tango,Bruce Willis,spotify:track:5QTS5edUxWsJYXWAyNI938,246626,10,1989-01-01
New York,New York City,Terror (September 11th),Jimmy Cliff,spotify:track:2ohPcdLn5UiqhBtqNCCTPS,598186,1,2014-05-13
New York,New York City,Thank the Lord for New York City,Sandy Posey,error,598186,1,2014-05-13
New York,New York City,"Thank You, Lord, for Sending Me the F Train",Mike Doughty,spotify:track:4sS3VnewgxC1TeOGmg2kb3,162906,10,2004
New York,New York City,"Thank You, New York",Chris Thile,spotify:track:7FJmLsTLtoKcRW28zrzVk3,293080,25,2017-10-27
New York,New York City,That Bowery Song,Bashambles,error,293080,25,2017-10-27
New York,New York City,That Harlem Express,Tom Talbert Orchestra,error,293080,25,2017-10-27
New York,New York City,That's Broadway,(from Bright Lights of 1944),spotify:track:6oF8ueLn5hIl4PRp17sxW6,178445,70,2015-09-25
New York,New York City,That's the Way We Do things In New Yawk,Jelly Roll Morton,error,178445,70,2015-09-25
New York,New York City,That's What Harlem Is to Me,(from the musical revue Bubbling Brown Sugar),error,178445,70,2015-09-25
New York,New York City,That's What the WellDressed Man in Harlem Will Wear,Irving Berlin,spotify:track:5NAQ2QAvzCis18nykKKdxr,274320,0,2013-06-29
New York,New York City,That's What Sends Men To The Bowery,Reparata and the Delrons,spotify:track:41vywIE67bocxUNQfZ4CBL,138493,0,2005
New York,New York City,Theme for New York City (Based on Prelude No. 4),Idris Muhammad,error,138493,0,2005
New York,New York City,Theme from 'Escape from New York',John Carpenter,spotify:track:7BJbIPIr3y2IaKF24JoNSX,212320,36,2017-10-20
New York,New York City,Theme from 'Mr Broadway',Dave Brubeck,spotify:track:2RpXpY7tp5RjbKopUuwlix,146706,27,1966
New York,New York City,"Theme from New York, New York",written  Kander and Ebb; originally recorded  Liza Minnelli; famously sung  Frank Sinatra 1980,spotify:track:4ODWgs1CVAZKDbryEodjiz,204146,66,2015-04-21
New York,New York City,Theme from 'NYPD Blue',Mike Post,spotify:track:4I4OumfzAP8quME59h3KXp,208666,14,1994
New York,New York City,Then the Letting Go,The Mountain Goats,spotify:track:7eAMqk9NLN2tiX4O0wp1hR,110973,15,1996
New York,New York City,There Was a Time – Echo of Harlem,Eddie Harris,error,110973,15,1996
New York,New York City,There You Have (Old) New York Town,(music and lyrics  Louis A. Hirsch),error,110973,15,1996
New York,New York City,There's a Boat Dat's Leavin' Soon for New York,"from the opera Porgy and Bess  George Gershwin, Ira Gershwin, and Dubose Heyward and recorded  Louis Armstrong & Ella Fitzgerald, Carmen McRae & Sammy Davis, Jr., Ernestine Anderson, Miles Davis, and many more",spotify:track:2vcg3zF8XzQshCYtx7n2iC,292253,40,2013-09-17
New York,New York City,There's a Boy in Harlem,Tommy Dorsey,spotify:track:7BvdTMq30wtcvb50sPgPhx,153493,1,1999-01-01
New York,New York City,There's a Broken Heart for Every Heart Light on Broadway,Mel Torme,spotify:track:1tFitPNaoQn49KCoJa47xR,147186,9,2014-05-30
New York,New York City,There's a House in Harlem for Sale,Red Allen,spotify:track:0MSLRumfnP1kHU1t5TvlWu,168720,11,2019-02-11
New York,New York City,There's A Little Bit Of Everything on Broadway,music  Harry Carroll and Sigmund Romberg; lyrics  Harold Atteridge,error,168720,11,2019-02-11
New York,New York City,There's a Little Street in Heaven (That They Call Broadway),A. Baldwin Sloane and James T. Waldon,error,168720,11,2019-02-11
New York,New York City,There's No Place Like New York,Allen Toussaint,error,168720,11,2019-02-11
New York,New York City,There's Nothing Like New York,M.C. Beta,error,168720,11,2019-02-11
New York,New York City,There's Rhythm In Harlem,Mills Blue Rhythm Band,spotify:track:6CnTbSaMKAcsp7w64gPrZq,191373,13,2007-06-04
New York,New York City,The Things Dreams Are Made Of,Human League,spotify:track:5GLYtND9tYHCEdIQ1i1JH3,257866,43,1981
New York,New York City,Think We Got a Problem,Sheek Louch,spotify:track:25bVLMIInZOcB9HC5n99Py,216920,24,2008-03-18
New York,New York City,Third Avenue,Clifford Jordan Big Band,spotify:track:2hij6lekO6SLK1vYvfYBBq,204893,42,2019-02-01
New York,New York City,Third Avenue El,Vernon Duke and Ogden Nash,spotify:track:6XocowlFt6Q3ZVh3LZGC1r,337813,0,2006-02-17
New York,New York City,Third Avenue Rag,David Chesky,spotify:track:1c9CGLIn1V1S2ccMtpV1Lb,141000,0,2013-03-12
New York,New York City,Third Week in the Chelsea,Jefferson Airplane,spotify:track:5t5bV1HLuULF0bX1F6MfCv,275160,25,1971-09-01
New York,New York City,This Ain't New York,Ian North,spotify:track:4r2bJpNmuENbsqgECyuNNC,267946,14,2006-07-17
New York,New York City,This Is Crush Collision,Age of Chance,spotify:track:6uIbIjzPRFZ5HZ3NL7PFN8,324005,0,2009-01-01
New York,New York City,This Is New York,Tirez Tirez,spotify:track:4HQi9NeMlL9m8jpeiHcwlj,369866,34,2007-08-14
New York,New York City,This Is Why I'm Hot,Mims (rapper),spotify:track:3E72n8YPT782nKud4SG9rK,221186,0,2009-02-01
New York,New York City,This Island,Le Tigre,spotify:track:4fjYnhOIulP59xvHrfaWaM,201240,19,2004-01-01
New York,New York City,This Island New York,Nate Borofsky,spotify:track:3SkHRaAybY7A89N2GnWcif,180360,16,2017-04-21
New York,New York City,This Land Is Your Land,Woody Guthrie,spotify:track:7CNaYAdLyi86kofGafReiT,139693,48,1999-08-17
New York,New York City,This Mess We're In,PJ Harvey (with Thom Yorke),spotify:track:3vNFsxBbA4dPkymPF5Jm1b,235840,58,2000-01-01
New York,New York City,This Morning I Woke Up in New York City,John Kelley,error,235840,58,2000-01-01
New York,New York City,Thompkins Square Park,E.O.L. Soulfrito,spotify:track:5DmWOVaWBbIWKQnk6bMdwu,311626,53,2015-05-04
New York,New York City,Thousands Are Sailing,The Pogues,spotify:track:0OVhZl9SaOLjLvYE6hcLGc,326839,44,1988-09-05
New York,New York City,Three Boroughs,Xecutioners,spotify:track:6Qb1faRGdordU0jHGwfiPe,168293,31,2004-01-01
New York,New York City,Three Days in Manhattan,Down to the Bone (band),spotify:track:2Q1kFz4Bbq2NzpGFiL7yNn,360853,7,2018-12-12
New York,New York City,Three Minutes on 52nd Street,Lionel Hampton,spotify:track:1AZQ2JTOme7A7gUJahA0bK,192000,4,1996-03-12
New York,New York City,Throw Up Ya Gunz,2Pac,spotify:track:2b6a5yD6nWGrWzNPTYHSPU,236426,0,2004-07-11
New York,New York City,Tiffany Girl,music  E. Ray Goetz and Sigmund Romberg; lyrics  E. Ray Goetz,spotify:track:5w9uHCQaWsXVFMFr4TWlPx,191947,28,2013-08-12
New York,New York City,Tijuana Harlem,Maxwell Davis & The Harlem Brass,spotify:track:0fBYbBxCCNpvip91FbmCfY,178920,14,1963-12-01
New York,New York City,Till the Next Goode,Rolling Stones,spotify:track:05Va2Xt5QZInHtqAzlm7R8,276826,31,1974-10-18
New York,New York City,Tillie of Longacre Square,music  James F. Hanley; lyrics  Harold Atteridge and Ballard MacDonald,error,276826,31,1974-10-18
New York,New York City,Time and Space,The Digable Planets,spotify:track:6GmEAxNBMbuCOr36lBk19Q,267772,35,1993-01-01
New York,New York City,Times Square,Barry Reynolds,spotify:track:6zNf98mC8w5wh9V4XKShzj,251360,25,2015-08-28
New York,New York City,Times Square,(from The Bunch and Judy),spotify:track:6zNf98mC8w5wh9V4XKShzj,251360,25,2015-08-28
New York,New York City,Times Square,Destroyer,spotify:track:6zNf98mC8w5wh9V4XKShzj,251360,25,2015-08-28
New York,New York City,Times Square,Glue,spotify:track:6w1KwhUWSz7w8guDNmqg1p,187866,0,2009-04-07
New York,New York City,Times Square,Kenyon Hopkins,spotify:track:70pWH2DX1Rxck4eeQgdD21,138093,0,1963-12-31
New York,New York City,Times Square,Link Bekka (this is an alias of Peter Daltrey),spotify:track:6zNf98mC8w5wh9V4XKShzj,251360,25,2015-08-28
New York,New York City,Times Square,Marianne Faithfull,spotify:track:07krA7oMGkN3Lasvw7PHI4,264000,21,1983-03
New York,New York City,Times Square,Mike Mandel,spotify:track:6zNf98mC8w5wh9V4XKShzj,251360,25,2015-08-28
New York,New York City,Times Square,Ornette Coleman,spotify:track:6JlYPXI7bwBwsaO1H90FJn,363093,6,1982-09-28
New York,New York City,A Times Square,Phil Moore (jazz musician),spotify:track:1SX60rtr276UNXGBsKlzyU,139319,0,2020-07-04
New York,New York City,Times Square,Sophia Knapp,spotify:track:606kKIgf1lQTeEO1Kqg8OF,209748,0,2013-04-23
New York,New York City,The Times Square Arguments,music  Harry Carroll and Sigmund Romberg; lyrics  Harold Atteridge,error,209748,0,2013-04-23
New York,New York City,Times Square Ballet,(from On the Town (musical),spotify:track:24pZxIXNIw4u7noxFU8VPw,279413,16,1964
New York,New York City,Times Square GoGo Boy,East River Pipe,error,279413,16,1964
New York,New York City,Times Square Heart,Eddie Schwartz,spotify:track:7cSrinnWU5BPteSGArNGZX,202640,5,2012-05-01
New York,New York City,Times Square Machine (N.Y.C. February 1991),Chris Whitley,spotify:track:4jvWSebnoOsOIFX0uKn3ej,54040,1,2005-01-01
New York,New York City,Times Square Rag,David Chesky,spotify:track:7DG2Yb336cAtidgshFNylr,159000,0,2013-03-12
New York,New York City,Times Square Rag,Harry Roy,spotify:track:7DG2Yb336cAtidgshFNylr,159000,0,2013-03-12
New York,New York City,Time Squared,Eric Leeds,spotify:track:78RLQFXogmJ2NhPLuY0Dgr,177834,33,2020-06-11
New York,New York City,Time Squared,Yellowjackets,spotify:track:78RLQFXogmJ2NhPLuY0Dgr,177834,33,2020-06-11
New York,New York City,Tin Pan Alley,Apples In Stereo,spotify:track:0VCeZATHAiT5VJVWHlx0af,139093,12,1997
New York,New York City,Tin Pan Alley,Jerry Ross and Richard Adler,spotify:track:7zto61V8ySp03Qi6X1LU2X,551786,55,1984
New York,New York City,Tin Pan Alley,"(a.k.a. ""The Roughest Place in Town"")  Jimmy Wilson",spotify:track:7zto61V8ySp03Qi6X1LU2X,551786,55,1984
New York,New York City,Tin Pan Alley Rag,Jack Fina,spotify:track:6tKC7ZKEKBuCF8wncckzTM,129533,0,1961-01-01
New York,New York City,Tina Toledo's Street Walkin' Blues,Ryan Adams,spotify:track:0jaw0pN1v5xyhkStfQj3rJ,366600,18,2001-01-01
New York,New York City,Tinseltown to the Boogiedown,Scritti Politti (mentions NYPD and the Boogiedown is The Bronx),spotify:track:49gANXgfPfP5UVK8K7uKek,295533,18,1999-08-02
New York,New York City,To a Broadway Rose,Artie Shaw,spotify:track:1JN0T9flOWGfslDJfGK7XI,207293,5,1996-04-04
New York,New York City,To Birdland and Hurry,Herbie Mann,spotify:track:0FskObyGiad83F5q3qT99H,193186,0,2005-01-01
New York,New York City,To Get to You (55th & 3rd),Kenny Chesney,spotify:track:5K66N0FW2phuTqMvZqscVy,340173,30,2012-06-19
New York,New York City,Token Back to Brooklyn,They Might Be Giants,spotify:track:0E9L98lkItMbw3yrllecHM,62133,9,1999-07-19
New York,New York City,Tom Jones International,Tom Jones,spotify:track:3sewGIiDqZqxHVXtjduXLB,199333,9,2002-01-01
New York,New York City,Tom's Diner,Suzanne Vega,spotify:track:7f9sC9fvtjYSZYOLSmKJlq,228306,54,1991-01-01
New York,New York City,Tompkins Park,Peter Daltrey,spotify:track:5DmWOVaWBbIWKQnk6bMdwu,311626,53,2015-05-04
New York,New York City,Tompkins Square,The Harbingers,spotify:track:0jKgGTL9adoFE08kgFoepd,145693,0,2017-09-29
New York,New York City,Tompkins Square Blues,The Optic Nerve,spotify:track:3pvTUQ7nf1ECHrNycIZhr9,119933,0,1993-04-02
New York,New York City,Tompkins Square Park,Chamaeleon Church,spotify:track:6farvXPGljtf4qBkAlgHFe,184786,4,2010-01-01
New York,New York City,Tompkins Square Park,Mumford & Sons,spotify:track:5DmWOVaWBbIWKQnk6bMdwu,311626,53,2015-05-04
New York,New York City,A Tone Parallel to Harlem,Jazz In The Classroom,spotify:track:3eeHsrDvZlhpSNKHmGeBdJ,827000,10,1948
New York,New York City,Too Dumb for New York City,Waylon Jennings,spotify:track:6Wn39JX5yBRkq8NaD8OioN,175800,18,1992-08-01
New York,New York City,Too Late (New York City),Tycoon,spotify:track:2hZjk0seFyIbaEcZuyw1kx,245666,1,1979
New York,New York City,Took Place in East New York,Stetsasonic,spotify:track:6BcGcyWcpO4DvEgkKIBydo,156840,3,1991-07-01
New York,New York City,The Touchables in Brooklyn,Dickie Goodman,spotify:track:0Z92h6rKELLqw9uyy5vH0I,110013,0,2011-10-01
New York,New York City,Townsend in the Square,Michael Conway Baker,error,110013,0,2011-10-01
New York,New York City,Toyan On Broadway,Toyan,error,110013,0,2011-10-01
New York,New York City,Train Under Water,Bright Eyes,spotify:track:2JE9Xp5V9UiK39JbKXGqWV,365933,39,2005-01-25
New York,New York City,Transfiguration of Hiram Brown Suite,Mose Allison,error,365933,39,2005-01-25
New York,New York City,Tracie's Hideout,Tracie Spencer,spotify:track:3fkTKBCvmyqamAT91RAdg7,356133,5,1990-01-01
New York,New York City,Transfer to Manhattan,James Moody (saxophonist),spotify:track:4OFhwpidaxPXAl7I8wp5DF,315466,41,1987-11-15
New York,New York City,The Treat of 42nd Street,Gary Glitter,spotify:track:7c6kpHFM6a6QyaJwil5784,135186,4,2009-07-13
New York,New York City,A Tree Grows in Brooklyn (Overture),(from the musical A Tree Grows in Brooklyn),spotify:track:1xwNkmeMAlio5U8hPWHMHq,302533,1,1951
New York,New York City,A Tree That Grows in Brooklyn,(from Follow The Girls),spotify:track:31T2eiijeqt889WLLYHJc3,145066,0,1951
New York,New York City,The Tremont Avenue Cruisewear Fashion Show,(music  Jerry Livingston; lyrics  Mack David),error,145066,0,1951
New York,New York City,Tres Leches (Triboro Trilogy),Big Punisher,spotify:track:3KTfwbSw455pMTq8BfFIF3,259240,39,1998-04-28
New York,New York City,Trial of Tears,Dream Theater,spotify:track:3FK7zg1VfqTufbp7FwBeA9,785333,32,1997-09-12
New York,New York City,Tribeca,A Certain Ratio,spotify:track:6MLjV2bJ19PEBFC82GU6G6,365788,3,1990-01-01
New York,New York City,Tribeca,Greg Adams,spotify:track:4kHUiIuoWOU9obIJ1kMb8D,212426,3,1995-01-26
New York,New York City,Tribeca,Kenny G,spotify:track:4iaqAIsPzcIITMJGrdilPB,406400,20,1989-11-21
New York,New York City,Tribecca,D'wayne Wiggins,spotify:track:6toqBFaqsYFtdAA4ZfUNcz,185454,27,2019-10-09
New York,New York City,The Tribes of New York,Ornette Coleman,spotify:track:21xPbpE2VfAKwnVaAg2s3R,274626,0,2017-12-22
New York,New York City,Triboro Drive,Kenyon Hopkins,spotify:track:7aV451cbsQUSiErxsXfSiT,118693,0,1963-12-31
New York,New York City,A Trip to New York,Charlie Poole,spotify:track:65i5xezgJRf9rz1EOE8pyX,1431640,24,2017-05-26
New York,New York City,A Trip to NYC,Sleeping States,spotify:track:08ACwYQp5MGFUkFteuyWQi,164986,0,2014-08-12
New York,New York City,Trouble on the Westside,Tony Touch featuring Slick Rick,spotify:track:0NkOgfXjBhsnVJvPllu8wF,165016,7,2004-02-24
New York,New York City,Truckin' (They're Going Hollywood in Harlem),Martha Raye,error,165016,7,2004-02-24
New York,New York City,The True Meaning,Cormega,spotify:track:2xXbFDcvgl6A5KOI7zidpY,232413,21,2002-06-25
New York,New York City,The Truth Ain't Pretty,Steve Conte & The Crazy Truth,spotify:track:3riWarT0g7QVeFvdInnmtW,225973,1,2009-09-30
New York,New York City,Trylon Swing,Cab Calloway,spotify:track:6bCMHhxWCBHvhdig4b0VY2,165026,5,1993-06-01
New York,New York City,T.S.O.B.,Master Jay & Michael Dee,spotify:track:4wXfwP0CB5T1djvJf9c2lk,512026,9,2007-02-27
New York,New York City,Tuesday in New York,Jon Mark/MarkAlmond,spotify:track:1LLRiBMjKF2u7ZhtdMAno3,299533,10,1990-01-01
New York,New York City,Tunnel of Love,Dire Straits,spotify:track:06ku5BBS2HufqSDVkcSR15,488693,44,1980-10-17
New York,New York City,Turn Me Loose on Broadway,(from the musical 'Two's Company'),spotify:track:6mHPT1ydxUjGBnXLrsXUXx,147746,0,1953
New York,New York City,Turtle Bay,Herbie Mann,spotify:track:1BoTUVwSn4Zk1VWDpAtV9y,183800,21,2005-07-26
New York,New York City,T.V. Land,Vast Aire,spotify:track:5ZpiUVucWaqUIJwVFHa7L7,157413,4,2008-06-24
New York,New York City,Twelve Thirty (Young Girls Are Coming to the Canyon),The Mamas & the Papas,spotify:track:2nmteiJeK6RAIGH3pL9Pmh,206093,33,2018-11-30
New York,New York City,Twenty Years,Augustana,spotify:track:2xqjlxsJpuRwNnq5iz9sGX,266600,39,2008
New York,New York City,Twilo Thunder,Breeder,spotify:track:4V4tRneZgY1zEhaQCro155,703856,10,1999-01-01
New York,New York City,Twin Hype,Twin Hype,spotify:track:6HxWfMeAh9ZkmMvyEhNanw,192413,41,2013-06-26
New York,New York City,Twist Twist,The Chakachas,spotify:track:6pEzBR6HzxJ58yO0UZJbrc,137322,3,2015-06-02
New York,New York City,Twistin' at the Waldorf,Don Meehan,error,137322,3,2015-06-02
New York,New York City,Twistin' the Night Away,Sam Cooke,spotify:track:7FS541dJh3iQAEXEZoDhE6,159853,61,1962-04
New York,New York City,Two Little Girls,Ani DiFranco,spotify:track:1BLV8sIYFJrjMcnsZ8sXyA,297306,26,1998-02-01
New York,New York City,Two Nobodys in New York,from the musical title of show,spotify:track:0VuSmVEqBE5t1JeaDfZFoP,170986,21,2006-07-25
New York,New York City,Two People from New York,Terry Black & Laurel Ward,spotify:track:5Xqp1YZvXpsFUTGKTh98qg,192266,3,2012-09-18
New York,New York City,Two White Boys Watching James Brown at the Apollo,David Grisman & Andy Statman,error,192266,3,2012-09-18
New York,New York City,UFO Over N.Y.,Guru Guru,spotify:track:3iup1SNAHvMH9dBd9CFpG2,515373,0,2011-04-29
New York,New York City,Ugly Heart,G.R.L.,spotify:track:3qqho4PnTn3zlMPBzWhFFD,198306,64,2014-07-29
New York,New York City,Ugly New York,Peter Wolf (producer),spotify:track:6Wn39JX5yBRkq8NaD8OioN,175800,18,1992-08-01
New York,New York City,U.M.M.G.(Upper Manhattan Medical Group),Duke Ellington,spotify:track:5sJpQV6iIInQ4DqL3Jfqzc,186992,14,2014-07-29
New York,New York City,U.N. Building,Harry Geller And His Orchestra,spotify:track:72BrHP1XN3WQOIxU0nXggz,198066,4,2017-04-28
New York,New York City,Un Caribe En Nueva York,Ricardo Arjona,spotify:track:4G6Yu0ND0Gb8OfJ7f7vVwF,322933,36,2009-06-18
New York,New York City,Un Dia En Nueva York,Los Hermanos Rosario,spotify:track:2iVYpMyDBnCukMwJm3ocTB,313965,29,2016-08-01
New York,New York City,Un Ecureuil À Central Park,Claude Nougaro,spotify:track:2HnMnz3TrQFximEKoCkwDI,434760,7,1987-10-19
New York,New York City,Un Oiseau Sur NewYork,Alec R. Costandinos,error,434760,7,1987-10-19
New York,New York City,Un Rêve Plus Long Que la Nuit,The Mountain Goats,spotify:track:0n0nmp1jf4UJgWcH69LISc,197119,1,2016-02-06
New York,New York City,Un Verano En Nueva York,El Gran Combo de Puerto Rico,spotify:track:1q2J8KWeewoqOrZI4a65P9,298515,55,1975
New York,New York City,Un jour j'irai à NewYork avec toi,Téléphone,error,298515,55,1975
New York,New York City,Una sera a New York,Marcella Bella,spotify:track:4cB3rVxbR2zjWGX6LdyXo8,274853,0,2013-08-20
New York,New York City,Uncle In Harlem,New Deal Rhythm Band,spotify:track:654cyOWJ9DN9XKz0B8Y0Cq,213960,0,2011-01-15
New York,New York City,Under Pressure,(full version)  Queen & David Bowie,spotify:track:11IzgLRXV7Cgek3tEgGgjw,248440,72,1982-05-03
New York,New York City,Under The 4th Street Bridge,Bill Wolfer,spotify:track:0fOqZQuDVVCggcCSmMQgY8,118986,0,1989-07-01
New York,New York City,Undercover Of The Night,Rolling Stones,spotify:track:4N8oxV3hvn8Efyo4yxp3LG,273493,44,1983-11-07
New York,New York City,Underground,Jane's Addiction,spotify:track:5SleusK2Wc2SH46DVidSES,187746,29,2011-01-01
New York,New York City,Underground,Versus,spotify:track:7dUc9mMY0QV7QghpdGJWfI,174533,1,2008-05-11
New York,New York City,Underground Town,The Toasters,spotify:track:3e8osmwGlqF7p4Va7YVWFn,208933,13,1997-01-01
New York,New York City,Underneath the Harlem Moon,Don Redman and his Orchestra,spotify:track:4Req6vALcavf7e27bvTJjX,192640,0,2017-02-24
New York,New York City,Unexpected Lover In N.Y.,TSquare,spotify:track:27V7HvJJTynNDjsmsg4QaE,122333,0,2011-04-27
New York,New York City,Union Square,Tom Waits,spotify:track:1BY6jSunIhyzLwhl1UW8Rp,143973,33,1985-09-30
New York,New York City,Unity,Afrika Bambaataa & James Brown,spotify:track:47qYqGPgMTh3l1PRKBHEfI,249285,68,2015-03-06
New York,New York City,Utopia Parkway,Fountains Of Wayne,spotify:track:7ns9FS0wnvuGW26YBeRkJc,187400,30,1999
New York,New York City,Utopia Pkwy,Cul De Sac,spotify:track:6COzCw9grHmVQrsMpeUBcj,411560,3,1996-05-21
New York,New York City,Up And Down Lenox,Mobstyle,error,411560,3,1996-05-21
New York,New York City,Up Cherry Street,Baja Marimba Band,spotify:track:32Dc8TITxakZKhLef6PWQq,245400,2,2002
New York,New York City,Up in Central Park,Al Goodman and his Orchestra,spotify:track:3i10Co0CjEzd1UpamggnlT,138386,48,1982-02-16
New York,New York City,Up In Harlem,Boys Choir of Harlem,spotify:track:67rg2h75CheOuDeOJOdXtW,194613,37,1974-01-01
New York,New York City,Up in the Streets of Harlem,the Drifters,spotify:track:318NOIjPwIhSygdjeXkMQk,180173,0,2020-03-13
New York,New York City,Up On Fifth Avenue Near Central Park,John Frederick Coots and Raymond W. Klages,error,180173,0,2020-03-13
New York,New York City,Up On The Catwalk,Simple Minds,spotify:track:2LrrEKuTtb7jBU6ZYc0ed7,286160,39,1983
New York,New York City,Up On The Hudson Shore,Al Jolson and Harold Atteridge,error,286160,39,1983
New York,New York City,Upper Madison Avenue Blues,Bob Short,spotify:track:4MShSNkXq3qj652ifXGMhg,401466,0,1995-01-01
New York,New York City,Upper Manhattan Medical Group,Steve Kuhn Trio,spotify:track:5nZ3cWYXLM6exMFCweubmL,300133,15,1992-01-01
New York,New York City,Upper West Side,King Princess,spotify:track:7vfaRUaFBDwENwa3tzJY64,211413,61,2018-06-15
New York,New York City,Upper West Side Story,Bob Broom,spotify:track:0trUnseR1MOglYaNV56AMD,411280,10,2012-05-15
New York,New York City,Uprock,Rock Steady Crew,spotify:track:3ePBOxk0KixjwDOLscYtQz,221002,2,2013-04-09
New York,New York City,Uptight Manhattan,David Peel,spotify:track:5sL8uMdH3KW3MA0dYC2Lfw,248720,1,2015-10-16
New York,New York City,Uptown,The Chambers Brothers,spotify:track:7jdaancLRhdfIU8Ujawi9i,176933,14,1966
New York,New York City,Uptown,Joe Bataan,spotify:track:7zYkzG4BgJYnqpOWOb3tK2,308426,9,2008-06-17
New York,New York City,Uptown,Lee Ritenour,spotify:track:6bmfY19xySfra4iTrPmJBO,406226,4,1990-01-01
New York,New York City,Uptown Girl,Billy Joel,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,197706,77,1983-08-08
New York,New York City,Uptown New York,Sherman Hunter,spotify:track:4ZbEG286sQUvSR2JSKvjpH,200520,17,2017-04-21
New York,New York City,Urbania,Nowomowa,spotify:track:6ItHYouxda3WMN6XDozvsL,145026,18,2010-01-01
New York,New York City,Usa un Condón,Miki González,spotify:track:7xIhhdz1qNaNuY00HWr1Ay,278557,3,1995
New York,New York City,Utica Ave. In Dub,Sly and Robbie,error,278557,3,1995
New York,New York City,Vado a Nuova York,Mecano,error,278557,3,1995
New York,New York City,Val Jester,The National,spotify:track:6lvQMMJKBPRx4JmSYyHJNs,180653,34,2005-04-11
New York,New York City,Valley Winter Song,Fountains of Wayne,spotify:track:0g10ndCuaKKaDqUa7gKZMV,214960,40,2003-01-01
New York,New York City,The Vampires of New York,Marcy Playground,spotify:track:5DsmuV5zcG7rqjwPP7JTee,175866,30,1997-01-01
New York,New York City,Vaudeville Ain't Dead/Catch Our Act at the Met,(from the musical revue Two on the Aisle),spotify:track:2yD24GipcTcMWE08cn6wwQ,184760,1,2001-01-01
New York,New York City,Vecchio Jazz Di Broadway,Mario Pezzotta E I Suoi Solisti,error,184760,1,2001-01-01
New York,New York City,Venezuelan in New York,King Changó,error,184760,1,2001-01-01
New York,New York City,Venus,Television,spotify:track:3x0iCzjgf0v9lnwvAhU9P2,229026,48,1977-02-08
