state,city,song,artist,uris,duration_ms,popularity,date
Illinois,Chicago,In Detroit,( Featuring TNT )  Esham,spotify:track:6rjMQscV8vUrjKXAsU9hNi,301186,64,1976-04-12
Illinois,Chicago,In The City,Marquise Porter,spotify:track:3fgch6faHYPKqE6C3hIYfo,224549,55,1979
Illinois,Chicago,In Thee,Blue Öyster Cult,spotify:track:7vm7Bd52OsZmxk3yWulR2u,230146,31,1979
Illinois,Chicago,Inmates,The Good Life,spotify:track:3ArOscdkqchgxhopfuT7Kd,579240,25,2004-08-10
Illinois,Chicago,Inner City Blues,"Rodriquez, aka Sixto Diaz Rodriguez",spotify:track:4KuBTG9nvmPhgwlRoXnJrJ,331960,63,1971-05-21
Illinois,Chicago,Inner City Blues (Make Me Wanna Holler),Marvin Gaye from What's Going On 1971,spotify:track:4KuBTG9nvmPhgwlRoXnJrJ,331960,63,1971-05-21
Illinois,Chicago,Intro,Kid Rock,spotify:track:7Mm4CrNdFlfnDxudAKBTos,124493,24,2003-11-11
Illinois,Chicago,It's Been A Long Time,Mayer Hawthorne,spotify:track:4sMH75ctV0RVSOHZqXJpHD,237666,53,1996-11-04
Illinois,Chicago,It's Still East Detroit to Me,Kid Rock,error,237666,53,1996-11-04
Illinois,Chicago,It's So Cold in the D,TBa,spotify:track:3d01ybhfmLAvjsFvxAHo1U,239988,4,2020-01-31
Illinois,Chicago,Kill Ya Self,Trick Trick ( DJ Drama: Welcome To Detroit Gangsta Grillz Edition ),spotify:track:7IZwZ8cG8MJJyY5pFkWtdA,281906,10,2006-07-11
Illinois,Chicago,Krack Rocks,( Featuring Uncle Kracker )  Kid Rock 1996,spotify:track:5PRPeyMnsaVrvEPErbh5DA,215106,4,2018-06-15
Illinois,Chicago,LafaLetItRock. Bob Segerette Blues,The White Stripes ( Features names of Detroit streets ),error,215106,4,2018-06-15
Illinois,Chicago,Landing In Detroit,The Detroit Grand Pubahs,spotify:track:69ePVlsFHOxcumOxPKiqI5,374493,0,2013-01-22
Illinois,Chicago,"Last Time I Saw Richard, The",Joni Mitchell,spotify:track:5LZLOOTwrA0HgTszqCgZ3C,256773,43,1971-06-22
Illinois,Chicago,Leaving Detroit,Roses Are Red,spotify:track:20dtijJg4dkLTRHx9HYZkT,252093,23,2018-07-13
Illinois,Chicago,Leaving Detroit,Eliza Neals,spotify:track:20dtijJg4dkLTRHx9HYZkT,252093,23,2018-07-13
Illinois,Chicago,Let It Fly,Trick Trick ft.Ice Cube,spotify:track:0CBQ0m3mufWH75LTYB3s6h,186872,62,2018-09-28
Illinois,Chicago,Lighters Up,Lil' Kim,spotify:track:45ozu2YzUtDmIeGoqbHvcG,261933,0,2020-07-10
Illinois,Chicago,Lightning Over Detroit,Richard Madow,spotify:track:4nmW1UzlTVrkd2lYc9OJpg,301026,0,2015-06-02
Illinois,Chicago,Life In The D,Brendan Benson,spotify:track:4AM3LZ4fGbNmwbyM43NB1X,190973,18,2009-03-03
Illinois,Chicago,Lipstick,Kip Moore,spotify:track:1dEbGYcKvaf6LVVvRmsJJv,257853,44,2015-08-21
Illinois,Chicago,Live,( Featuring Esham )  Kid Rock,spotify:track:7B1QliUMZv7gSTUGAfMRRD,300333,69,2004-08-17
Illinois,Chicago,The LoadOut,Jackson Browne,spotify:track:75Cc2encvSkQ5OnDgAfJaV,335257,60,1977
Illinois,Chicago,Lose Yourself,"Eminem from 8 Mile, 2002, video shows the Ambassador Bridge",spotify:track:5Z01UMMf7V1o0MzF86s6WJ,326466,76,2005-12-06
Illinois,Chicago,Love For My City,Blade Icewood ft. Juan & Jesse James,spotify:track:3vLHzGOPHXW7qV3lx8k8tX,292293,38,2014-01-01
Illinois,Chicago,Line #7,Dierks Bentley,spotify:track:5ARrtxJLVCeTv5TWo1oKgC,271520,62,2001
Illinois,Chicago,Made in Hockeytown,Red Wings  Paul Shonk http://www.paulshonk.com/,error,271520,62,2001
Illinois,Chicago,Man From Detroit,Hard Place,spotify:track:1KE5zYEzI4tEQvCOjjMc9D,71471,13,2020-02-24
Illinois,Chicago,Moths And Lizards In Detroit,Andy Roberts,error,71471,13,2020-02-24
Illinois,Chicago,Michigan & Trumbull,The Original Brothers and Sisters of Love,spotify:track:0KuCCKcWgPSsWG1M6ZYVjp,186786,0,2001-08-01
Illinois,Chicago,Motor City,The Satintones,spotify:track:65gVO07fFP7eWFjJQiNX3r,153240,29,2010-04-25
Illinois,Chicago,Motor City,Randy Weeks,spotify:track:1uKRjFAzvt8UWkid0WkWPY,257253,1,2000-03-14
Illinois,Chicago,Motor City Ba,The Dirtbombs,spotify:track:00eP8Jr5ufofHxhDvkpKp4,182706,9,2003-11-14
Illinois,Chicago,Motor City Boogie,York Brothers,spotify:track:1FrTpCxvszwdAdQ090MjE1,170773,2,2012-04-25
Illinois,Chicago,Motor City Girl,The Badways,spotify:track:33D8bShsw22v8hjx3cZ4iG,193213,0,2005-01-01
Illinois,Chicago,Motor City Is Burning,MC5; John Lee Hooker,spotify:track:5oFJJtzN2pyedrtcwSKdGq,364933,25,1969
Illinois,Chicago,Motor City Madhouse,Ted Nugent 1975,spotify:track:3fS37XI3mOur0Nxrg8268g,273200,38,1975
Illinois,Chicago,Motor City Serenade,Stewart Francke,spotify:track:2yAOA9xK7IOx58sdV47Nb5,249133,0,2005
Illinois,Chicago,Motortown,Kane Gang,spotify:track:41bgicbswnIrvb7TyxF4A6,34133,19,2019-10-25
Illinois,Chicago,M.O.T.O.W.N. ( Murderous Outcold Town Of Wild Niggaz ),Big Herk,error,34133,19,2019-10-25
Illinois,Chicago,Motown Country,CURTICE/MARKLEY & Motown Station,spotify:track:6XefAAEkPySOde3jNF9h48,245280,3,2008-01-01
Illinois,Chicago,Motown Music,Rod Stewart,spotify:track:3lhTDevJgDwAKI4mjRILoV,242266,0,2008-01-15
Illinois,Chicago,Motown Junk,Manic Street Preachers (Welsh band),spotify:track:3yzlycv01O7AbGzpHtj7ii,239733,17,1992-02-10
Illinois,Chicago,Motown Never Sounded So Good,Less Than Jake,spotify:track:6Ra7gJgLaDN8VhLilUQ6ml,156906,35,2003-05-19
Illinois,Chicago,Move To Detroit,"Eddie ""Flashin"" Fowlkes",spotify:track:1nlUtyezf2WJsTzljByY87,411533,23,1999
Illinois,Chicago,Murder City Nights,Radio Birdman,spotify:track:7IEsNFXuB3lTl3RxPHF80S,143826,26,2001-07-17
Illinois,Chicago,Need Somebody,Subdudes,spotify:track:4niASr9Xs3o1ueNJnUXOuz,219400,21,1989-06-18
Illinois,Chicago,New Detroit,Neon Blonde,spotify:track:1MY4bd4nQnFWn22FVCgw3D,170720,4,2005-09-13
Illinois,Chicago,Nobody in Detroit,Howling Diablos,spotify:track:7g8YSsiAsxkCo9PlI3RkcH,271973,1,2001-01-01
Illinois,Chicago,New Nathans Detroit,Braid (band),spotify:track:3BwRR36PalPAcVYzMG5zAr,257826,21,1998
Illinois,Chicago,Northern Soul,Above and Beyond (band),spotify:track:6poaggkSYGIoUjyuippcQ2,335853,52,2018-01-26
Illinois,Chicago,Ode To Detroit,Wally Pleasant,spotify:track:3gcQnuC5V6X3vEW9viVjK9,150649,0,1992
Illinois,Chicago,The Old Stuff,Garth Brooks,spotify:track:0pooJ3jeX4K9TsF2cJrdW6,255555,0,2013-12-09
Illinois,Chicago,One Piece At A Time,Johnny Cash,spotify:track:1sueD22EyCamMjdQu9Kuo3,241813,58,1976-05-01
Illinois,Chicago,One Way Out,thenewno2,spotify:track:3q7em8kVHiHpZbKQuVYwFQ,296146,53,1971-07-01
Illinois,Chicago,Out,Insane Clown Posse,spotify:track:746e44SuwmsmvZV2LavCZO,260893,23,1992-10-18
Illinois,Chicago,Paid,Kid Rock,spotify:track:6FGyrhCt92NWkDfsYolbNK,144666,27,2019-01-23
Illinois,Chicago,Panic In Detroit,David Bowie,spotify:track:39H1xVrwxDjeIzq4WMYIod,268646,41,1973-04-13
Illinois,Chicago,Papa Hobo,Paul Simon,spotify:track:5R8eSFEQ7G5J8T6MQ96qDd,155533,34,1972-01-14
Illinois,Chicago,Party on 4th Street,"Black Nasty (available on the ""Funky Funky Detroit"" compilation)",spotify:track:1YQwNokeZg3zUQFZ9yXMXO,216973,0,2015-05-08
Illinois,Chicago,Passport to Detroit,Joe Strummer,spotify:track:1Z5R3yoLvhZIbkgf4jXMlN,169333,10,1989
Illinois,Chicago,Put Your Hands Up 4 Detroit,Fedde Le Grand,spotify:track:2mGhRxuCAumlTb67rqTFLy,143000,17,2019-05-09
Illinois,Chicago,Planet of Visions,Kraftwerk,spotify:track:1YV3d8N9mQIodU0bRHrZ4B,285760,26,2005-06-06
Illinois,Chicago,Posse On Verner*  Insane Clown Posse,,spotify:track:78AZ0sXR2K5kEqVvZ5svV8,290333,21,2015-04-01
Illinois,Chicago,the Power's Out,Flogging Molly,spotify:track:6XUhrsFP4hy4RzFqzkebE7,278853,22,2011-05-31
Illinois,Chicago,Peacemaker,"Green Day (The song is part of a rock opera album which takes place in Detroit. The lyric ""I am a killjoy, from Detroit""). 21st Century Breakdown[7]",spotify:track:6L4KqP3rL3YPwsSwj24Ii1,241573,42,2010-01-01
Illinois,Chicago,Pride of the Wolverines,John Philip Sousa[8],spotify:track:7ibVNivMYlkLBP6habbtyj,222097,12,2014-06-03
Illinois,Chicago,Queen of Detroit,+/ (band),spotify:track:2riMQleCMgZoZRLbhBHuY6,178422,58,2020-06-05
Illinois,Chicago,Eliza Neals,,spotify:track:054MF2HfHcqygtR0ikyOPq,264521,30,2017-02-17
Illinois,Chicago,Renaissance State of Mind,Ro Spit & Monica Blaire,error,264521,30,2017-02-17
Illinois,Chicago,Represent,Stretch Money,spotify:track:6DPrhGVJ1WTZvM9fKptnGe,252600,56,1994-04-19
Illinois,Chicago,Reputation,Apollo Brown & Guilty Simpson,spotify:track:0hTLS6QaL22XlKYxrUXwlB,167732,47,2019-09-13
Illinois,Chicago,Ride,"Royce Da 5'9"" ft. Big Herk & Juan",spotify:track:2Z8WuEywRWYTKe1NybPQEW,214506,81,2015-05-15
Illinois,Chicago,Rise Again,Hush,spotify:track:6ANpmxrwX4j0dDcRdOIHcm,306679,6,2009-07-20
Illinois,Chicago,Rock City,"Royce da 5'9"" featuring Eminem",spotify:track:6xsREAkenSsThWyJPHYpQT,176893,54,2013-09-24
Illinois,Chicago,Rock & Roll (The Velvet Underground song),Detroit (band),error,176893,54,2013-09-24
Illinois,Chicago,Rock N Roll Jesus,Kid Rock,spotify:track:1xlsv3p3kUA9jhDQ5F0hmQ,269653,42,2007-10-09
Illinois,Chicago,Roll On (Kid Rock song),Kid Rock 2008,spotify:track:6Pr1yUJVHKNUqADDhT91iv,90973,0,2007-06-25
Illinois,Chicago,Rollin' On The Island,( Featuring Wes Chill And Prince Vince )  Kid Rock,spotify:track:5TqEMoVFnVG1F5pCgaxFYO,184106,0,2011-06-01
Illinois,Chicago,Rose Darling,Steely Dan,spotify:track:1lTtGfA7i6Ky3ABHj4Z5xK,184066,41,1975-01-01
Illinois,Chicago,Say Nice Things About Detroit,They Might Be Giants,spotify:track:3gp4gmVmUMfAUadq6iOYrz,161868,16,2016-03-18
Illinois,Chicago,Son Of Detroit,Kid Rock,spotify:track:65DILQDa5xIqEFNpGiWFV3,258826,28,2003-11-11
Illinois,Chicago,South Telegraph Rd,Amboy Rambler[9],error,258826,28,2003-11-11
Illinois,Chicago,Second Home,Big A,spotify:track:1G9jeUXQNewsKfYPAMdLPj,367400,36,1983-10-03
Illinois,Chicago,Seized Up,The Suicide Machines,spotify:track:5Rgr5ZM9FBfpnoHC0fApMG,218733,14,2003-06-17
Illinois,Chicago,Shake That,Eminem feat. Nate Dogg,spotify:track:69EMNXiPdQ30DU7uSXKarB,274453,10,2009-10-01
Illinois,Chicago,Shake Your Detroit Right,Slight Return feat. George Clinton,error,274453,10,2009-10-01
Illinois,Chicago,Shuttin' Detroit Down,John Rich,spotify:track:6nEcGnpDVVkUlCSeVSAUry,241640,42,2009-03-24
Illinois,Chicago,Sister,Sufjan Stevens,spotify:track:4BbNWADUUZI4SNq6wk6d5A,360840,35,2004-03-16
Illinois,Chicago,Six Mile Stretch,Sam Donahue and Ken Meisel,spotify:track:01Zmx8DijaIEEfxiLT1M7W,242520,1,2009-06-01
Illinois,Chicago,Sleepin Tonight In Detroit,The Disregarded,error,242520,1,2009-06-01
Illinois,Chicago,So Far...,Eminem,spotify:track:0nzsCN9rtXdugPoiIT49Kj,317580,52,2013-11-05
Illinois,Chicago,Southwest Song,Insane Clown Posse,spotify:track:5Friz8VcHepgFLMvr3p8Tl,345506,23,1994-01-01
Illinois,Chicago,Spaghetti a Detroit,Fred Bongusto,spotify:track:1oOeMRX0OEcPrgIztC3ZL5,209160,17,2012-01-24
Illinois,Chicago,Straight From The D,Mr Knox,spotify:track:5Txh2MkHuP3wmJ7aG3TUXu,241533,34,1996
Illinois,Chicago,Stay True To Ya City,Natas,error,241533,34,1996
Illinois,Chicago,She Was Hot,The Rolling Stones[10],spotify:track:7hUlZfirjFpQwzoE5GFwyL,281173,33,1983-11-07
Illinois,Chicago,Take His Life,"Royce da 5'9"" & Tre Little",spotify:track:3pvhwO7wPm0WJMJMXk3lJR,218133,11,2003-07-29
Illinois,Chicago,Take Money To Make Money,Stretch Money,spotify:track:1Yu55OD1KQ393Fa9rhvIx3,250659,22,2006-12-04
Illinois,Chicago,Taking It To Detroit,The Good Rats,spotify:track:0m7w8lFfgv3ynIldhZ5VKo,204320,1,1979-04-09
Illinois,Chicago,Telegraph Road,Dire Straits (from UK),spotify:track:071BtONQBIq4SkvO0okS4k,858533,42,1982-09-20
Illinois,Chicago,That's Detroit To Me,King Gordy,spotify:track:3BV4Bh7RF3P5Ir42OB4cu8,247733,0,2020-04-10
Illinois,Chicago,The Arms Forest,The Hard Lessons,spotify:track:6WgiglTVTjQDbjs8pL1H24,181546,18,2017-11-05
Illinois,Chicago,The D In Detroit,Anniversary,spotify:track:0tlgt22cueiCMotxCMc6Cf,256640,31,2000
Illinois,Chicago,The Fire Inside  Bob Seger,,spotify:track:4IJRGJ3OTU4oV85NIOx6Kh,356466,46,1991-08-27
Illinois,Chicago,The Girl from Detroit City  Suzi Quatro,,spotify:track:341QT7RMV07NkEdp3Atxss,247160,9,2014-09-29
Illinois,Chicago,The Heart of Rock & Roll,Huey Lewis & the News,spotify:track:715sEYWkafd4xvl87dwZgu,304920,56,2013-01-01
Illinois,Chicago,The Smog,Insane Clown Posse,spotify:track:7pP1kCEd1uWlbdY2axnRfW,465360,18,2015-04-01
Illinois,Chicago,These Hands (song for Detroit),Jason Roseboom,spotify:track:2QvqHU4a6h7RYVbATbnsQq,315373,0,2010-02-08
Illinois,Chicago,There They Go,Obie Trice ( Featuring Eminem And Big Herk ),spotify:track:7tZ6iUkIibysZmPXA0yLq7,185506,48,2020-03-26
Illinois,Chicago,This One Or That One,Tyvek,spotify:track:1aIuQy8TGi4ikJO99q4Ccn,398306,18,2004-08-16
Illinois,Chicago,Tooling For Anus,"The Meatmen  ( Chorus mentions Detroit and suburban clubs such as, 'Bookies', 'Nunzio's' and 'Menjo's'. )",spotify:track:6TpKw7SBIxO78OY9IMmK0C,69680,13,1983-01-01
Illinois,Chicago,Tommy Pays the Rent,Manolete (Mentions growing up in Michigan and Detroit),error,69680,13,1983-01-01
Illinois,Chicago,U Can Get Fucked Up,Trick Trick (featuring Goon Sqwad),spotify:track:7B4rtKluL3jdURhwZKmj5H,206613,0,2018-06-11
Illinois,Chicago,Up on Twelfth Street,Sir Mack Rice,error,206613,0,2018-06-11
Illinois,Chicago,W.T.P. (White Trash Party),Eminem,spotify:track:1LTdnZwMOB1ZIzRR6gAVRP,184293,11,1990-04-01
Illinois,Chicago,We Almost Lost Detroit,Dale Earnhardt Jr. Jr.,spotify:track:3x9uellEL1QrQRibCK3Pap,257173,36,2009-04-27
Illinois,Chicago,We Almost Lost Detroit,Gil ScottHeron,spotify:track:3x9uellEL1QrQRibCK3Pap,257173,36,2009-04-27
Illinois,Chicago,We Almost Lost Detroit,Natas,spotify:track:2dgKGVVNSLCLqaOzuUOyp9,228706,9,1995
Illinois,Chicago,We Almost Lost Detroit,Marquise Porter,spotify:track:3x9uellEL1QrQRibCK3Pap,257173,36,2009-04-27
Illinois,Chicago,Welcome 2 Detroit,Trick Trick (featuring Eminem),spotify:track:0ElQWopuhQ10wgGouWSVlR,286903,46,2013-05-21
Illinois,Chicago,Welcome 2 The Party,Kid Rock,spotify:track:61meYwDQNcg7Sb99vqxKFO,314440,39,1998-08-05
Illinois,Chicago,Welcome Back To Detroit  Mariner,,spotify:track:56WbyXZTqHcM25SZ7DcH5t,210622,0,2018-08-10
Illinois,Chicago,Welcome To Detroit,JayDee,spotify:track:0ElQWopuhQ10wgGouWSVlR,286903,46,2013-05-21
Illinois,Chicago,Welcome To Detroit,Eminem,spotify:track:0ElQWopuhQ10wgGouWSVlR,286903,46,2013-05-21
Illinois,Chicago,Welcome To Detroit City,Obie Trice,spotify:track:1VS1GbzZ3hbn4X2QDvSe5k,166000,4,2017-07-14
Illinois,Chicago,What I Learned Out On The Road,Kid Rock,spotify:track:4tslkjUCCD0LQG1GBcfxHp,298666,42,2001-11-19
Illinois,Chicago,Where My Nigz At ?,Esham,spotify:track:3mHxIZqSSfAxzvwiZSy9yq,170066,6,1996
Illinois,Chicago,Where the Money Is Made,Detroit Most Wanted,spotify:track:3I7ane4tFPylXW591gEjg9,185626,0,2010-04-30
Illinois,Chicago,"Wreck Of The Edmund Fitzgerald, The",Gordon Lightfoot,spotify:track:536L9C0N7vhYdibCJx3cI2,389280,61,1976
Illinois,Chicago,Worse Than Detroit,Robert Plant,spotify:track:3Lj5lR5DUoLvxYVrXgZa68,358493,22,1982-06-28
Illinois,Chicago,Who's Afraid of Detroit,Claude VonStroke,spotify:track:1KiNEbmfe20LO0jitOp8Ao,364088,34,2006-05-08
Illinois,Chicago,Yellow Brick Road,Eminem,spotify:track:0pMUgJwp0a7Wxypy8xfmMO,346253,50,2004-11-12
Illinois,Chicago,You Can Make It,"Achromatik feat. Royce da 5'9""",spotify:track:5vv8zolaey7rfY16iIMFf0,112020,37,2019-11-02
Illinois,Chicago,You Never Met A Mother Fucker Quite Like Me,Kid Rock,spotify:track:4Tzyn0neFbPDkk88ObJmTu,291800,58,2001-11-19
Illinois,Chicago,You Don't Want None of This,A.W.O.L,spotify:track:5gryhjaSK7xqyBM1p6kboB,232680,0,2004
California,Los Angeles,10th & Crenshaw,Fatboy Slim,spotify:track:2rt07AKkf64Poq1BXaiO3o,260839,11,1996-01-01
California,Los Angeles,100 Miles and Runnin',N.W.A,spotify:track:7Fr7IW6tm3DvGIJT1T6NXO,275626,49,1996-07-02
California,Los Angeles,101 Eastbound,Fourplay,spotify:track:44bwIGyn4u4e1ydT4Zm1B1,356040,47,1991-09-17
California,Los Angeles,The 103rd St. Theme,Watts 103rd Street Rhythm Band,spotify:track:2sWfYiwBZG07kf7imaINAl,154733,5,2005-02-08
California,Los Angeles,1977 Sunset Strip,Low Numbers,error,154733,5,2005-02-08
California,Los Angeles,2 A.M. on Mulholland Drive,Bob Please & The Pleasers,error,154733,5,2005-02-08
California,Los Angeles,2 Fingers,David Banner,spotify:track:1GICee3rUQxkCiD6bM7giL,209720,20,2005-01-01
California,Los Angeles,21 Jumpstreet,Snoop Dogg feat. Tray Deee,spotify:track:0mikiUiFyWZOMCxLY8LETt,62240,34,2019-06-17
California,Los Angeles,26 Miles (Santa Catalina),The Four Preps,spotify:track:66HLCz8021x20bXxz9nGkG,146000,31,2007-11-27
California,Los Angeles,2 Nigs United 4 West Compton,Prince,spotify:track:68IvK7uX4XMrrIIpBDRatO,375053,20,2002-12-17
California,Los Angeles,29th Street,David Benoit,spotify:track:0bsvLkyOF5dXqL0EEy9X1m,122586,18,2017-03-17
California,Los Angeles,213 to 619 Adjacent,Abstract Rude,spotify:track:61De2MBNkMama1WGUjOCWx,282760,3,2002-10-10
California,Los Angeles,3 A.M. in L.A.,Jo Mama,spotify:track:0DcjiQWWFbF2qhYN1c8Mfq,387000,1,1971
California,Los Angeles,30 Pier Avenue,Andrew Hill,spotify:track:26uAZmuC8rm7WoyVDMVcfn,426693,8,2006-01-01
California,Los Angeles,319 La Cienega,"Tony, Vic & Manuel",error,426693,8,2006-01-01
California,Los Angeles,34th Street to L.A.,Dan Cassidy,spotify:track:0YNMHhfiqgrK3lWBIBUmR8,94606,0,2014-11-24
California,Los Angeles,"3rd Base, Dodger Stadium",Joe Kevany (Rearranged  Ry Cooder),spotify:track:2EboMOsvwXtpb4bIFTMUHz,345333,20,2005-05-29
California,Los Angeles,405  RAC Andre Allan Anjos,,error,345333,20,2005-05-29
California,Los Angeles,4PM in Calabasas,Drake (musician),spotify:track:6C9SwoZ5OrxcvkntgA5t8s,240217,58,2019-08-02
California,Los Angeles,5 O'Clock In L.A.,Julie Covington,spotify:track:5ZRKAeZJsZFsrDT7SwJfL4,217873,27,2012-01-24
California,Los Angeles,6 'n the Mornin',IceT,spotify:track:2cBOh97kgDenDOdtKhwU9O,224866,49,1987
California,Los Angeles,64 Bars on Wilshire,Barney Kessel,spotify:track:4CNJKnYPnEMZIiTLnaoSN9,197160,5,1987-01-01
California,Los Angeles,77 Sunset Strip,Alpinestars,spotify:track:4z0dweUbCe6g5f0ptdpbMH,268706,5,2000-09-18
California,Los Angeles,77 Sunset Strip,composers Mack David and Jerry Livingston,spotify:track:2mKxY5y0hD9XGfOAVsQ5GK,130346,18,1959
California,Los Angeles,79th and Sunset,Humble Pie,spotify:track:1SpxVqzOTPqLh3BG6cKlrE,182533,19,1971-03-01
California,Los Angeles,80 Blocks from Silverlake,People Under the Stairs,spotify:track:0NBTqZhzVwZvp62vzESPEO,242280,13,2009-10-13
California,Los Angeles,808 Beats,Unknown DJ,spotify:track:62kcZiWKqKkzFcb6DqaiOp,199836,42,2019-04-26
California,Los Angeles,8069 Vineland,Round Robin,error,199836,42,2019-04-26
California,Los Angeles,90210,Blackbear,spotify:track:4hdog9vyyqG9pcppG2Izek,223295,58,2015-02-14
California,Los Angeles,99 Miles from L.A.,Art Garfunkel and  Albert Hammond,spotify:track:2g3zK3BBHUZLOCktXvXoCp,211880,31,1975-10
California,Los Angeles,A Malibu,Caroline Loeb,spotify:track:1y3X7gmdkXGzhC4zalHyF2,183466,4,2007-01-01
California,Los Angeles,...Aber Der Traum War Sehr Schön,Julio Iglesias,spotify:track:73Dd1eahC5261NTs6v4iiP,285600,19,1981-09-25
California,Los Angeles,Ænema,Tool,spotify:track:0nLOl4fSiBZKGFla5pLUtf,399266,62,1996-09-17
California,Los Angeles,Africa Unite,Bob Marley & The Wailers & will.i.am,spotify:track:2X4Xt6ktft4ObvUmQl24RE,312320,30,2005-11-07
California,Los Angeles,After Hollywood,Michael Stanley,spotify:track:0z8CXbP5jP28DMad98Xc7t,236106,3,1998-06-02
California,Los Angeles,Afton Place,The Beat (American band),spotify:track:1LwTnA3CiASkOLvGFHAaA6,209613,3,2006-09-01
California,Los Angeles,"Ah1, Ah2, AhSunSet Strip",Spike Jones,error,209613,3,2006-09-01
California,Los Angeles,Ain't No California,Mel Tillis,spotify:track:25fPPKBCAJWYCeyHXTXvK7,320920,17,1986
California,Los Angeles,Ain't Nobody Straight in L.A.,The Miracles,spotify:track:29HemHbSIVerWQQ1YNVzXU,228533,38,1975
California,Los Angeles,Airhead,Thomas Dol,spotify:track:23Z1zCRT68TKZdqqCs9qod,307800,23,1988-04-13
California,Los Angeles,All Change for Hollywood,UK Subs,spotify:track:6tpoMVcMGB3uvetE3df77M,178093,1,1985-10-01
California,Los Angeles,All I Wanna Do,Sheryl Crow,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,272106,67,1993-08-03
California,Los Angeles,All the Gold in California,Larry Gatlin & The Gatlin Brothers,spotify:track:6yLDMogQVRdVmwlh8uw526,157533,47,1979-09-01
California,Los Angeles,(All the Rest Is) Hollywood,Buzz Hawkins,error,157533,47,1979-09-01
California,Los Angeles,All The Way from Memphis,Mott The Hoople,spotify:track:5lP2EYWk8LFUkM0grPWUFT,302560,43,1973
California,Los Angeles,Allied Chemical Square,Jud Strunk,error,302560,43,1973
California,Los Angeles,Alone in L.A.,Russell Stone & Peter Totth,spotify:track:7hV3q6WlR51AAjNVlaFfHK,174000,33,2020-05-29
California,Los Angeles,Alta Loma Road,Quantum Jump,spotify:track:0YcD2vAJp5ErXqA27NUZou,286733,4,1976-01-15
California,Los Angeles,Altadena In,Fred LonbergHolm Frode Gjerstad,spotify:track:7Fby4847AKzXGtXIMboVM1,172892,0,2017-12-29
California,Los Angeles,Always Into Somethin',N.W.A.,spotify:track:3INjq8ZrH4qZHDGiKg8QDS,191933,25,2014-10-27
California,Los Angeles,American Bad Ass,Kid Rock,spotify:track:1uxNeN5106dIHNA0iNKaNX,276013,58,2019-10-18
California,Los Angeles,American Boy,Estelle,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,284733,78,2008-03-28
California,Los Angeles,An Old Hollywood Custom,music  Ray Henderson; lyrics  Lew Brown,error,284733,78,2008-03-28
California,Los Angeles,Anaheim,They Might Be Giants,spotify:track:1vrjVmdykx8bNrd9QA38Uy,64239,6,2005-11-11
California,Los Angeles,...and a Song for Los Angeles,She Wants Revenge,spotify:track:3bDZKCBdX0UXUtFTOly8px,301666,19,2007-01-01
California,Los Angeles,Andres,L7,spotify:track:0nidu6qIs1DlnuYC4qyzvm,183973,34,1994
California,Los Angeles,Angel City,Don Johnson,spotify:track:3vGep37QhNoHrp6dML1ovY,264826,11,1989-04-05
California,Los Angeles,Angel City,Gil Fuller,spotify:track:5ydei4fAd6hZGgtrB4VnYH,498226,4,2008-01-01
California,Los Angeles,Angel City,Megabass (act had a top 20 British hit in 1990 with 'Time to Make the Floor Burn'),spotify:track:5qLeANvmyow2ToeiVRVGof,235078,25,2018-08-17
California,Los Angeles,Angel City,Motörhead,spotify:track:427SKJm1VAa72tcibl4ir4,237120,28,1991-02-26
California,Los Angeles,Angel City (We're Dying),Curt Boettcher,error,237120,28,1991-02-26
California,Los Angeles,Angel On Sunset,Larry Coryell,spotify:track:2rcmNTXpMfHzyk1jFeEkCE,340253,29,2000
California,Los Angeles,The Angel Song,Great White,spotify:track:1JxRLFVoFx2f7zumJwRDSw,291066,41,1989-01-01
California,Los Angeles,Angel Town,Mezzoforte,spotify:track:3z7WwtRlzCxHJuolEfBygC,311893,15,2012-07-06
California,Los Angeles,Angel Town,Peter Cincotti,spotify:track:1iONth5fzUrvnvYUtvg7Ur,269240,19,2007-09-04
California,Los Angeles,Angelenos,Michael Tomlinson,spotify:track:4n59amwWpMvfJJe1QEQin9,255026,3,1991-01-01
California,Los Angeles,Angeles,Elliott Smith,spotify:track:2uwN3PDudlRkAKE3wA0OqJ,176826,55,1997-02-25
California,Los Angeles,Angeles,Josh Kelley,spotify:track:6qMOuzouSCiyexZv34ElvV,210400,6,2003-01-01
California,Los Angeles,Angeles,Peter Bradley Adams,spotify:track:570bCyTqitfPQUgutUvKPb,214466,36,2008-08-05
California,Los Angeles,Angeles (City Of The Angels),John Stewart,spotify:track:23KPHTxayoHi4kzC2aKKaS,328266,1,2009-08-30
California,Los Angeles,Angeles Domini,The Nuns,spotify:track:27ZMkRXgVKc6Pt7KnXPKfl,273013,1,2011-11-11
California,Los Angeles,Angeltown,Bob Thompson & His Orchestra & Chorus,spotify:track:6gWhuX1VeXmhaVZIG0ZgUL,151213,0,1997
California,Los Angeles,Annie Goes to Hollywood,Franke & The Knockouts,spotify:track:12L4jKCthkRIjel7GBEpWi,250400,2,1981
California,Los Angeles,Another Day Another Dollar,Everything But The Girl,spotify:track:3wFqFZqtn6eKEoNpIFfcA3,208826,9,1988-02-29
