state,city,song,artist
 New York,New York City,The Dream,  Higher
 New York,New York City,Dream Like New York,  Tyrone Wells
 New York,New York City,"Dream Love New York, A Love of Ryan Torain",  Brian Foss
 New York,New York City,Dreams of New York City,  Goddo
 New York,New York City,Drift Study 14 VII 73 9:27:2710:06:41 PM NYC,  La Monte Young
 New York,New York City,Driving Here On Broadway,  Traks
 New York,New York City,Drones Over Brooklyn,  ElP
 New York,New York City,Drop Me Off in Harlem,"  Duke Ellington (covered  Louis Armstrong, Ella Fitzgerald, Dave Frishberg, Johnny Hodges, George Shearing, and many more)"
 New York,New York City,Droppin' Science,  Marley Marl
 New York,New York City,Dropping Some NYC,  Blues Traveler
 New York,New York City,The Duchess of Central Park,  Maurice Levi and J. Cheever Goodwin
 New York,New York City,Dude Descending a Staircase,  Apollo 440
 New York,New York City,D'Ya Like Scratchin',  Malcolm McLaren
 New York,New York City,Dyckman House,  N.Y. House'n Authority
 New York,New York City,"Earth, Wind And Fire",  Big Daddy Kane
 New York,New York City,East 98 Street,  Man With No Name (Martin Freeland)
 New York,New York City,East 3rd Street,  Quicksand
 New York,New York City,East 34th Street,  Peter King
 New York,New York City,East 6th Street,  Ted Curson
 New York,New York City,East 70th Street,  Emil Viklický
 New York,New York City,East 9th Street,  Andrew Hill
 New York,New York City,East 12th Street Band,  The Zawinul Syndicate
 New York,New York City,East 98 Street,  Man With No Name
 New York,New York City,East Broadway Rundown,  Sonny Rollins
 New York,New York City,East Coast,  ASAP Ferg
 New York,New York City,"East Coast, West Side",  Tony Scott (musician)
 New York,New York City,East Harlem,  Beirut
 New York,New York City,East Harlem Nostalgia,  Sonny Fortune Billy Harper Stanley Cowell Reggie Workman Billy Hart
 New York,New York City,East MC's (Made In Brooklyn),  Masta Killa
 New York,New York City,East Of Brooklyn,  Hank Mobley
 New York,New York City,East River,  Brecker Brothers
 New York,New York City,East River,  Jeffrey Lewis
 New York,New York City,East River,  Picnic At The Whitehouse
 New York,New York City,East River Blue,  Spyro Gyra
 New York,New York City,East River Hoe Down (Here She Comes Now), (from the musical revue Two on the Aisle)
 New York,New York City,East River Drive,  Grover Washington Jr
 New York,New York City,East River Drive,  Peter De Angelis
 New York,New York City,East River Drive,  Stanley Clarke
 New York,New York City,East River Rhapsody, from Songbook (musical)
 New York,New York City,Eastside,  Jim Jones (rapper)
 New York,New York City,East Side Beat,  The Toasters
 New York,New York City,East Side Corridor,  Symphony Jazz Ensemble
 New York,New York City,East Side Down,  Mod Fun
 New York,New York City,East Side Drive,  Kenyon Hopkins
 New York,New York City,East Side Jive,  Big Rude Jake
 New York,New York City,East Side Of Heaven,  Bing Cros
 New York,New York City,East Side Strut,  Deodato
 New York,New York City,East Side West Side,  Kenyon Hopkins
 New York,New York City,East Side West Side,  Phil Moore (jazz musician)
 New York,New York City,East Side West Side,  Tony Yayo
 New York,New York City,East vs. West,  Chubb Rock
 New York,New York City,East Village Rocker With A Missed Connection,  Jason Trachtenburg
 New York,New York City,Easter Parade," composed  Irving Berlin, recorded  Judy Garland and others"
 New York,New York City,Echoes of Harlem,  Duke Ellington
 New York,New York City,Egg Cream,  Lou Reed
 New York,New York City,Eine Nacht In New York City,  Howard Carpendale
 New York,New York City,Eine Reise Nach New York,  Mama Betty's Band
 New York,New York City,Eighth Avenue, (from 'Hellzapoppin  Jule Styne)
 New York,New York City,Eighth Avenue,  Hospitality
 New York,New York City,El San Juanera,  Malcolm McLaren
 New York,New York City,Electric Relaxation,  A Tribe Called Quest
 New York,New York City,Ellis Island,  Bob Mintzer Big Band
 New York,New York City,Ellis Island,  Brian Auger
 New York,New York City,Ellis Island,  Marc Cohn
 New York,New York City,Ellis Island,  Mary Black
 New York,New York City,Ellis Island,  McKendree Spring
 New York,New York City,Ellis Island Blues,  Boo Hewerdine
 New York,New York City,El Numero Seis,  Ruben Blades
 New York,New York City,Eleanor Put Your Boots On,  Franz Ferdinand
 New York,New York City,Empire State,  Fleetwood Mac
 New York,New York City,Empire State Building,  Randy Newman
 New York,New York City,Empire State Express,  Son House
 New York,New York City,Empire State Halo,  Echo & the Bunnymen
 New York,New York City,Empire State Human,  Human League
 New York,New York City,Empire State Of Mind,  Bryan Ferry Orchestra
 New York,New York City,Empire State of Mind,"  JayZ (ft. Alicia Keys), video shows Times Square and Tribeca"
 New York,New York City,Empire State of Mind (Part II) Broken Down,  Alicia Keys
 New York,New York City,Empty Garden (Hey Hey Johnny),  Elton John
 New York,New York City,E N Y House (East New York House),  Masta Killa
 New York,New York City,Englishman In New York,  John Rocca
 New York,New York City,Englishman in New York,"  Sting, said to be inspired  Quentin Crisp"
 New York,New York City,En Why Cee,"  Juganot ft. Joell Ortiz, Uncle Murda and Tess"
 New York,New York City,Encore,  Cheryl Lynn
 New York,New York City,Entre Marianne Et Manhattan,  Michel Laurent
 New York,New York City,Episode Containing 3 Songs: N.Y. Op,  Asylum Choir
 New York,New York City,Escape From New York,  Geddes Axe
 New York,New York City,Escape From New York,  John Carpenter
 New York,New York City,Espanharlem,  Ralph Flanagan
 New York,New York City,E.T.A. N.Y.C.,  Mark Springer
 New York,New York City,Evening In Manhattan,  Eddie Heywood
 New York,New York City,Evening In New York,  JB Horns
 New York,New York City,Ever since New York, Harry Styles
 New York,New York City,Every Stop on the F Train,  Michael Gordon
 New York,New York City,Every Street's a Boulevard (In Old New York),"  Jule Styne / Bob Hilliard, From the Broadway musical ""Hazel Flagg""  covered  Dean Martin & Jerry Lewis & others"
 New York,New York City,Everybody's Going to the Devil in New York, (music  Gus Edwards; lyrics  Edward Gardenier)
 New York,New York City,Everybody's Shakin' Hands On Broadway,  Luv'
 New York,New York City,Everyone's Coming To New York,  John Carpenter & Alan Howarth
 New York,New York City,Expression,  Salt N Pepa
 New York,New York City,Exterior Street,  Death Comet Crew
 New York,New York City,Extraño En New York,  Martina
 New York,New York City,Eyes of a New York Woman,  B. J. Thomas
 New York,New York City,Eyes Of Harlem,  Andrew Matheson
 New York,New York City,F Train,  Babe the Blue Ox
 New York,New York City,Fabulous New York,  Jimmy Castor
 New York,New York City,Face Down at Folk City,  The Roches
 New York,New York City,Factory Girls,  The Destructors
 New York,New York City,Faded Flower of Broadway,  Willie Nile
 New York,New York City,Fairytale of New York,  The Pogues and Kirsty MacColl
 New York,New York City,Fakin NYC,  Scott & Charlene's Wedding
 New York,New York City,Fallin' Down,  Men at Work
 New York,New York City,Famous Blue Raincoat,  Leonard Cohen (covered  Tori Amos)
 New York,New York City,Famous Flower of Manhattan,  The Avett Brothers
 New York,New York City,Far Away,  SleaterKinney
 New York,New York City,Fare Thee Well To Harlem,  Jack Teagarden
 New York,New York City,Farewell to Harlem,  David McWilliams
 New York,New York City,A Farm Off Old Broadway, (from The Daughter of Rosie O'Grady)
 New York,New York City,Farmers,  LL Cool J
 New York,New York City,Farmers Blvd. (Our Anthem),  LL Cool J
 New York,New York City,Fashion Crisis Hits New York,  The Frank and Walters
 New York,New York City,Father Demo Square,  Billy Hart
 New York,New York City,The Faucets are Dripping,  Malvina Reynolds
 New York,New York City,Females (Get On Up),  Cookie Crew
 New York,New York City,Fell in Love with New York,  The Zolas
 New York,New York City,Fifth Avenue,  America (band)
 New York,New York City,Fifth Avenue,  Daniel Wanrooy & Rene Havelaar
 New York,New York City,Fifth Avenue,  Gold Panda
 New York,New York City,Fifth Avenue,  Jae Mason
 New York,New York City,Fifth Avenue, music  Sigmund Romberg; lyrics  Harold Atteridge
 New York,New York City,Fifth Avenue Blue,  Peter Pringle
 New York,New York City,Fifth Avenue Breakdown,  Randy Stonehill
 New York,New York City,Fifth Avenue Breakdown,  Sounds Orchestral
 New York,New York City,Fifth Avenue New York City,  The Vandals
 New York,New York City,Fifth Avenue Rag,  David Chesky
 New York,New York City,Fifty Four,  Sea Level
 New York,New York City,Fifty Second Street,  Andy Kirk (musician)
 New York,New York City,Fight The Power (Flavor Flav Meets Spike Lee),  Public Enemy
 New York,New York City,Fighting 69th,  Dropkick Murphys
 New York,New York City,Find It in New York,  Michelle Wright
 New York,New York City,Find Them In Brooklyn,  Lord Kitchener (calypsonian)
 New York,New York City,Finger Back,  Vampire Weekend
 New York,New York City,Fiona's Song,  Black 47
 New York,New York City,Fire In A Brooklyn Theatre,  Randy Edelman
 New York,New York City,Fire Island,  Dante's Inferno
 New York,New York City,Fire Island,  Fire Island
 New York,New York City,Fire Island,  Fountains Of Wayne
 New York,New York City,Fire Island,  Mystic Moods Orchestra
 New York,New York City,Fire Island,  Real Time
 New York,New York City,Fire Island,  Secession
 New York,New York City,Fire Island,  the Village People
 New York,New York City,Fire Island Sand,  Junior Electronics
 New York,New York City,"Fire Island, Saturday",  Don Crawford
 New York,New York City,First Day in New York,  Nitin Sawhney
 New York,New York City,First Day in New York,  Ollie Halsall
 New York,New York City,First Night in New York,  Claire Hamill
 New York,New York City,First Snow on Brooklyn,  Jethro Tull
 New York,New York City,First We Take Manhattan,  Leonard Cohen
 New York,New York City,Five Minutes Of Funk,  Whodini
 New York,New York City,Five Point Blues,  Bob Cros
 New York,New York City,Five Spot After Dark,  The Jazztet
 New York,New York City,Five Spot Stomp,  Axel Zwingenberger
 New York,New York City,Flash's Theme Reprise (Victory Celebrations),  Queen
 New York,New York City,Flatbush Avenue,  John Patitucci
 New York,New York City,Flatbush Ave.,  Project
 New York,New York City,Flatbush Avenue,  Weird Al Jankovic
 New York,New York City,Flatbush Flanagan,  Harry James
 New York,New York City,Flatbush Style,  Velore & DoubleO
 New York,New York City,Flatbush Waltz/Opus 57,  David Grisman Quartet
 New York,New York City,Flight,  Rare Bird
 New York,New York City,A Flower Grows In Brooklyn,  Positive K
 New York,New York City,Fly to New York,  Country Weather
 New York,New York City,Fly To New York,  Above & Beyond
 New York,New York City,Fly to New York City,  Jeane Manson
 New York,New York City,Fog on the Hudson (425 West 57th Street),  Moondog
 New York,New York City,Folk Song,  Bongwater
 New York,New York City,Follow Instructions,  M.O.P.
 New York,New York City,For the Sight of Old Broadway,  Gustave Kerker and Harry B. Smith
 New York,New York City,For Your Money,  Daniel Merriweather
 New York,New York City,Fordham Road,  Lana Del Rey
 New York,New York City,Forever and a Day,  Fragma
 New York,New York City,Forever And A Day At Studio 54,  Randy Jones (singer)
 New York,New York City,Fork New York,  Everything Is Everything
 New York,New York City,Formal Night in Harlem,  Wingy Manone & his Orchestra
 New York,New York City,Fort Greene (S)Killz,  Dana Dane
 New York,New York City,FortySecond Street Moon, (music  Sigmund Romberg; lyrics  Harold Atteridge and Clifford Grey)
 New York,New York City,FortySix West FiftyTwo,  Chu Berry
 New York,New York City,Fountain in Central Park,  Bill Snyder (bandleader)
 New York,New York City,Four O´Clock In New York,  The Lords
 New York,New York City,"Four Superbowls, No Rings",  Such Gold
 New York,New York City,Fourteenth Street (I Can't Get Together),  Ten Wheel Drive
 New York,New York City,Fourth Street Rag,  David Chesky
 New York,New York City,"Frank and Don, Howard, Too, Broadway Joe and You and Me",  Johnny Carver
 New York,New York City,Frank Mills,"  James Rado/Gerome Ragni/Galt MacDermot, from the musical Hair"
 New York,New York City,Freedom '91,  New Model Army
 New York,New York City,Freezing in New York,  Mighty Sparrow
 New York,New York City,A Frenchman In New York,  David Rose
 New York,New York City,Fresh Kills Landfill,  Spring Heel Jack
 New York,New York City,Friday Night in NY,  Space 2000
 New York,New York City,From Broadway To 7th Ave.,  Victoria Spivey
 New York,New York City,From BX,  Tim Dog
 New York,New York City,From Cotton to Satin (From Birmingham to Manhattan),  Johnny Paycheck
 New York,New York City,From Here To New York,  Too Short
 New York,New York City,From Here To N.Y. City,  Emergency
 New York,New York City,From New York to LA,  Patsy Gallant
 New York,New York City,From the Brooklyn Bridge,  Mark Germino
 New York,New York City,From the Plaza to Madison Square," from 'The Broadway Whirl' music: George Gershwin & Harry Tierney; lyrics: Richard Carle, Joseph McCarthy & John Henry Mears"
 New York,New York City,From U.K. To B.K.,  Smoothe Da Hustler
 New York,New York City,Fuck Nas,  Cormega
 New York,New York City,Fuck New York,  Slapshot
 New York,New York City,Fuego En El 23,  Fania AllStars
 New York,New York City,Fugitives On Labour Day In Brooklyn,  Lord Brynner
 New York,New York City,Fuel,  Ani DiFranco
 New York,New York City,Fulton Street,  Eddie Gale
 New York,New York City,Fumigate Funky Broadway,  Chris Kenner
 New York,New York City,Funkin' for Jamaica (N.Y.),  Tom Browne
 New York,New York City,Funky Apple,  Dave Matthews & The Electric Birds
 New York,New York City,Funky Broadway,  Wilson Pickett
 New York,New York City,Funky Girl On Motherless Broadway,  Melvin Van Peebles
 New York,New York City,Funky Westside,  Tone Lōc
 New York,New York City,Furlough In Harlem,  Hal McIntyre and His Orchestra
 New York,New York City,Furuhata's Theme  Ballad Of The Big Apple  David Matthews (keyboardist),
 New York,New York City,Furuhata's Theme  West 46th Street,  David Matthews (keyboardist)
 New York,New York City,Future Prison,  DJ Marc La Cruz
 New York,New York City,G Building,  M.O.P.
 New York,New York City,The Gaiety, (from the musical 'Skyscraper')
 New York,New York City,Game 6,  Yo La Tengo
 New York,New York City,The Game Get Live,  The Game featuring JT
 New York,New York City,Garden Party,  Rick Nelson (the 'Garden' is Madison Square Garden)
