,state,city,song,artist
0, Kentucky,Louisville,Home Away from Home,  Pokey LaFarge
1, Kentucky,Louisville,Flora,"  Peter, Paul and Mary"
2, Kentucky,Louisville,Louisville K-Y,  Ella Fitzgerald
