,state,city,song,artist
0, South Carolina,Charleston,Carolina,  Corey Smith
1, South Carolina,Charleston,Holy City,  Edwin McCain
2, South Carolina,Charleston,You Can Have Charleston,  Darius Rucker
3, South Carolina,Myrtle Beach,"Dancin', Shaggin' on the Boulevard",  Alabama
4, South Carolina,Myrtle Beach,Ocean Boulevard,  Band of Oz
5, South Carolina,Myrtle Beach,19 You + Me,  Dan + Shay
6, South Carolina,Myrtle Beach,Myrtle Beach Summer 1974,  Yung Gravy
