,state,city,song,artist
386, Louisiana,New Orleans,Lucky,  Seven Mary Three
387, Louisiana,New Orleans,Magnolia Soul,  Ozomatli
388, Louisiana,New Orleans,Magnolia Street Parade,  Bob Cros
389, Louisiana,New Orleans,Mahogany Hall Stomp,  Louis Armstrong
390, Louisiana,New Orleans,Man From New Orleans,  Swampwater
391, Louisiana,New Orleans,Maple Leaf Strutt,"  Joe Krown, Walter ""Wolfman"" Washington, Russell Batiste Jr."
392, Louisiana,New Orleans,Mardi Gras,"  Dave ""Ba"" Cortez"
393, Louisiana,New Orleans,Mardi Gras,  David Whitfield
394, Louisiana,New Orleans,Mardi Gras,  Doug Kershaw
395, Louisiana,New Orleans,Mardi Gras,  Flambeaux
396, Louisiana,New Orleans,Mardi Gras,  Gino Vannelli
397, Louisiana,New Orleans,Mardi Gras,  Hugh Martin
398, Louisiana,New Orleans,Mardi Gras,  Ike Quebec
399, Louisiana,New Orleans,Mardi Gras,  Jeff Kashiwa
400, Louisiana,New Orleans,Mardi Gras,  Jessie Hill
401, Louisiana,New Orleans,Mardi Gras,  John Klemmer
402, Louisiana,New Orleans,Mardi Gras,", from Mardi Gras (1958 film)"
403, Louisiana,New Orleans,Mardi Gras,  Pat Martino
404, Louisiana,New Orleans,Mardi Gras,  Scream
405, Louisiana,New Orleans,Mardi Gras,  Spyro Gyra
406, Louisiana,New Orleans,The Mardi Gras,  Victor Herbert
407, Louisiana,New Orleans,Mardi Gras,  Victor Silvester
408, Louisiana,New Orleans,Mardi Gras And Rosetta Roses,  Casablanca
409, Louisiana,New Orleans,Mardi Gras At Midnight,  A Tribe Called Quest
410, Louisiana,New Orleans,Mardi Gras Beads,  Parquet Courts
411, Louisiana,New Orleans,Mardi Gras (Breeze From The River),  Howard Blaikley
412, Louisiana,New Orleans,Mardi Gras Carnival,  Margie Perez
413, Louisiana,New Orleans,Mardi Gras Cha,  Rico Henderson and his Orchestra
414, Louisiana,New Orleans,Mardi Gras Day,  Manfred Mann's Earth Band
415, Louisiana,New Orleans,"Mardi Gras, Down In New Orleans It's Carnival (Mardi Gras Rap)",  The Jones & Taylor Experience
416, Louisiana,New Orleans,Mardi Gras Gumbo,  Kenny 'Blue' Ray
417, Louisiana,New Orleans,Mardi Gras in New Orleans,  Earl King
418, Louisiana,New Orleans,Mardi Gras in New Orleans,  Professor Longhair
419, Louisiana,New Orleans,Mardi Gras In The City,  Earl King
420, Louisiana,New Orleans,Mardi Gras (Indian Dance),  Paul Weston
421, Louisiana,New Orleans,Mardi Gras Jig,"  Dewey Balfa, Tony Balfa, Tracy Schwarz, Peter Schwarz (Tracy Schwarz of Ginny Hawker and Tracy Schwarz)"
422, Louisiana,New Orleans,Mardi Gras Madness,  Barney Bigard
423, Louisiana,New Orleans,Mardi Gras Mambo,  The Hawketts
424, Louisiana,New Orleans,Mardi Gras Mambo,  The Meters
425, Louisiana,New Orleans,The Mardi Gras March,  Louis Armstrong
426, Louisiana,New Orleans,Mardi Gras Parade,  Jerry Colonna
427, Louisiana,New Orleans,Mardi Gras Parade,  New Orleans Creole Jazz Band featuring Thomas Jefferson (musician)
428, Louisiana,New Orleans,Mardi Gras Party,  Carl Marshall
429, Louisiana,New Orleans,Mardi Gras Rag,  Wilbur De Paris
430, Louisiana,New Orleans,Mardi Gras Rock,  Bob Freeman
431, Louisiana,New Orleans,Mardi Gras Second Line,  Rockin' Sidney
432, Louisiana,New Orleans,Mardi Gras Song,  John Delafose
433, Louisiana,New Orleans,Mardi Gras Strut,  Al Johnson
434, Louisiana,New Orleans,Mardi Gras Time,  Bayou Renegades
435, Louisiana,New Orleans,Mardi Gras Time,  Timmy Dusenbery
436, Louisiana,New Orleans,Mardi Gras Twist,  Doris Matte
437, Louisiana,New Orleans,The Mardi Gras Walking Club,  Pete Fountain
438, Louisiana,New Orleans,Mardi Gras Waltz,  Carmen Lombardo and John Jacob Loeb
439, Louisiana,New Orleans,Mardi Gras Waltz,  Joe Ely
440, Louisiana,New Orleans,Mardi Gras Zydeco,  Rockin' Sidney
441, Louisiana,New Orleans,Marie Laveau,  Bob Bare
442, Louisiana,New Orleans,Matinee Hour In New Orleans,  Three Clouds
443, Louisiana,New Orleans,Me and Bob McGee,  Janis Joplin
444, Louisiana,New Orleans,Meet the Boys (on the Battlefront),  The Wild Tchoupitoulas
445, Louisiana,New Orleans,Meet Me On Frenchmen Street,  Shamarr Allen
446, Louisiana,New Orleans,Meet Me On The Levee,  Chris Barber
447, Louisiana,New Orleans,The Mess Inside,  The Mountain Goats
448, Louisiana,New Orleans,A Message To Martha, Adam Faith
449, Louisiana,New Orleans,Message To Michael,  Dionne Warwick
450, Louisiana,New Orleans,MidCity Ba,  The New Orleans Bingo! Show
451, Louisiana,New Orleans,Midnight In New Orleans,  Earl Hines
452, Louisiana,New Orleans,Milenberg Joys,  Jelly Roll Morton
453, Louisiana,New Orleans,Monday Night In New Orleans,  Kermit Ruffins
454, Louisiana,New Orleans,Moon over Bourbon Street,  Sting
455, Louisiana,New Orleans,Move It,  Cliff Richard with Brian May & Brian Bennett
456, Louisiana,New Orleans,Move to Louisiana,  John Mooney
457, Louisiana,New Orleans,Mr. Bojangles,"  Jerry Jeff Walker, made popular  The Nitty Gritty Dirt Band"
458, Louisiana,New Orleans,Mr. Mardi Gras,  Allen Toussaint
459, Louisiana,New Orleans,Mr. Tambourine Man,  Bob Dylan
460, Louisiana,New Orleans,Mrs. Orleans,"  Trombone Shorty ft. Kid Rock, from For True, 2011"
461, Louisiana,New Orleans,Muk Tuk Mardi Gras Two Step,  Frankie Rodgers & the Rodgers Brothers
462, Louisiana,New Orleans,Murder In New Orleans,  Voice Of The Wetlands AllStars (featuring Cyril Neville)
463, Louisiana,New Orleans,My Blue Ridge Mountain Boy,  Dolly Parton
464, Louisiana,New Orleans,My Darlin' New Orleans,  L'il Queenie
465, Louisiana,New Orleans,My Father's Gun,  Elton John
466, Louisiana,New Orleans,My Hometown New Orleans,  Paul Soniat
467, Louisiana,New Orleans,My Little Old Home Down In New Orleans,  Frank Luther
468, Louisiana,New Orleans,My New Orleans,  Al Fats Edwards
469, Louisiana,New Orleans,My NOLA,"  Harry Connick, Jr."
470, Louisiana,New Orleans,My People Need A Second Line,  Dr. John
471, Louisiana,New Orleans,My Sanctuary,  Marc Cohn
472, Louisiana,New Orleans,N.O. Blues,  Stan Tracey
473, Louisiana,New Orleans,N.O.L.A. My Home,  Willie West
474, Louisiana,New Orleans,N.O. Stylee,  Skull Duggery
475, Louisiana,New Orleans,N.O.T. Aka N’Awlins Thang,  Raphael Wressnig's Organic Trio
476, Louisiana,New Orleans,N'Awlin Nights,  Kim Mitchell
477, Louisiana,New Orleans,N'awlins,  The Zawinul Syndicate
478, Louisiana,New Orleans,N'awlins,  Bob Stagg
479, Louisiana,New Orleans,The New Battle of New Orleans,  Ray Stevens
480, Louisiana,New Orleans,New Highway 51,  Tommy McClennan
481, Louisiana,New Orleans,New Mardi Gras Dance,  Aldus Roger and the Lafayette Playboys
482, Louisiana,New Orleans,New Orleans,  Al Prince
483, Louisiana,New Orleans,New Orleans,  Beautiful Creatures
484, Louisiana,New Orleans,New Orleans,  Bill Pritchard
485, Louisiana,New Orleans,New Orleans,  Cash McCall
486, Louisiana,New Orleans,New Orleans,  Cowboy Mouth
487, Louisiana,New Orleans,New Orleans,  Curtis Mayfield
488, Louisiana,New Orleans,New Orleans,  David Hess
489, Louisiana,New Orleans,New Orleans,  Elvis Presley
490, Louisiana,New Orleans,New Orleans,  The Essex Green
491, Louisiana,New Orleans,New Orleans,"  Gary U.S. Bonds, The Grateful Dead, The Radiators, The Blues Brothers, The Stampeders, Joan Jett and the Blackhearts, Neil Diamond, Hank Williams Jr., and others"
492, Louisiana,New Orleans,New Orleans,  Henry Creamer and Turner Layton
493, Louisiana,New Orleans,New Orleans,  Hoagy Carmichael
494, Louisiana,New Orleans,New Orleans,  Howard Blaikley
495, Louisiana,New Orleans,New Orleans,  Husky
496, Louisiana,New Orleans,New Orleans,  Idris Muhammad
497, Louisiana,New Orleans,New Orleans, (from Is Everybody Happy? (1929 film))
498, Louisiana,New Orleans,New Orleans,  John Stewart
499, Louisiana,New Orleans,New Orleans,  Kid Rock
500, Louisiana,New Orleans,New Orleans,  King Curtis
501, Louisiana,New Orleans,New Orleans,  Les Humphries
502, Louisiana,New Orleans,New Orleans,  Mamie Smith
503, Louisiana,New Orleans,New Orleans,  The New Orleans Bingo! Show
504, Louisiana,New Orleans,New Orleans,  Nicky Henson & Dana Gillespie
505, Louisiana,New Orleans,New Orleans,  Parachute
506, Louisiana,New Orleans,New Orleans,  Paris
507, Louisiana,New Orleans,New Orleans,  The Pazant Brothers and the Beaufort Express
508, Louisiana,New Orleans,New Orleans,  Rancid
509, Louisiana,New Orleans,New Orleans,  Sarah McCoy
510, Louisiana,New Orleans,New Orleans,  St Joe Run
511, Louisiana,New Orleans,New Orleans,  Silver Jews
512, Louisiana,New Orleans,New Orleans,  Stevie Nicks
513, Louisiana,New Orleans,New Orleans,  To Keith
514, Louisiana,New Orleans,New Orleans,  Trampled  Turtles
515, Louisiana,New Orleans,New Orleans,  Truckers
516, Louisiana,New Orleans,New Orleans,  Your Heart Breaks
517, Louisiana,New Orleans,New Orleans 2am,  The Khans
518, Louisiana,New Orleans,New Orleans And A Rusty Old Horn,  Sonny Knight
519, Louisiana,New Orleans,New Orleans Ain't The Same,  Fats Domino
520, Louisiana,New Orleans,New Orleans Beat,  The Cannonballs
521, Louisiana,New Orleans,New Orleans Beat,  Jimmy McCracklin
522, Louisiana,New Orleans,New Orleans Beat,  Steve Riley
523, Louisiana,New Orleans,New Orleans Biguine,  Pierre Dalmon
524, Louisiana,New Orleans,New Orleans Blue,  Jerry Foster
525, Louisiana,New Orleans,New Orleans Blues,  Blue Lu Barker
526, Louisiana,New Orleans,New Orleans Blues,  Jelly Roll Morton
527, Louisiana,New Orleans,New Orleans Blues,  Johnny De Droit and the New Orleans Jazz Orchestra
528, Louisiana,New Orleans,New Orleans Blues,  Willie Mabon
529, Louisiana,New Orleans,New Orleans Bump,  Jelly Roll Morton and later  Wynton Marsalis
530, Louisiana,New Orleans,New Orleans Calling,"  Newark Boys Chorus, Rutgers Jazz Ensemble"
531, Louisiana,New Orleans,New Orleans Cannon Ball,  George Garabedian Players
532, Louisiana,New Orleans,New Orleans ChaCha,  Jerry Colonna
533, Louisiana,New Orleans,The New Orleans Connection,"  Michael ""Bami"" Rose"
534, Louisiana,New Orleans,New Orleans Cookin',  Cyril Neville
535, Louisiana,New Orleans,New Orleans Drag,  Sammy Price and his Rompin' Stompers
536, Louisiana,New Orleans,New Orleans Forever, from Jérôme Savary's 'Looking for Josephine'
537, Louisiana,New Orleans,New Orleans Function,  Louis Armstrong
538, Louisiana,New Orleans,New Orleans Funeral,  Hazy Osterwald
539, Louisiana,New Orleans,New Orleans Girl,  Winston Hall and Donna Chance
540, Louisiana,New Orleans,New Orleans Gumbo,  Idris Muhammad
541, Louisiana,New Orleans,New Orleans (The Home Of The Bluzz),  Eddie Zip And Fast Company
542, Louisiana,New Orleans,New Orleans Hop,  Monte Easter
543, Louisiana,New Orleans,New Orleans Hop Scop Blues,  Richard M. Jones
544, Louisiana,New Orleans,New Orleans Hula,  George Lewis
545, Louisiana,New Orleans,New Orleans In The Rain,  Johnny Williams
546, Louisiana,New Orleans,New Orleans Is a Dying Whore,  Down
547, Louisiana,New Orleans,New Orleans Is A Mighty Good Town,  Eddy Raven
548, Louisiana,New Orleans,New Orleans Is Coming Back, David Batiste & The Gladiators
549, Louisiana,New Orleans,New Orleans Is My Home,  The Jingle Janglers
550, Louisiana,New Orleans,New Orleans Is Sinking,  The Tragically Hip
551, Louisiana,New Orleans,New Orleans Jail,  Rod Bernard
552, Louisiana,New Orleans,New Orleans Jeunesse Dorèe, from Naughty Marietta
553, Louisiana,New Orleans,New Orleans Joys,  Lu Watters and the Yerba Buena Jazz Band
554, Louisiana,New Orleans,New Orleans Ladies,  Le Roux
555, Louisiana,New Orleans,New Orleans Lady,  James Rivers
556, Louisiana,New Orleans,"New Orleans, Louisiana",  Dr. John and Chris Barber
557, Louisiana,New Orleans,New Orleans Low Down,  Duke Ellington
558, Louisiana,New Orleans,New Orleans Mambo,  James Rivers Quartet
559, Louisiana,New Orleans,New Orleans (Mardi Gras),  Southwind
560, Louisiana,New Orleans,New Orleans Moan,  Roselyn Lionhart (of duo David and Roselyn)
561, Louisiana,New Orleans,New Orleans Music,  Rebirth Brass Band
562, Louisiana,New Orleans,New Orleans Music,  Tony Wilson (a member of Hot Chocolate)
563, Louisiana,New Orleans,New Orleans (My Home Town),  Kermit Ruffins
564, Louisiana,New Orleans,"New Orleans, New Orleans",  Bintangs
565, Louisiana,New Orleans,New Orleans Parade,  Chris Barber
566, Louisiana,New Orleans,New Orleans Poon, (from Prettybelle)
567, Louisiana,New Orleans,New Orleans Post Parade,  Scatman Crothers
568, Louisiana,New Orleans,New Orleans Presidential Shit,  Lil Wayne
569, Louisiana,New Orleans,New Orleans Rag,  Willie 'The Rock' Knox
570, Louisiana,New Orleans,"New Orleans, RIP",  Meriwether
571, Louisiana,New Orleans,New Orleans Rock,  The 5.6.7.8's
572, Louisiana,New Orleans,New Orleans Second Line,  Olympia Brass Band
573, Louisiana,New Orleans,New Orleans Shuffle,  Johnny Otis
574, Louisiana,New Orleans,New Orleans Song,  La Croix
575, Louisiana,New Orleans,New Orleans Stomp,  Louis Armstrong
576, Louisiana,New Orleans,New Orleans Street March,"  Chris Farlowe, Brian Auger and Pete York"
577, Louisiana,New Orleans,New Orleans Strut,  Cannonball Adderley
578, Louisiana,New Orleans,A New Orleans Suite,  Sheba Sound
579, Louisiana,New Orleans,New Orleans Twist,  Blazer Boy
580, Louisiana,New Orleans,New Orleans When It Rains,  Razzy Bailey
581, Louisiana,New Orleans,New Orleans Wiggle,  Piron's New Orleans Orchestra
582, Louisiana,New Orleans,New Orleans Wins the War,  Randy Newman
583, Louisiana,New Orleans,New Orleans Woman,  Dirty Blues Band (a band formed  Rod Piazza)
584, Louisiana,New Orleans,New Orleans Woman,  Dorsey Burnette
585, Louisiana,New Orleans,New Orleans Woman,  Elmer Tippe
586, Louisiana,New Orleans,New York To New Orleans,  Pee Wee King & His Golden West Cowboys
587, Louisiana,New Orleans,Night Train to New Orleans,  Wayne Toups
588, Louisiana,New Orleans,Ninth Ward Blues,  King James & The Special Men
589, Louisiana,New Orleans,Ninth Ward Swing,  William Clarke And The NightOwls
590, Louisiana,New Orleans,No City Like New Orleans,  Earl King
591, Louisiana,New Orleans,Nola,  Dayna Kurtz
592, Louisiana,New Orleans,Norleans,  Lonnie Smith
593, Louisiana,New Orleans,North Rampart Street March (On Parade),  Sharkey Bonano
594, Louisiana,New Orleans,Oh Louisiana,  Wayne Toups
595, Louisiana,New Orleans,Oh New Orleans,  Peter Parker's Rock 'n' Roll Club
596, Louisiana,New Orleans,Oh My NOLA,  Harry Connick Jr.
597, Louisiana,New Orleans,Old Bridge,  Dash Rip Rock
598, Louisiana,New Orleans,Old New Orleans Rhythm And Blues,  Mike Young & Ricky Kelly
599, Louisiana,New Orleans,One Block Back Of Basin Street,  Dolph Hewitt
600, Louisiana,New Orleans,One More Murder,"  Better Than Ezra from How Does Your Garden Grow?, 1998"
601, Louisiana,New Orleans,One Night In New Orleans,  Blackhawk
602, Louisiana,New Orleans,Orleans,  The Standstills
603, Louisiana,New Orleans,Orleans Parish Prison,  Dick Feller
604, Louisiana,New Orleans,Orleans Party,  Ironing Board Sam
605, Louisiana,New Orleans,Papa DeDaDa (A New Orleans Stomp),  Clarence Williams
606, Louisiana,New Orleans,Pearl of the Quarter,  Steely Dan
607, Louisiana,New Orleans,Peel,  Seven Mary Three
608, Louisiana,New Orleans,Perdido,  Duke Ellington
609, Louisiana,New Orleans,Perdido Street,  Herbert Hardesty and the Rhythm Rollers
610, Louisiana,New Orleans,Perdido Street Blues,  Louis Armstrong
611, Louisiana,New Orleans,Perdido Street Stomp,  Sidney Bechet
612, Louisiana,New Orleans,Planet of New Orleans,  Dire Straits
613, Louisiana,New Orleans,Pontchartrain Blues,  Jelly Roll Morton
614, Louisiana,New Orleans,Promised Land,  Chuck Berry
615, Louisiana,New Orleans,Proud Mary,  Creedence Clearwater Revival
616, Louisiana,New Orleans,Prytania,  Mutemath
617, Louisiana,New Orleans,Quarter Rat,  Christopher Marsceill aka Reverend Chris
618, Louisiana,New Orleans,Queen of New Orleans,  Earl Thomas Conley
619, Louisiana,New Orleans,Queen of New Orleans,  Jon Bon Jovi
620, Louisiana,New Orleans,Queen of the Mardi Gras,  Marty Wyte
621, Louisiana,New Orleans,Queen of the Mardi Gras,  Tony Christie
622, Louisiana,New Orleans,Rainin' In New Orleans,  Lonesome Romeos
623, Louisiana,New Orleans,Rainin' Pain Down in New Orleans,  Warren Haynes
624, Louisiana,New Orleans,"Ramblin', Gamblin' Willie",  Bob Dylan
625, Louisiana,New Orleans,Ramblin Man,  Allman Brothers
626, Louisiana,New Orleans,Rampart Street Blues,  Cotton Pickers
627, Louisiana,New Orleans,Red Beans,  Henry Roeland Byrd aka Professor Longhair
628, Louisiana,New Orleans,Red Boy At The Mardi Gras,  Todd Rhodes Orchestra
629, Louisiana,New Orleans,Red Eye,  Paul Soniat
630, Louisiana,New Orleans,Red Rain,  Paris
631, Louisiana,New Orleans,Relaxin' at the Touro,  Muggsy Spanier
632, Louisiana,New Orleans,Remember Me To New Orleans,  Alice Creech
633, Louisiana,New Orleans,Rendesvous In Congo Square,  Jackie McLean
634, Louisiana,New Orleans,Reuben and Cherise,  Jerry Garcia Band
635, Louisiana,New Orleans,Rich Bitch from the Garden District,  Paul Soniat
636, Louisiana,New Orleans,Right Around The Corner From Basin Street,  Maxwell Davis Orchestra
637, Louisiana,New Orleans,The River in Reverse,  Elvis Costello & Allen Toussaint
638, Louisiana,New Orleans,Riverboat Fantasy,  David Wilcox
639, Louisiana,New Orleans,Rock Island Line,  Johnny Cash
640, Louisiana,New Orleans,Roll On Tulane (The Olive And Blue),  Johnny Long (musician) and his Orchestra
641, Louisiana,New Orleans,Roseland Waltz,  Willis Prudhomme & Zydeco Express
642, Louisiana,New Orleans,Royal Orleans,  Led Zeppelin
643, Louisiana,New Orleans,Royal Street,"  Jim Helms, Gary LeMel, Norma Green"
644, Louisiana,New Orleans,Royal Street,  Paul Reynoso
645, Louisiana,New Orleans,Royal Street,  Thomas Talbert Jazz Orchestra
646, Louisiana,New Orleans,Royal Street Flush,  Band Of Pleasure (features James Gadson)
647, Louisiana,New Orleans,Rubin and Cherise,  Jerry Garcia
648, Louisiana,New Orleans,Rudee Down In New Orleans,  Blaze Foley
649, Louisiana,New Orleans,Rumpus on Rampart Street,  Edmond Hall
650, Louisiana,New Orleans,Running To New Orleans,  Byther Smith
651, Louisiana,New Orleans,Sadie Green Vamp Of New Orleans,  Five Harmonicas
652, Louisiana,New Orleans,Sailing to New Orleans,  Victor Johnson
653, Louisiana,New Orleans,St. James Infirmary Blues, recorded  numerous musicians
654, Louisiana,New Orleans,Saint Of New Orleans,  PJ Parks
655, Louisiana,New Orleans,St. Patricks Day In New Orleans,  Alias Ron Kavana
656, Louisiana,New Orleans,St. Phillips St. Breakdown,  George Lewis
657, Louisiana,New Orleans,The Saints are Coming,"  U2 and Green Day, 2006"
658, Louisiana,New Orleans,Saturday Night Fish Fry,  Louis Jordan
659, Louisiana,New Orleans,Save my Soul,  Big Bad Voodoo Daddy
660, Louisiana,New Orleans,"Say, Has Anybody Seen My Sweet Gypsy Rose",  Tony Orlando and Dawn
661, Louisiana,New Orleans,Say Whut?,  Dr. John
662, Louisiana,New Orleans,See You All in Hell or New Orleans,  Dax Riggs
663, Louisiana,New Orleans,Serpentflame,  Calabrese
664, Louisiana,New Orleans,Shake That Monkey,  Too Short
665, Louisiana,New Orleans,Shake Your Tambourine,  The Neville Brothers
666, Louisiana,New Orleans,She Darked Out the Sun,  Dillard & Clark
667, Louisiana,New Orleans,She Took Me To The Mardi Gras,  Tony Christie
668, Louisiana,New Orleans,She's My Man,  Scissor Sisters
669, Louisiana,New Orleans,Shreveport Stomp,  Jelly Roll Morton
670, Louisiana,New Orleans,Shreveport to New Orleans,  Roger Creager
671, Louisiana,New Orleans,(Si Si) Je Suis Un Rock Star,  Bill Wyman
672, Louisiana,New Orleans,Smokey Bourbon Street,  Bill Black's Combo
673, Louisiana,New Orleans,Snooky & Andy At The Mardi Gras,  Snooky Pryor
674, Louisiana,New Orleans,Something Like That,  Tim McGraw
675, Louisiana,New Orleans,Song of New Orleans, instrumental  Jerry Capehart with Eddie Cochran
676, Louisiana,New Orleans,Song of New Orleans,  Sunny Skylar
677, Louisiana,New Orleans,South In New Orleans,  Hungry Chuck
678, Louisiana,New Orleans,South Rampart Street Parade, (jazz standard)
679, Louisiana,New Orleans,Southern Sun,  Paul Oakenfold
680, Louisiana,New Orleans,Speed King,  Deep Purple
681, Louisiana,New Orleans,Spirit Of New Orleans,  Hans Olson
682, Louisiana,New Orleans,Standing Outside a Broken Phone Booth With Money in My Hand,  Primitive Radio Gods
683, Louisiana,New Orleans,State Street Blues,  Cotton Pickers
684, Louisiana,New Orleans,Steppin' Out Under the Moon,  Big Rude Jake
685, Louisiana,New Orleans,Stoned In New Orleans,  Magic
686, Louisiana,New Orleans,Storyville,  Don Ellis
687, Louisiana,New Orleans,Storyville,  Paul Weston
688, Louisiana,New Orleans,Storyville,  Tony Carey
689, Louisiana,New Orleans,Storyville Blues,  Chris Barber
690, Louisiana,New Orleans,Storyville Story,  Gerry Mulligan
691, Louisiana,New Orleans,Stringbeans at Rock N' Bowl,  Rosie Ledet
692, Louisiana,New Orleans,Stripped Away,  Dr. John
693, Louisiana,New Orleans,Stuck in New Orleans,  Tommy McLain
694, Louisiana,New Orleans,Summertime in New Orleans,  Anders Osborne
695, Louisiana,New Orleans,Sun Down In New Orleans,  Jimmy McPartland
696, Louisiana,New Orleans,Sunny New Orleans,  Skip Prokop
697, Louisiana,New Orleans,Sunset On Louisianne,  Zachary Richard
698, Louisiana,New Orleans,Sweet Home New Orleans,  Dr. John
699, Louisiana,New Orleans,Sweet Talkin' Man,  Lynn Anderson
700, Louisiana,New Orleans,Swinging At The Haven,  Ellis Marsalis Jr. Quartet
701, Louisiana,New Orleans,Swinging Down In New Orleans,  Doc Cheatham
702, Louisiana,New Orleans,Take a Ride On A Riverboat,  Le Roux
703, Louisiana,New Orleans,Take Me Back Down To New Orleans,  Gator Beat
704, Louisiana,New Orleans,Take Me Back To New Orleans,  Chris Barber
705, Louisiana,New Orleans,Take me Back To New Orleans,"  Gary U.S. Bonds, Cowboy Mouth"
706, Louisiana,New Orleans,Take Me Down To New Orleans,  Ray Cyr and the Mardigras
707, Louisiana,New Orleans,Take Me To The Mardi Gras,"  Paul Simon, Bob James"
708, Louisiana,New Orleans,Talkin' Bout New Orleans,  The Meters
709, Louisiana,New Orleans,Tall Lean Girl From New Orleans,  Jody Levins
710, Louisiana,New Orleans,Tangled Up in Blue,  Bob Dylan
711, Louisiana,New Orleans,Tango Till They're Sore,  Tom Waits
712, Louisiana,New Orleans,Tchoupitoulas Congregation,  the Cherry Poppin' Daddies
713, Louisiana,New Orleans,Tchoupitoulas Road,  Joe Barry (singer)
714, Louisiana,New Orleans,Teasing You,  Earl King
715, Louisiana,New Orleans,The Teens In Jeans From New Orleans,  Lillian Briggs
716, Louisiana,New Orleans,That's Enough of That Stuff,  Marcia Ball
717, Louisiana,New Orleans,There is a Light,  Clint Maedgen of The New Orleans Bingo! Show
718, Louisiana,New Orleans,They All Asked for You," written  Nocentelli, Neville, Porter, and Modeliste and performed  The Meters"
719, Louisiana,New Orleans,"Thibodeaux, Louisiana",  Marcia Ball
720, Louisiana,New Orleans,Third Street Blues,  Jimmy McPartland
721, Louisiana,New Orleans,This City,  Steve Earle
722, Louisiana,New Orleans,This River Flows To New Orleans,  Tommy Reilly
723, Louisiana,New Orleans,Tin Roof Blues,  the New Orleans Rhythm Kings
724, Louisiana,New Orleans,To New Orleans,  Harry Chalkitis
725, Louisiana,New Orleans,Toast Of New Orleans,  Ronnie Hughes
726, Louisiana,New Orleans,Toulouse Street,  The Doobie Brothers
727, Louisiana,New Orleans,A Town Called New Orleans,  Jimmy Dean
728, Louisiana,New Orleans,Treme Mardi Gras,  Kermit Ruffins
729, Louisiana,New Orleans,Treme Second Line (Blow da Whistle),  Kermit Ruffins
730, Louisiana,New Orleans,Treme Song,  John Boutte
731, Louisiana,New Orleans,Trip To New Orleans,  The Bees
732, Louisiana,New Orleans,Trouble In New Orleans,  X. Lincoln
733, Louisiana,New Orleans,Tryin' To Get To Heaven,  Bob Dylan
734, Louisiana,New Orleans,Truckin',  the Grateful Dead
735, Louisiana,New Orleans,Tugboats,  Dash Rip Rock
736, Louisiana,New Orleans,Up From New Orleans,  Yellowjackets
737, Louisiana,New Orleans,The Valleys of New Orleans,  The Veils
738, Louisiana,New Orleans,The Vampire Song,  Concrete Blonde
739, Louisiana,New Orleans,Viens Danser Le HullyGully (New Orleans),  Sheila (singer)
740, Louisiana,New Orleans,Vieux Carre,  Paul Weston
741, Louisiana,New Orleans,Voodoo Charm,  Willy DeVille
742, Louisiana,New Orleans,Voodoo City,  Black 47
743, Louisiana,New Orleans,Washboard Lisa,  Grayson Capps
744, Louisiana,New Orleans,Walk On,  John Hiatt
745, Louisiana,New Orleans,Walking Through New Orleans,  Pete Fountain
746, Louisiana,New Orleans,Walkin' Thru New Orleans,  Rusty Wier
747, Louisiana,New Orleans,Walking to New Orleans,"  Fats Domino, Clifton Chenier"
748, Louisiana,New Orleans,Way Down Yonder In New Orleans,"  Freddy Cannon, Henry Creamer"
749, Louisiana,New Orleans,Way Up Yonder In New Orleans,  Alex McMurray
750, Louisiana,New Orleans,We Gettin' There,  Dr. John
751, Louisiana,New Orleans,We Make Good Gumbo,  Tab Benoit
752, Louisiana,New Orleans,West End Blues, (jazz standard)
753, Louisiana,New Orleans,West Lawn Dirge,  Eureka Brass Band
754, Louisiana,New Orleans,What Am I Doin' In Kansas City (When You're In New Orleans),  Guy Mitchell
755, Louisiana,New Orleans,What Is New Orleans,  Kermit Ruffins
756, Louisiana,New Orleans,Wheel Inside A Wheel,  Jimmy Buffett
757, Louisiana,New Orleans,When A St. Louis Woman Comes Down To New Orleans Blues, from Belle of the Nineties
758, Louisiana,New Orleans,When The Levee Breaks,  Galactic
759, Louisiana,New Orleans,When The Saints Go Marching In," recorded  numerous musicians, and  Louis Armstrong in 1938"
760, Louisiana,New Orleans,When We Dance At The Mardi Gras,  Doc Evans And His Dixieland Band
761, Louisiana,New Orleans,Where The Blues Were Born In New Orleans,  Louis Armstrong
762, Louisiana,New Orleans,Where Were You,  Jackson Browne
763, Louisiana,New Orleans,While We Danced At The Mardi Gras,  Pete Fountain
764, Louisiana,New Orleans,Who Dat,  Ween
765, Louisiana,New Orleans,The Witch Queen of New Orleans,  Redbone
766, Louisiana,New Orleans,Year Down In New Orleans,  Nanci Griffith
767, Louisiana,New Orleans,Yes I Love Her (New Orleans),   Ronni Kole
768, Louisiana,New Orleans,You Never Can Tell,  Chuck Berry
769, Louisiana,New Orleans,Your Boots In New Orleans,  Salon Music
770, Louisiana,New Orleans,You've Got to be Crazy to Live in This Town,  Alex McMurray
771, Louisiana,New Orleans,Zydeco Mardis Gras,  Boozoo Chavis
