,state,city,song,artist
0, Iowa,Des Moines,"Des Moines, Iowa",  The Milk Carton Kids
1, Iowa,Marshalltown,Marshalltown,  Modern Life Is War
2, Iowa,Sioux City,Sioux City Sue, recorded  Gene Autry and others
3, Iowa,Sioux City,Terminal Grain,  The Extra Lens
