,state,city,song,artist
0, North Carolina,Charlotte,Gridiron Fight,(about the Panthers)  Paper Tongues
1, North Carolina,Charlotte,In Charlotte,Young Dolph
2, North Carolina,Charlotte,Brick,Ben Folds Five
3, North Carolina,Greensboro,88 Seconds in Greensboro,Orchestral Manoeuvres in the Dark
4, North Carolina,Jacksonville,Jacksonville Skyline,Whiskeytown
