,state,city,song,artist
834, New York,New York City,Christmas in Brooklyn,Erik Frandsen
835, New York,New York City,Christmas in Harlem,Kanye West and CyHi Da Prynce and Teyana Taylor
836, New York,New York City,Christmas in Hollis,RunD.M.C.
837, New York,New York City,Christmas in Manhattan,Toni Arden
838, New York,New York City,Christmas in New York,Donald Jones (actor)
839, New York,New York City,Christmas in New York,Lea Michele
840, New York,New York City,Christmas in New York,Lou Christie
841, New York,New York City,Christmas in N.Y.,Dr. Buzzard's Savannah Band
842, New York,New York City,Christmas in Washington Square,Wayne Newton
843, New York,New York City,Christmas Night in Harlem,"Mitchell Parish and Raymond Scott, performed  Louis Armstrong, Jack Teagarden, and others"
844, New York,New York City,Christmas on Riverside Drive,Kid Creole
845, New York,New York City,Christmas Rappin',Kurtis Blow
846, New York,New York City,Christopher Columbus,Guy Mitchell
847, New York,New York City,Christopher Street,(from the musical Wonderful Town)
848, New York,New York City,Church on White,Pavement
849, New York,New York City,Church Street Blues,Norman Blake (American musician)
850, New York,New York City,Cinderella Beautiful,Peter Cincotti
851, New York,New York City,Cinderella On Broadway,music  Bert Grant; lyrics  Harold Atteridge
852, New York,New York City,The Circle at Fifth,David Chesky
853, New York,New York City,The City,Fleetwood Mac
854, New York,New York City,The City,MarkAlmond
855, New York,New York City,City Bound (,"E"" Train)""  Novo Combo"
856, New York,New York City,City In Heat,Desmond Child
857, New York,New York City,City Lights,The Flamin' Groovies
858, New York,New York City,City Love,John Mayer
859, New York,New York City,City of Blinding Lights,U2[1]
860, New York,New York City,City of Immigrants,Steve Earle
861, New York,New York City,City Of New York,Raymond Scott
862, New York,New York City,City of the Dead,The Clash
863, New York,New York City,Citysong,Luscious Jackson
864, New York,New York City,City Sunday Morning Day,BJ Thomas
865, New York,New York City,Calling Out Names,Kurupt
866, New York,New York City,C.L.A.T.,"Peppermint (drag queen), Sasha Velour, Aja and Alexis Michelle"
867, New York,New York City,Clinton Parkview,Ernie Watts Quartet
868, New York,New York City,Clinton St. Girl,Wakey Wakey
869, New York,New York City,Close To Perfection,Miquel Brown
870, New York,New York City,Cobble Hil,Gordon Grdina Gary Peacock Paul Motian
871, New York,New York City,Cobwebs,Ryan Adams
872, New York,New York City,Cocaine in My Brain,Dillinger (musician)
873, New York,New York City,Cold As Ice (NYC Blues),Prince Charles and the City Beat Band
874, New York,New York City,Cold Again,Freedy Johnston
875, New York,New York City,Cold Hands from New York,Gordon Lightfoot
876, New York,New York City,Cold Sweat,(Full Version)  James Brown
877, New York,New York City,Cold Wild Strong Isle,Too Nice
878, New York,New York City,Cold World,GZA w/ Life
879, New York,New York City,Collect to NYC,Heatmiser
880, New York,New York City,A Colloquial Dream [Scenes In The City],Charles Mingus
881, New York,New York City,The Colours Of A Soul (Symphony No. 2),Lee Johnson
882, New York,New York City,Columbus Avenue,Bill O'Connell
883, New York,New York City,Columbus Avenue Sunset,Stan Bronstein/Elephant's Memory
884, New York,New York City,Come Down Sister,The Throbs
885, New York,New York City,Come On Down (To the World's Fair),Dean Parrish
886, New York,New York City,Come to New York,Paramount Styles
887, New York,New York City,Come Up to My Place,(from the musical On the Town)
888, New York,New York City,Comes Once in a Lifetime,(from the musical Subways Are for Sleeping)
889, New York,New York City,Comin' Thru The Apple,Richard Holmes And Les McCann
890, New York,New York City,Coming on the Hudson,Thelonious Monk Quartet
891, New York,New York City,Coming to America,the System
892, New York,New York City,Community Property,Steel Panther
893, New York,New York City,Como Nueva York No Hay,Orquesta Broadway
894, New York,New York City,Compton Brooklyn,SMG
895, New York,New York City,Coney Island,(from the musical A Catered Affair)
896, New York,New York City,Coney Island,Antje Duvekot
897, New York,New York City,Coney Island,Betsy Gay With Al Trace Orchestra
898, New York,New York City,Coney Island,Bill Nelson
899, New York,New York City,Coney Island,Clyde McPhatter
900, New York,New York City,Coney Island,Death Cab for Cutie
901, New York,New York City,Coney Island,Good Old War
902, New York,New York City,Coney Island,Harry Warren
903, New York,New York City,Coney Island,Herb Alpert & The Tijuana Brass
904, New York,New York City,Coney Island,Kincade
905, New York,New York City,Coney Island,Marco Polo (producer) & Torae
906, New York,New York City,Coney Island,Martha and the Vandellas
907, New York,New York City,Coney Island,Mel Tormé
908, New York,New York City,Coney Island,Mikael Rickfors
909, New York,New York City,Coney Island,Mike Errico
910, New York,New York City,Coney Island (4th Of July),Paul Smith (rock vocalist) & the Intimations
911, New York,New York City,Coney Island,(from Simple Simon (musical))
912, New York,New York City,Coney Island,Torae
913, New York,New York City,Coney Island,Woody Guthrie
914, New York,New York City,Coney Island Ba,The Excellents
915, New York,New York City,Coney Island Ba,Lou Reed
916, New York,New York City,Coney Island Ba,Tom Waits
917, New York,New York City,Coney Island Ba,(traditional)
918, New York,New York City,Coney Island Ballet,Vernon Duke and John La Touche (lyricist)
919, New York,New York City,Coney Island Boat,(from the musical By the Beautiful Sea)
920, New York,New York City,Coney Island Chaos,The Fast
921, New York,New York City,Coney Island Cyclone,Mercury Rev
922, New York,New York City,Coney Island Days,Bruce Sudano
923, New York,New York City,Coney Island Dreaming,Clint Mansell
924, New York,New York City,Coney Island Express,Clint Mansell
925, New York,New York City,Coney Island Girl,Fun Lovin' Criminals
926, New York,New York City,Coney Island Low,Clint Mansell
927, New York,New York City,Coney Island Man,Swing Out Sister
928, New York,New York City,Coney Island Moon,Tom Russell
929, New York,New York City,Coney Island Moonlight,Guitar Crusher
930, New York,New York City,Coney Island Night,Mark Johnson
931, New York,New York City,Coney Island of Your Mind,The Wisdom of Harry
932, New York,New York City,Coney Island Rag,David Chesky
933, New York,New York City,Coney Island Sally,Fifth Estate
934, New York,New York City,Coney Island USA,(from the musical I Had a Ball)
935, New York,New York City,Coney Island Visit,Kenyon Hopkins
936, New York,New York City,The Coney Island Waltz,(from the musical Love Never Dies)
937, New York,New York City,Coney Island Washboard,The Mills Brothers
938, New York,New York City,Coney Island Whitefish,Joan Jett & The Blackhearts
939, New York,New York City,Coney Island's Finest,Torae
940, New York,New York City,Confession of a New Yorker (Hate – Love New York),Portia Nelson
941, New York,New York City,Confession to a Park Avenue Mother,(from the revue Parade)
942, New York,New York City,Conquering New York,(from the musical Wonderful Town)
943, New York,New York City,Continental American,Peter Allen
944, New York,New York City,Conversation On Park Avenue,"Willie ""The Lion"" Smith"
945, New York,New York City,Conway,Reel 2 Real
946, New York,New York City,Cool Broadway,Fantastic Johnny C
947, New York,New York City,Copa (Cabanga),De La Soul
948, New York,New York City,Copacabana (At the Copa),Barry Manilow
949, New York,New York City,,
950, New York,New York City,A Corona Jam,Ronnie G. & The S.M. Crew
951, New York,New York City,Cotton Club Stomp,Duke Ellington
952, New York,New York City,Cotton Comes to Harlem,Galt MacDermot & His Orchestra
953, New York,New York City,Couldn't Get It Right,Climax Blues Band
954, New York,New York City,Country Boy & Bleeker Street,H. P. Lovecraft
955, New York,New York City,Country Boy Can Survive,Hank Williams Jr
956, New York,New York City,Country Living,the Stylistics
957, New York,New York City,Covered in Rain,John Mayer
958, New York,New York City,Crack in New York,Culture (band)
959, New York,New York City,Cradle and All,Ani Difranco
960, New York,New York City,Crazy Cuts,Grand Mixer DXT  (known as Grandmixer D St when he recorded this)
961, New York,New York City,Crazyman Dance,George Michael
962, New York,New York City,Crazy Gipsy (Spanish Harlem),Michel Laurent
963, New York,New York City,Crime Saga,Shabazz the Disciple
964, New York,New York City,Crooklyn,"The Crooklyn Dodgers (Special Ed, Masta Ace, and Buckshot Shorty)"
965, New York,New York City,Crooklyn Dub Syndicate,Bill Laswell Meets Style Scott
966, New York,New York City,Cross Bronx Dub,King Tub
967, New York,New York City,Crotona Park,Dave Valentin
968, New York,New York City,Crown Heights Justice,The Mighty Sparrow
969, New York,New York City,Cruise To Harlem,David Cassidy
970, New York,New York City,Crusin' The Hudson,Bluemoon
971, New York,New York City,Cruisin' the Streets,Boys Town Gang
972, New York,New York City,Cuckoo Cocoon,Genesis
973, New York,New York City,Cunailante Bella (Beautiful Coney Island,Eduardo Migliaccio
974, New York,New York City,Da Bridge 2001,"Capone (rapper), Cormega, Marley Marl, MC Shan, Millenium Thug, Mobb Deep, Nas, Nature & Tragedy Khadafi"
975, New York,New York City,Da Bronx Cowboy,King Vito & The Sea Hippies
976, New York,New York City,Daddy Don't Live in That New York City No More,Steely Dan
977, New York,New York City,Daddy Howards in Queens,Sort Sol
978, New York,New York City,Daddy Rich in the Land of 1210,3rd Bass
979, New York,New York City,The Dakota,Christine Lavin
980, New York,New York City,"Dakota, Central Park West, 75em rue",Jean Guidoni
981, New York,New York City,"Damn, Sam (I Love a Woman That Rains)",Ryan Adams
982, New York,New York City,Dance in a New York,Tristan Palmer
983, New York,New York City,Dance Yourself Dizzy,Liquid Gold
984, New York,New York City,Dancin' In The Sky (In New York City),J Michael Reed
985, New York,New York City,Danger Zone,Big L
986, New York,New York City,Dangerous Sex,Tackhead
987, New York,New York City,Danke Schoen,Wayne Newton
988, New York,New York City,The Darlin' of New York,from Jimmy (musical)
989, New York,New York City,Darryl & Joe (Krush Groove 3),RunDMC
990, New York,New York City,Date with Ba,Brooklyn Funk Essentials
991, New York,New York City,Daughters of the Soho Riots,The National
992, New York,New York City,The Day I Saw Bo Diddley in Washington Square,Willie Nile
993, New York,New York City,A Day in New York,(from the musical On the Town (musical))
994, New York,New York City,A Day In The City: Six Variations On A Theme,Don Friedman Trio
995, New York,New York City,A Day In The Life,Diamond D & The Psychotic Neurotics
996, New York,New York City,Daylight,Matt and Kim
997, New York,New York City,Days in New York,Pearly Gates
998, New York,New York City,Daytona 500,The Game
999, New York,New York City,Dazed In New York City,Larry McNeely
1000, New York,New York City,De Panama A Nueva York,Ruben Blades
1001, New York,New York City,Dear Old Broadway,Gustave Kerker and R.H. Burnside
1002, New York,New York City,Dear Old Manhattan Isle,(music  Jean Schwartz; lyrics  William Jerome)
1003, New York,New York City,Debbie Loves Joey,Helen Love
1004, New York,New York City,December I New York'  Gasolin',
1005, New York,New York City,Deja Vu (Uptown Ba),Lord Tariq and Peter Gunz
1006, New York,New York City,DeeeLite Theme,DeeeLite
1007, New York,New York City,Deep Harlem,Frankie Trumbauer
1008, New York,New York City,Deep in the Heart of Harlem,Johnny Nash
1009, New York,New York City,The Deer and the Park Avenue Lady,from the musical Very Warm for May
1010, New York,New York City,Definitely,Big Daddy Kane
1011, New York,New York City,Delancey Street,Dana Dane
1012, New York,New York City,'Dem Jive New Yorkers,Babs Gonzales
1013, New York,New York City,Dem New York Dues,Don Patterson (organist)
1014, New York,New York City,Descarga Broadway,Broadway Orchestra
1015, New York,New York City,Desireless In NY,Desireless
1016, New York,New York City,Desolation Row,Bob Dylan
1017, New York,New York City,Destination Greenpoint,The Fleshtones
1018, New York,New York City,Detachable Penis,King Missile
1019, New York,New York City,Deux Hommes Dans Manhattan,Christian Chevallier
1020, New York,New York City,Devil in a Sleeping Bag,Willie Nelson
1021, New York,New York City,Devil's On The Loose (On 7th Avenue),Michael Kenny
1022, New York,New York City,Dial 7 (Axioms of Creamy Spies)/NY 21 Theme,Digable Planets
1023, New York,New York City,Diamonds & Rust,Joan Baez
1024, New York,New York City,Diamonds On The Soles Of Her Shoes,Paul Simon
1025, New York,New York City,Diana (From N.Y.C.),Lee Moses
1026, New York,New York City,Dictys on Seventh Avenue,Eubie Blake
1027, New York,New York City,Diet Mountain Dew,Lana Del Rey
1028, New York,New York City,The Diminished Triangle  Three Part Composition,"(including ""Blues For Manhattan"")  Gerald Wilson Orchestra"
1029, New York,New York City,Dinner At The Ritz,City Boy (Stork Club)
1030, New York,New York City,Dirty Apple,Johnny Hammond
1031, New York,New York City,Dirty Boulevard,Lou Reed
1032, New York,New York City,Dirty Cash (Money Talks),Adventures of Stevie V
1033, New York,New York City,Dirty Girls,UK Subs
1034, New York,New York City,Disco Stomp,Hamilton Bohannon
1035, New York,New York City,Disconnected,5 Seconds of Summer
1036, New York,New York City,DJ Spirit,Chaka Demus
1037, New York,New York City,Dixie on My Mind,Hank Williams Jr.
1038, New York,New York City,Do Like You Do in New York,Boz Scaggs
1039, New York,New York City,Do the Right Thing,Redhead Kingpin and the F.B.I.
1040, New York,New York City,Do You Feel It,Joe Cuba
1041, New York,New York City,Do You Miss New York?,Dave Frishberg
1042, New York,New York City,Dodgers' Fan Dance,Harry James
1043, New York,New York City,Dodgers Were in Brooklyn,The Great Divide
1044, New York,New York City,Does Ol' Broadway Ever Sleep,Connie Francis
1045, New York,New York City,Does This Bus Stop at 82nd Street?,Bruce Springsteen
1046, New York,New York City,Doin It,LL Cool J
1047, New York,New York City,Doing the New York,(music  Ben Oakland; lyrics  J.P. Murray and Barry Trivers)
1048, New York,New York City,Dominick The Donkey,Lou Monte
1049, New York,New York City,The Don,Nas
1050, New York,New York City,Don Jose (From Far Rockaway),(from the musical Wish You Were Here)
1051, New York,New York City,Donnellan Square,Howard McGhee All Stars
1052, New York,New York City,Don't Be Upset,Jeffrey Lewis
1053, New York,New York City,Don't Believe the Hype,Public Enemy
1054, New York,New York City,Don't Blame It All on Broadway,(music  Bert Grant; lyrics  Henry Williams and Joe Young (lyricist))
1055, New York,New York City,"Don't Forget 127th Street,",Lee Adams and Charles Strouse from the musical Golden Boy
1056, New York,New York City,Don't Know,Mario Winans
1057, New York,New York City,Don't Leave Me (Ne Me Quitte Pas),Regina Spektor
1058, New York,New York City,Don't Look Down,Iggy Pop
1059, New York,New York City,Don't Look Down,David Bowie
1060, New York,New York City,Don't Tell It,James Brown
1061, New York,New York City,Doo Doo Doo Doo Doo (Heartbreaker),The Rolling Stones
1062, New York,New York City,Doo Wop in Harlem,Prefab Sprout
1063, New York,New York City,Dorothy Is Harlem Bound,Guy Davis
1064, New York,New York City,Double Dutch,Malcolm McLaren
1065, New York,New York City,Down and Out in New York City,James Brown
1066, New York,New York City,Down at the Gaiety Burlesque,(from Sugar Babies (musical))
1067, New York,New York City,Down at the Village,from Greenwich Village Follies of 1928
1068, New York,New York City,Down Broadway,Grachan Moncur III
1069, New York,New York City,Down Greenwich Village Way,music  Albert Von Tilzer; lyrics  Neville Fleeson
1070, New York,New York City,Down Here,The Mountain Goats
1071, New York,New York City,Down Home New York,Archie Shepp
1072, New York,New York City,Down in Chinatown,Paul Young
1073, New York,New York City,Down in Gossip Row,Ada Jones
1074, New York,New York City,Down In New York,Chris Robison
1075, New York,New York City,Down in the Depths (on the Ninetieth Floor),Cole Porter
1076, New York,New York City,Down in the Village,Curtis Knight
1077, New York,New York City,Down New York City,Pat Kelly (musician) and Tapper Zukie
1078, New York,New York City,Down on the Lower East Side,Justin Townes Earle
1079, New York,New York City,Downtown,"Tony Hatch, performed  Petula Clark (covered  Dolly Parton, Frank Sinatra, Emma Bunton, The B52's and others)"
1080, New York,New York City,Downtown Dirt,Lou Reed
1081, New York,New York City,Downtown Swinga,M.O.P.
1082, New York,New York City,Downtown Train,Tom Waits
1083, New York,New York City,The Dream,Higher
1084, New York,New York City,Dream Like New York,Tyrone Wells
1085, New York,New York City,"Dream Love New York, A Love of Ryan Torain",Brian Foss
1086, New York,New York City,Dreams of New York City,Goddo
1087, New York,New York City,Drift Study 14 VII 73 9:27:2710:06:41 PM NYC,La Monte Young
1088, New York,New York City,Driving Here On Broadway,Traks
1089, New York,New York City,Drones Over Brooklyn,ElP
1090, New York,New York City,Drop Me Off in Harlem,"Duke Ellington (covered  Louis Armstrong, Ella Fitzgerald, Dave Frishberg, Johnny Hodges, George Shearing, and many more)"
1091, New York,New York City,Droppin' Science,Marley Marl
1092, New York,New York City,Dropping Some NYC,Blues Traveler
1093, New York,New York City,The Duchess of Central Park,Maurice Levi and J. Cheever Goodwin
1094, New York,New York City,Dude Descending a Staircase,Apollo 440
1095, New York,New York City,D'Ya Like Scratchin',Malcolm McLaren
1096, New York,New York City,Dyckman House,N.Y. House'n Authority
1097, New York,New York City,"Earth, Wind And Fire",Big Daddy Kane
1098, New York,New York City,East 98 Street,Man With No Name (Martin Freeland)
1099, New York,New York City,East 3rd Street,Quicksand
1100, New York,New York City,East 34th Street,Peter King
1101, New York,New York City,East 6th Street,Ted Curson
1102, New York,New York City,East 70th Street,Emil Viklický
1103, New York,New York City,East 9th Street,Andrew Hill
1104, New York,New York City,East 12th Street Band,The Zawinul Syndicate
1105, New York,New York City,East 98 Street,Man With No Name
1106, New York,New York City,East Broadway Rundown,Sonny Rollins
1107, New York,New York City,East Coast,ASAP Ferg
1108, New York,New York City,"East Coast, West Side",Tony Scott (musician)
1109, New York,New York City,East Harlem,Beirut
1110, New York,New York City,East Harlem Nostalgia,Sonny Fortune Billy Harper Stanley Cowell Reggie Workman Billy Hart
1111, New York,New York City,East MC's (Made In Brooklyn),Masta Killa
1112, New York,New York City,East Of Brooklyn,Hank Mobley
1113, New York,New York City,East River,Brecker Brothers
1114, New York,New York City,East River,Jeffrey Lewis
1115, New York,New York City,East River,Picnic At The Whitehouse
1116, New York,New York City,East River Blue,Spyro Gyra
1117, New York,New York City,East River Hoe Down (Here She Comes Now),(from the musical revue Two on the Aisle)
1118, New York,New York City,East River Drive,Grover Washington Jr
1119, New York,New York City,East River Drive,Peter De Angelis
1120, New York,New York City,East River Drive,Stanley Clarke
1121, New York,New York City,East River Rhapsody,from Songbook (musical)
1122, New York,New York City,Eastside,Jim Jones (rapper)
1123, New York,New York City,East Side Beat,The Toasters
1124, New York,New York City,East Side Corridor,Symphony Jazz Ensemble
1125, New York,New York City,East Side Down,Mod Fun
1126, New York,New York City,East Side Drive,Kenyon Hopkins
1127, New York,New York City,East Side Jive,Big Rude Jake
1128, New York,New York City,East Side Of Heaven,Bing Cros
1129, New York,New York City,East Side Strut,Deodato
1130, New York,New York City,East Side West Side,Kenyon Hopkins
1131, New York,New York City,East Side West Side,Phil Moore (jazz musician)
1132, New York,New York City,East Side West Side,Tony Yayo
1133, New York,New York City,East vs. West,Chubb Rock
1134, New York,New York City,East Village Rocker With A Missed Connection,Jason Trachtenburg
1135, New York,New York City,Easter Parade,"composed  Irving Berlin, recorded  Judy Garland and others"
1136, New York,New York City,Echoes of Harlem,Duke Ellington
1137, New York,New York City,Egg Cream,Lou Reed
1138, New York,New York City,Eine Nacht In New York City,Howard Carpendale
1139, New York,New York City,Eine Reise Nach New York,Mama Betty's Band
1140, New York,New York City,Eighth Avenue,(from 'Hellzapoppin  Jule Styne)
1141, New York,New York City,Eighth Avenue,Hospitality
1142, New York,New York City,El San Juanera,Malcolm McLaren
1143, New York,New York City,Electric Relaxation,A Tribe Called Quest
1144, New York,New York City,Ellis Island,Bob Mintzer Big Band
1145, New York,New York City,Ellis Island,Brian Auger
1146, New York,New York City,Ellis Island,Marc Cohn
1147, New York,New York City,Ellis Island,Mary Black
1148, New York,New York City,Ellis Island,McKendree Spring
1149, New York,New York City,Ellis Island Blues,Boo Hewerdine
1150, New York,New York City,El Numero Seis,Ruben Blades
1151, New York,New York City,Eleanor Put Your Boots On,Franz Ferdinand
1152, New York,New York City,Empire State,Fleetwood Mac
1153, New York,New York City,Empire State Building,Randy Newman
1154, New York,New York City,Empire State Express,Son House
1155, New York,New York City,Empire State Halo,Echo & the Bunnymen
1156, New York,New York City,Empire State Human,Human League
1157, New York,New York City,Empire State Of Mind,Bryan Ferry Orchestra
1158, New York,New York City,Empire State of Mind,"JayZ (ft. Alicia Keys), video shows Times Square and Tribeca"
1159, New York,New York City,Empire State of Mind (Part II) Broken Down,Alicia Keys
1160, New York,New York City,Empty Garden (Hey Hey Johnny),Elton John
1161, New York,New York City,E N Y House (East New York House),Masta Killa
1162, New York,New York City,Englishman In New York,John Rocca
1163, New York,New York City,Englishman in New York,"Sting, said to be inspired  Quentin Crisp"
1164, New York,New York City,En Why Cee,"Juganot ft. Joell Ortiz, Uncle Murda and Tess"
1165, New York,New York City,Encore,Cheryl Lynn
1166, New York,New York City,Entre Marianne Et Manhattan,Michel Laurent
1167, New York,New York City,Episode Containing 3 Songs: N.Y. Op,Asylum Choir
1168, New York,New York City,Escape From New York,Geddes Axe
1169, New York,New York City,Escape From New York,John Carpenter
1170, New York,New York City,Espanharlem,Ralph Flanagan
1171, New York,New York City,E.T.A. N.Y.C.,Mark Springer
1172, New York,New York City,Evening In Manhattan,Eddie Heywood
1173, New York,New York City,Evening In New York,JB Horns
1174, New York,New York City,Ever since New York,Harry Styles
1175, New York,New York City,Every Stop on the F Train,Michael Gordon
1176, New York,New York City,Every Street's a Boulevard (In Old New York),"Jule Styne / Bob Hilliard, From the Broadway musical ""Hazel Flagg""  covered  Dean Martin & Jerry Lewis & others"
1177, New York,New York City,Everybody's Going to the Devil in New York,(music  Gus Edwards; lyrics  Edward Gardenier)
1178, New York,New York City,Everybody's Shakin' Hands On Broadway,Luv'
1179, New York,New York City,Everyone's Coming To New York,John Carpenter & Alan Howarth
1180, New York,New York City,Expression,Salt N Pepa
1181, New York,New York City,Exterior Street,Death Comet Crew
1182, New York,New York City,Extraño En New York,Martina
1183, New York,New York City,Eyes of a New York Woman,B. J. Thomas
1184, New York,New York City,Eyes Of Harlem,Andrew Matheson
1185, New York,New York City,F Train,Babe the Blue Ox
1186, New York,New York City,Fabulous New York,Jimmy Castor
1187, New York,New York City,Face Down at Folk City,The Roches
1188, New York,New York City,Factory Girls,The Destructors
1189, New York,New York City,Faded Flower of Broadway,Willie Nile
1190, New York,New York City,Fairytale of New York,The Pogues and Kirsty MacColl
1191, New York,New York City,Fakin NYC,Scott & Charlene's Wedding
1192, New York,New York City,Fallin' Down,Men at Work
1193, New York,New York City,Famous Blue Raincoat,Leonard Cohen (covered  Tori Amos)
1194, New York,New York City,Famous Flower of Manhattan,The Avett Brothers
1195, New York,New York City,Far Away,SleaterKinney
1196, New York,New York City,Fare Thee Well To Harlem,Jack Teagarden
1197, New York,New York City,Farewell to Harlem,David McWilliams
1198, New York,New York City,A Farm Off Old Broadway,(from The Daughter of Rosie O'Grady)
1199, New York,New York City,Farmers,LL Cool J
1200, New York,New York City,Farmers Blvd. (Our Anthem),LL Cool J
1201, New York,New York City,Fashion Crisis Hits New York,The Frank and Walters
1202, New York,New York City,Father Demo Square,Billy Hart
1203, New York,New York City,The Faucets are Dripping,Malvina Reynolds
1204, New York,New York City,Females (Get On Up),Cookie Crew
1205, New York,New York City,Fell in Love with New York,The Zolas
1206, New York,New York City,Fifth Avenue,America (band)
1207, New York,New York City,Fifth Avenue,Daniel Wanrooy & Rene Havelaar
1208, New York,New York City,Fifth Avenue,Gold Panda
1209, New York,New York City,Fifth Avenue,Jae Mason
1210, New York,New York City,Fifth Avenue,music  Sigmund Romberg; lyrics  Harold Atteridge
1211, New York,New York City,Fifth Avenue Blue,Peter Pringle
1212, New York,New York City,Fifth Avenue Breakdown,Randy Stonehill
1213, New York,New York City,Fifth Avenue Breakdown,Sounds Orchestral
1214, New York,New York City,Fifth Avenue New York City,The Vandals
1215, New York,New York City,Fifth Avenue Rag,David Chesky
1216, New York,New York City,Fifty Four,Sea Level
1217, New York,New York City,Fifty Second Street,Andy Kirk (musician)
1218, New York,New York City,Fight The Power (Flavor Flav Meets Spike Lee),Public Enemy
1219, New York,New York City,Fighting 69th,Dropkick Murphys
1220, New York,New York City,Find It in New York,Michelle Wright
1221, New York,New York City,Find Them In Brooklyn,Lord Kitchener (calypsonian)
1222, New York,New York City,Finger Back,Vampire Weekend
1223, New York,New York City,Fiona's Song,Black 47
1224, New York,New York City,Fire In A Brooklyn Theatre,Randy Edelman
1225, New York,New York City,Fire Island,Dante's Inferno
1226, New York,New York City,Fire Island,Fire Island
1227, New York,New York City,Fire Island,Fountains Of Wayne
1228, New York,New York City,Fire Island,Mystic Moods Orchestra
1229, New York,New York City,Fire Island,Real Time
1230, New York,New York City,Fire Island,Secession
1231, New York,New York City,Fire Island,the Village People
1232, New York,New York City,Fire Island Sand,Junior Electronics
1233, New York,New York City,"Fire Island, Saturday",Don Crawford
1234, New York,New York City,First Day in New York,Nitin Sawhney
1235, New York,New York City,First Day in New York,Ollie Halsall
1236, New York,New York City,First Night in New York,Claire Hamill
1237, New York,New York City,First Snow on Brooklyn,Jethro Tull
1238, New York,New York City,First We Take Manhattan,Leonard Cohen
1239, New York,New York City,Five Minutes Of Funk,Whodini
1240, New York,New York City,Five Point Blues,Bob Cros
1241, New York,New York City,Five Spot After Dark,The Jazztet
1242, New York,New York City,Five Spot Stomp,Axel Zwingenberger
1243, New York,New York City,Flash's Theme Reprise (Victory Celebrations),Queen
1244, New York,New York City,Flatbush Avenue,John Patitucci
1245, New York,New York City,Flatbush Ave.,Project
1246, New York,New York City,Flatbush Avenue,Weird Al Jankovic
1247, New York,New York City,Flatbush Flanagan,Harry James
1248, New York,New York City,Flatbush Style,Velore & DoubleO
1249, New York,New York City,Flatbush Waltz/Opus 57,David Grisman Quartet
1250, New York,New York City,Flight,Rare Bird
1251, New York,New York City,A Flower Grows In Brooklyn,Positive K
1252, New York,New York City,Fly to New York,Country Weather
1253, New York,New York City,Fly To New York,Above & Beyond
1254, New York,New York City,Fly to New York City,Jeane Manson
1255, New York,New York City,Fog on the Hudson (425 West 57th Street),Moondog
1256, New York,New York City,Folk Song,Bongwater
1257, New York,New York City,Follow Instructions,M.O.P.
1258, New York,New York City,For the Sight of Old Broadway,Gustave Kerker and Harry B. Smith
1259, New York,New York City,For Your Money,Daniel Merriweather
1260, New York,New York City,Fordham Road,Lana Del Rey
1261, New York,New York City,Forever and a Day,Fragma
1262, New York,New York City,Forever And A Day At Studio 54,Randy Jones (singer)
1263, New York,New York City,Fork New York,Everything Is Everything
1264, New York,New York City,Formal Night in Harlem,Wingy Manone & his Orchestra
1265, New York,New York City,Fort Greene (S)Killz,Dana Dane
1266, New York,New York City,FortySecond Street Moon,(music  Sigmund Romberg; lyrics  Harold Atteridge and Clifford Grey)
1267, New York,New York City,FortySix West FiftyTwo,Chu Berry
1268, New York,New York City,Fountain in Central Park,Bill Snyder (bandleader)
1269, New York,New York City,Four O´Clock In New York,The Lords
1270, New York,New York City,"Four Superbowls, No Rings",Such Gold
1271, New York,New York City,Fourteenth Street (I Can't Get Together),Ten Wheel Drive
1272, New York,New York City,Fourth Street Rag,David Chesky
1273, New York,New York City,"Frank and Don, Howard, Too, Broadway Joe and You and Me",Johnny Carver
1274, New York,New York City,Frank Mills,"James Rado/Gerome Ragni/Galt MacDermot, from the musical Hair"
1275, New York,New York City,Freedom '91,New Model Army
1276, New York,New York City,Freezing in New York,Mighty Sparrow
1277, New York,New York City,A Frenchman In New York,David Rose
1278, New York,New York City,Fresh Kills Landfill,Spring Heel Jack
1279, New York,New York City,Friday Night in NY,Space 2000
1280, New York,New York City,From Broadway To 7th Ave.,Victoria Spivey
1281, New York,New York City,From BX,Tim Dog
1282, New York,New York City,From Cotton to Satin (From Birmingham to Manhattan),Johnny Paycheck
1283, New York,New York City,From Here To New York,Too Short
1284, New York,New York City,From Here To N.Y. City,Emergency
1285, New York,New York City,From New York to LA,Patsy Gallant
1286, New York,New York City,From the Brooklyn Bridge,Mark Germino
1287, New York,New York City,From the Plaza to Madison Square,"from 'The Broadway Whirl' music: George Gershwin & Harry Tierney; lyrics: Richard Carle, Joseph McCarthy & John Henry Mears"
1288, New York,New York City,From U.K. To B.K.,Smoothe Da Hustler
1289, New York,New York City,Fuck Nas,Cormega
1290, New York,New York City,Fuck New York,Slapshot
1291, New York,New York City,Fuego En El 23,Fania AllStars
1292, New York,New York City,Fugitives On Labour Day In Brooklyn,Lord Brynner
1293, New York,New York City,Fuel,Ani DiFranco
1294, New York,New York City,Fulton Street,Eddie Gale
1295, New York,New York City,Fumigate Funky Broadway,Chris Kenner
1296, New York,New York City,Funkin' for Jamaica (N.Y.),Tom Browne
1297, New York,New York City,Funky Apple,Dave Matthews & The Electric Birds
1298, New York,New York City,Funky Broadway,Wilson Pickett
