,state,city,song,artist
1299, New York,New York City,Funky Girl On Motherless Broadway,Melvin Van Peebles
1300, New York,New York City,Funky Westside,Tone Lōc
1301, New York,New York City,Furlough In Harlem,Hal McIntyre and His Orchestra
1302, New York,New York City,Furuhata's Theme  Ballad Of The Big Apple  David Matthews (keyboardist),
1303, New York,New York City,Furuhata's Theme  West 46th Street,David Matthews (keyboardist)
1304, New York,New York City,Future Prison,DJ Marc La Cruz
1305, New York,New York City,G Building,M.O.P.
1306, New York,New York City,The Gaiety,(from the musical 'Skyscraper')
1307, New York,New York City,Game 6,Yo La Tengo
1308, New York,New York City,The Game Get Live,The Game featuring JT
1309, New York,New York City,Garden Party,Rick Nelson (the 'Garden' is Madison Square Garden)
1310, New York,New York City,Gates of the West,The Clash
1311, New York,New York City,Gay New York,from In Gay New York
1312, New York,New York City,Gayest Manhattan,John Walter Bratton
1313, New York,New York City,The Geese Of Beverly Road,The National
1314, New York,New York City,Generic New York City Woman,The Blackjacks
1315, New York,New York City,Genesis 19:12,The Mountain Goats
1316, New York,New York City,Genius Rap,Dr. Jeckyll & Mr. Hyde
1317, New York,New York City,George Murphy,Tom Lehrer
1318, New York,New York City,Get A Hold,A Tribe Called Quest
1319, New York,New York City,GetAWay,Maxx (Eurodance act)
1320, New York,New York City,Get By,Talib Kweli (BedStuy)
1321, New York,New York City,Get Down Stay Down,Milk & Sugar
1322, New York,New York City,Get Me Back To The Apple,George Gruntz Concert Jazz Band
1323, New York,New York City,Get On The Garden Freeway,Allan Sherman
1324, New York,New York City,Get Together With Yourself,Lotti Golden
1325, New York,New York City,Gettin' Lost Down On 8th Street,Masayoshi Takanaka
1326, New York,New York City,GG Train,Charles Mingus
1327, New York,New York City,The Ghetto,MarkAlmond
1328, New York,New York City,Ghetto Dance,Jah Thomas
1329, New York,New York City,Ghosts Of 42nd Street,The Hellecasters
1330, New York,New York City,Gimme Gimme Good Lovin',Crazy Elephant
1331, New York,New York City,Gimme Your Money Please,BachmanTurner Overdrive
1332, New York,New York City,The Girl From East 9th Street,Paul Desmond & Jim Hall (musician)
1333, New York,New York City,The Girl from Greenwich Village,The Tradewinds
1334, New York,New York City,Girl from Harlem,Bandwagon
1335, New York,New York City,Girl from New York,Billy Nicholls
1336, New York,New York City,The Girl from New York City,The Beach Boys
1337, New York,New York City,The Girl From N.Y.C.,Alec R. Costandinos
1338, New York,New York City,Girl from NYC (Named Julia),Of Montreal
1339, New York,New York City,Girl in New York,Simon Townshend
1340, New York,New York City,Girl (New York City),Taxxi
1341, New York,New York City,Git On Up,Fast Eddie and Sundance
1342, New York,New York City,Give It Back to the Indians,Rodgers and Hart (from the musical Too Many Girls)
1343, New York,New York City,Give Me the Moon Over Brooklyn,Guy Lombardo & His Royal Canadians
1344, New York,New York City,Give My Regards to Broadway,George M. Cohan
1345, New York,New York City,Glad Tidings,Van Morrison
1346, New York,New York City,Gloria's Theme From 'Butterfield 8',David Rose
1347, New York,New York City,Glory Days,Cormega
1348, New York,New York City,The Glory That Was Eden,The Coconuts
1349, New York,New York City,Go Ahead On (With That Funky Broadway Sound),"Johnny ""Man"" Young"
1350, New York,New York City,Go Bklyn,Black Daniels
1351, New York,New York City,Go Brooklyn,Hostyle
1352, New York,New York City,Go Brooklyn,Stetsasonic
1353, New York,New York City,Go Brooklyn,XCrash
1354, New York,New York City,Go Cut Creator Go,LL Cool J
1355, New York,New York City,Go Deh Yaka (Go To the Top),Monyaka
1356, New York,New York City,Go Go Harlem Ba,Flat Duo Jets
1357, New York,New York City,Go Harlem,Chick Webb and his Orchestra
1358, New York,New York City,Go On Girl,Roxanne Shante
1359, New York,New York City,Go Queensbridge,the Super Kids
1360, New York,New York City,Go to Work You Jerk,Benny Bell
1361, New York,New York City,God of 42nd Street,Saigon Kick
1362, New York,New York City,The Goddess of Rector's,(music  Gus Edwards; lyrics  Robert Bache Smith). Rector's is the famous New York restaurant.
1363, New York,New York City,Goin' to New York,James Blood Ulmer
1364, New York,New York City,Goin' to New York,Jimmy Reed
1365, New York,New York City,Goin' to Mintons,"Fats Navarro, Leo Parker, Miles Davis, Charlie Parker"
1366, New York,New York City,Going Back to Brooklyn,MC Lars
1367, New York,New York City,Going Back to Brooklyn,Randy Brooks (musician)
1368, New York,New York City,Going Back to Coney Island,Hylo Brown
1369, New York,New York City,Going Back to Harlem,Mase
1370, New York,New York City,Going Back to New York City,Joan Armatrading
1371, New York,New York City,"Going, Going, Gone! (A Harlem Torch)",Glen Gray and his Orchestra
1372, New York,New York City,Going To New York,Buddy Johnson
1373, New York,New York City,Going To New York,The Icebreakers
1374, New York,New York City,Going To New York,Jimmy Reed
1375, New York,New York City,Going to Port Washington,The Mountain Goats
1376, New York,New York City,Going to Queens,The Mountain Goats
1377, New York,New York City,Gone Country,Alan Jackson
1378, New York,New York City,Gone Gone to NYC,Conor Oberst
1379, New York,New York City,Gone with the Wind (Sous Les Ponts De Brooklyn),Danyel Gérard
1380, New York,New York City,Good for My Money,Ba Bash
1381, New York,New York City,Goode Broadway,(from the musical revue Miss 1917)
1382, New York,New York City,"Goode Broadway, Hello France",(from the musical revue The Passing Show)
1383, New York,New York City,"Goode, Greenwich Village",Tommy Scott
1384, New York,New York City,Goode Manhattan,Pieces of a Dream
1385, New York,New York City,Goode My Coney Island Ba,Somethin' Smith and the Redheads
1386, New York,New York City,Goode New York,Johnny Dorelli
1387, New York,New York City,Goode New York,Milk and Honey
1388, New York,New York City,"Goode, New York!",Jack Nitzsche and Richard Hazard
1389, New York,New York City,"GoodBye, Poor Old Manhattan",E. Ray Goetz and Malvin M. Franklin
1390, New York,New York City,Goode Sweet Old Manhattan Isle,William Jerome
1391, New York,New York City,Goode To Broadway,Galt McDermott & Gerome Ragni
1392, New York,New York City,Good Fortune,PJ Harvey
1393, New York,New York City,Good Old New York,Jelly Roll Morton
1394, New York,New York City,Good to Go,Elliott Smith
1395, New York,New York City,Goodnight Ladies (Lulla of Broadway),Bram Tchaikovsky
1396, New York,New York City,"Goodnight, New York",Christine Lavin
1397, New York,New York City,Gossip In Brooklyn,Gladstone Anderson
1398, New York,New York City,Got My Mojo Workin',Jimmy Smith (musician)
1399, New York,New York City,Got to Get Out of New York,Tom Scott
1400, New York,New York City,Gotham,Animal Collective
1401, New York,New York City,Gotham City,Landscape (band)
1402, New York,New York City,Gotham City,Nelson Riddle
1403, New York,New York City,Gotham City,R. Kelly
1404, New York,New York City,Gotham City Serenade,Big Rude Jake
1405, New York,New York City,Gotham Serenade,Phil Woods Quintet
1406, New York,New York City,Gotta Be...Movin' On Up,PM Dawn
1407, New York,New York City,Gotta Have It,JayZ
1408, New York,New York City,Gramercy Park,Grover Washington Jr
1409, New York,New York City,Gramercy Park Hotel,Ben Lee
1410, New York,New York City,Gramercy Park Hotel,Eberhard Schoener
1411, New York,New York City,Gramercy Park Hotel,Edwin McCain
1412, New York,New York City,Gramercy Vaudeville,David Mead
1413, New York,New York City,Grand Army Plaza,Department of Eagles
1414, New York,New York City,Grand Central,John Coltrane
1415, New York,New York City,Grand Central,Patrick Doyle
1416, New York,New York City,Grand Central Getaway,Tommy Dorsey
1417, New York,New York City,Grand Central Morning,David Chesky
1418, New York,New York City,Grand Central Shuttle,Johnny Griffith Inc
1419, New York,New York City,Grand Central Station,Fontane Sisters
1420, New York,New York City,Grand Central Station,John Coltrane
1421, New York,New York City,Grand Central Station,Mary Chapin Carpenter
1422, New York,New York City,"Grand Central Station, March 18, 1977",Steve Forbert
1423, New York,New York City,The Grand Central Symphony,Lud Gluskin
1424, New York,New York City,"Grand Maman, C'Est New York",Charles Trenet
1425, New York,New York City,Grand Street,Shirley Scott & Stanley Turrentine
1426, New York,New York City,Great Jones Street,Luna
1427, New York,New York City,Great Jones Street,Phantom Five
1428, New York,New York City,The Great New York Police,George M. Cohan
1429, New York,New York City,The Great Train Robbery,Black Uhuru
1430, New York,New York City,The Great White Easiest Way,Victor Herbert and Glen MacDonough
1431, New York,New York City,The Great White Way,Ludwig Englander; lyrics  J. Clarence Harvey and Sydney Rosenfeld
1432, New York,New York City,The Great White Way,(music  Raymond Hubbell; lyrics  Joseph Herbert)
1433, New York,New York City,Great White Way Blues,Original Memphis Five
1434, New York,New York City,The Great White Easiest Way,Victor Herbert
1435, New York,New York City,The Greater Manhattan Love Song,Patrick Sky
1436, New York,New York City,Green Acres,Eddie Albert and Eva Gabor
1437, New York,New York City,Green Grass Of Shea,New York Mets
1438, New York,New York City,Greenwich Village,"(music  Jerome Kern, a book  Guy Bolton and P. G. Wodehouse and lyrics  Wodehouse)"
1439, New York,New York City,Greenwich Village Belle,music  Sigmund Romberg; lyrics  Charles Manning and Matthew C. Woodward
1440, New York,New York City,Greenwich Village Folk Song Salesman,Nancy Sinatra & Lee Hazlewood
1441, New York,New York City,Greenwich Village Nights,{music  Louis Hirsch; lyrics  Irving Caesar and John Murray Anderson)
1442, New York,New York City,Greenwich Village Rumble,Elmer Bernstein
1443, New York,New York City,Groovin' at the Apollo,Elephant Band
1444, New York,New York City,Groovy Gotham,Axel Zwingenberger
1445, New York,New York City,Ground Zero,Elliott Murphy
1446, New York,New York City,Ground Zero Brooklyn,Carnivore
1447, New York,New York City,Gun Hill Road,Gunhill Road
1448, New York,New York City,Gus: The Polar Bear from Central Park,The Tragically Hip
1449, New York,New York City,Guys Ain't Nothing But Trouble,DJ Jazzy Jeff & The Fresh Prince featuring Ice Cream T
1450, New York,New York City,Gypsy Cab,Steve Conte & The Crazy Truth
1451, New York,New York City,A Haircut In Manhattan,Robb Johnson
1452, New York,New York City,Hacia Nueva York'  Micky,
1453, New York,New York City,Half Moon on the Hudson,Harold Spina and Walter Bullock
1454, New York,New York City,Halloween Parade,Lou Reed
1455, New York,New York City,Handclap,Bossman
1456, New York,New York City,Handel In Harlem,Scott Wood and His Six Swingers
1457, New York,New York City,The Hands That Built America,U2
1458, New York,New York City,Hang Together,Odyssey
1459, New York,New York City,Hang Up Your Hat on Broadway,Frank Fay (American actor)
1460, New York,New York City,Hanging Out,UTFO
1461, New York,New York City,Happy Days In New York City,Lobo (musician)
1462, New York,New York City,The (Happy) Heaven of Harlem,(from the musical comedy Fifty Million Frenchmen)
1463, New York,New York City,Hard Times in New York Town,Bob Dylan
1464, New York,New York City,Hard to Live (in the City),"Albert Hammond, Jr."
1465, New York,New York City,Harlem,Glassjaw
1466, New York,New York City,Harlem,Baron Longfellow
1467, New York,New York City,Harlem,Bennie Moten
1468, New York,New York City,Harlem,Bill Withers
1469, New York,New York City,Harlem,Charles Mingus
1470, New York,New York City,Harlem,Duke Ellington
1471, New York,New York City,Harlem,Edwin Starr
1472, New York,New York City,Harlem,Emmanuel AbdulRahim
1473, New York,New York City,Harlem,Grand Slam
1474, New York,New York City,Harlem,Ian Moore
1475, New York,New York City,Harlem,Jim Jones
1476, New York,New York City,Harlem,Michel Laurent
1477, New York,New York City,Harlem,New Politics
1478, New York,New York City,Harlem,Paul Bley
1479, New York,New York City,Harlem,Rare Bird
1480, New York,New York City,Harlem,Scott Wood And His Six Swingers
1481, New York,New York City,Harlem,Suicide
1482, New York,New York City,Harlem10027,Andy Kim
1483, New York,New York City,Harlem After Midnight,Mills Blue Rhythm Band
1484, New York,New York City,Harlem Air Shaft,Duke Ellington
1485, New York,New York City,Harlem Apartment,Lennie Niehaus Quintet
1486, New York,New York City,Harlem Blues,Nat 'King' Cole
1487, New York,New York City,Harlem Blues,Teena Marie
1488, New York,New York City,Harlem Bound,Gibson Brothers
1489, New York,New York City,Harlem Bound,Memphis Slim
1490, New York,New York City,Harlem Boys,Sonny Rollins
1491, New York,New York City,Harlem Brothers,The 45 King
1492, New York,New York City,Harlem Brown,Redhead Kingpin and the F.B.I.
1493, New York,New York City,The Harlem Buck Strut Dance,Les McCann
1494, New York,New York City,Harlem Butterfly,Bob Short
1495, New York,New York City,Harlem By Day,Galt MacDermot
1496, New York,New York City,Harlem Camp Meeting,Cab Calloway
1497, New York,New York City,Harlem Can't Be In Heaven,Smokey Hogg
1498, New York,New York City,Harlem Choc'late Babies On Parade,James P. Johnson
