,state,city,song,artist
0, Arkansas,Little Rock,A Little Past Little Rock,Lee Ann Womack
1, Arkansas,Little Rock,I Hear Little Rock Calling,Ferlin Husky
2, Arkansas,Little Rock,Little Rock,Collin Raye
3, Arkansas,Little Rock,Little Rock,Reba McEntire
4, Arkansas,Little Rock,Two Little Girls From Little Rock,Marilyn Monroe
