,state,city,song,artist
0, Washington,Olympia,Rock Star,Hole
1, Washington,Olympia,Olympia WA.,Rancid
2, Washington,Tacoma,Rock'n Me,Steve Miller Band
3, Washington,Tacoma,Thrice All-American,Neko Case
